,State,Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Massachusetts,Maryland,Maine,Michigan,Minnesota,Missouri,Mississippi,Montana,North Carolina,North Dakota,Nebraska,New Hampshire,New Jersey,New Mexico,Nevada,New York,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,West Virginia,Wyoming,Foreign Country,U.S. Island Area,inflow_max,outflow_max,inflow_max_noforeign,total_inflow_noforeign,total_inflow,total_outflow,2016,per_capita_inflow,per_capita_outflow,per_capita_inflow_noforeign,net_per_capita_flow,net_flow,State_abbr,inflow_max_abbr,outflow_max_abbr,inflow_max_noforeign_abbr
0,Alabama,576.0,,495.0,1022.0,6611.0,2177.0,566.0,0.0,16631.0,23008.0,1695.0,671.0,212.0,3707.0,1445.0,1261.0,1590.0,1508.0,330.0,1903.0,151.0,2195.0,122.0,2746.0,7602.0,294.0,6419.0,0.0,33.0,0.0,812.0,826.0,254.0,3047.0,2694.0,1169.0,498.0,1008.0,335.0,0.0,2952.0,52.0,9960.0,7689.0,525.0,3535.0,0.0,677.0,874.0,42.0,539.0,15119.0,608.0,Georgia,Georgia,Georgia,123066.0,138185.0,99801.0,4863525.0,0.028412519725918958,0.020520301633074774,0.025303869107283296,0.004783567474208522,23265.0,AL,GA,GA,GA
1,Alaska,,423.0,65.0,1176.0,3593.0,1401.0,0.0,79.0,1100.0,2208.0,561.0,142.0,361.0,715.0,126.0,1831.0,703.0,273.0,44.0,0.0,147.0,133.0,236.0,281.0,92.0,832.0,714.0,58.0,0.0,32.0,270.0,198.0,534.0,910.0,100.0,806.0,1301.0,574.0,848.0,0.0,281.0,370.0,243.0,1675.0,725.0,462.0,86.0,4888.0,260.0,0.0,291.0,5361.0,350.0,Foreign Country,Washington,Washington,32498.0,37859.0,41997.0,741456.0,0.051060346129777084,0.05664125720204571,0.043829977773461946,-0.01281127942858376,-9499.0,AK,Foreign,WA,WA
2,Arizona,1946.0,894.0,1205.0,,64756.0,11895.0,1596.0,420.0,9306.0,4242.0,2339.0,2649.0,2775.0,13387.0,5443.0,3383.0,1105.0,679.0,4028.0,1467.0,355.0,6525.0,5461.0,3708.0,568.0,2414.0,4605.0,1662.0,1312.0,224.0,3971.0,9453.0,7350.0,3029.0,3839.0,7494.0,9279.0,4651.0,1462.0,51.0,1768.0,2408.0,1834.0,14923.0,9979.0,8809.0,817.0,13897.0,6736.0,1419.0,925.0,52136.0,151.0,California,California,California,274594.0,326730.0,191547.0,6941072.0,0.04707197965962606,0.027596169583026943,0.03956074796515582,0.011964578382128874,83047.0,AZ,CA,CA,CA
3,Arkansas,103.0,2057.0,,836.0,4026.0,3459.0,186.0,0.0,1351.0,2683.0,241.0,1115.0,0.0,2594.0,335.0,979.0,1356.0,3530.0,302.0,319.0,178.0,928.0,449.0,6911.0,3699.0,36.0,939.0,39.0,1411.0,0.0,250.0,225.0,1194.0,590.0,192.0,5773.0,389.0,1146.0,857.0,0.0,70.0,0.0,2635.0,13487.0,619.0,1333.0,0.0,2257.0,539.0,75.0,178.0,8194.0,0.0,Texas,Texas,Texas,71871.0,80065.0,72142.0,2989918.0,0.026778326362127656,0.02412842091321568,0.02403778297598797,-9.063793722770969e-05,-271.0,AR,TX,TX,TX
4,California,4206.0,3045.0,4282.0,33757.0,,22540.0,2932.0,1372.0,25354.0,14663.0,14239.0,3826.0,3598.0,21539.0,7073.0,3293.0,4206.0,4933.0,14062.0,10637.0,2513.0,11442.0,10897.0,7580.0,3174.0,1272.0,14268.0,2664.0,1876.0,889.0,11988.0,8087.0,24656.0,40877.0,9652.0,6023.0,18919.0,13090.0,1102.0,2265.0,5137.0,1333.0,6158.0,39109.0,11114.0,14348.0,400.0,27973.0,7354.0,1150.0,2674.0,332197.0,3315.0,Foreign Country,Texas,New York,512856.0,845053.0,653982.0,39167117.0,0.02157557320340938,0.01669722078344444,0.013094045191020824,-0.0036031755924236155,-141126.0,CA,Foreign,TX,NY
5,Colorado,1698.0,2328.0,808.0,13015.0,26909.0,,2882.0,0.0,13546.0,6128.0,2795.0,3243.0,1565.0,11369.0,2672.0,4634.0,1736.0,3361.0,2196.0,3467.0,390.0,4285.0,3725.0,6246.0,1319.0,1334.0,6059.0,1801.0,3050.0,1360.0,2731.0,5073.0,4366.0,8612.0,3674.0,3828.0,3473.0,4586.0,751.0,63.0,1945.0,1735.0,4035.0,20725.0,3642.0,7148.0,647.0,4487.0,3243.0,309.0,3657.0,31524.0,614.0,Foreign Country,California,California,223265.0,254789.0,192688.0,5539215.0,0.04599731189347227,0.03478615652217868,0.04030625278130565,0.005520096259126972,30577.0,CO,Foreign,CA,CA
6,Connecticut,331.0,1102.0,960.0,309.0,3979.0,562.0,,0.0,4629.0,1129.0,449.0,162.0,0.0,1733.0,488.0,329.0,43.0,330.0,8519.0,1716.0,941.0,614.0,780.0,248.0,0.0,0.0,1651.0,64.0,0.0,750.0,4496.0,0.0,34.0,22160.0,1124.0,45.0,62.0,3427.0,3066.0,3255.0,1054.0,0.0,394.0,2679.0,0.0,2320.0,1131.0,631.0,237.0,286.0,0.0,22748.0,602.0,Foreign Country,New York,New York,78821.0,101569.0,112269.0,3578141.0,0.02838596913872315,0.03137634877999498,0.022028477916325825,-0.009347870863669151,-33448.0,CT,Foreign,NY,NY
7,Delaware,80.0,148.0,0.0,22.0,598.0,106.0,1263.0,,708.0,293.0,68.0,0.0,30.0,953.0,26.0,0.0,36.0,0.0,509.0,6985.0,116.0,11.0,0.0,230.0,105.0,94.0,338.0,0.0,0.0,0.0,5656.0,0.0,27.0,2218.0,272.0,0.0,0.0,10139.0,666.0,0.0,212.0,23.0,34.0,515.0,0.0,1021.0,112.0,181.0,0.0,158.0,0.0,5081.0,0.0,Pennsylvania,Maryland,Pennsylvania,33953.0,39034.0,28723.0,948921.0,0.041135141913815794,0.030269116185646646,0.035780639273448475,0.005511523087801829,5230.0,DE,PA,MD,PA
8,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685815.0,,,,,,DC,Foreign,Foreign,Foreign
9,Florida,1852.0,11353.0,4136.0,10312.0,28420.0,9880.0,15285.0,3143.0,,39578.0,1326.0,6630.0,885.0,23319.0,14370.0,2392.0,8588.0,5375.0,19882.0,17648.0,2859.0,19530.0,6778.0,11656.0,6621.0,677.0,28726.0,1127.0,1870.0,5292.0,33966.0,3091.0,4273.0,60472.0,29655.0,3124.0,1258.0,30258.0,24132.0,4894.0,15904.0,535.0,18647.0,31153.0,3531.0,29485.0,1627.0,6152.0,11298.0,3979.0,454.0,207589.0,1117.0,Foreign Country,Georgia,New York,628515.0,836104.0,435283.0,20613477.0,0.040561036840121634,0.02111642785930777,0.030490489304642782,0.009374061445335011,193232.0,FL,Foreign,GA,NY
