,State,Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Massachusetts,Maryland,Maine,Michigan,Minnesota,Missouri,Mississippi,Montana,North Carolina,North Dakota,Nebraska,New Hampshire,New Jersey,New Mexico,Nevada,New York,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,West Virginia,Wyoming,Foreign Country,U.S. Island Area,inflow_max,outflow_max,inflow_max_noforeign,total_inflow_noforeign,total_inflow,total_outflow,2015,per_capita_inflow,per_capita_outflow,per_capita_inflow_noforeign,net_per_capita_flow,net_flow,State_abbr,inflow_max_abbr,outflow_max_abbr,inflow_max_noforeign_abbr
0,Alabama,767.0,,2329.0,1865.0,3397.0,1927.0,894.0,77.0,15755.0,27433.0,399.0,478.0,0.0,2400.0,1184.0,1277.0,1365.0,1566.0,446.0,1435.0,97.0,2540.0,193.0,1174.0,7442.0,120.0,3974.0,1162.0,339.0,166.0,193.0,773.0,539.0,2061.0,1513.0,725.0,593.0,2690.0,51.0,43.0,1968.0,103.0,7206.0,6469.0,362.0,4772.0,173.0,871.0,491.0,445.0,164.0,11708.0,0.0,Georgia,Georgia,Georgia,114406.0,126114.0,100696.0,4852347.0,0.025990309431703874,0.02075201958969546,0.023577456434999394,0.002825436845303935,13710.0,AL,GA,GA,GA
1,Alaska,,279.0,73.0,658.0,3062.0,1815.0,109.0,0.0,1473.0,1044.0,732.0,193.0,544.0,819.0,138.0,434.0,238.0,210.0,449.0,444.0,17.0,955.0,1173.0,905.0,0.0,461.0,2078.0,71.0,233.0,338.0,0.0,766.0,2129.0,1028.0,408.0,780.0,1389.0,263.0,34.0,0.0,873.0,312.0,133.0,2196.0,337.0,521.0,53.0,3988.0,161.0,0.0,414.0,4438.0,16.0,Foreign Country,California,Washington,34746.0,39184.0,40353.0,737498.0,0.05313099154167198,0.05471608058598125,0.04711334810399486,-0.007602732481986389,-5607.0,AK,Foreign,CA,WA
2,Arizona,2519.0,607.0,553.0,,54646.0,11039.0,2417.0,927.0,7833.0,3671.0,2069.0,3963.0,2835.0,11017.0,4087.0,2625.0,3599.0,1801.0,3030.0,2105.0,780.0,9069.0,8499.0,4069.0,544.0,1798.0,5323.0,1150.0,986.0,445.0,2782.0,8030.0,7153.0,5564.0,5147.0,3906.0,7163.0,3910.0,1556.0,298.0,842.0,1582.0,3253.0,13025.0,10165.0,3801.0,406.0,14183.0,5262.0,0.0,2473.0,45655.0,105.0,California,California,California,254612.0,300267.0,184245.0,6829676.0,0.043965043144067156,0.026977121608697103,0.03728024579789729,0.01030312418920019,70367.0,AZ,CA,CA,CA
3,Arkansas,205.0,956.0,,1683.0,5075.0,2429.0,0.0,79.0,2641.0,2407.0,45.0,589.0,214.0,2999.0,784.0,2036.0,497.0,3601.0,521.0,70.0,0.0,1922.0,114.0,6367.0,3415.0,1058.0,2006.0,143.0,337.0,0.0,122.0,645.0,292.0,395.0,777.0,7505.0,34.0,358.0,0.0,0.0,311.0,146.0,6033.0,17708.0,445.0,2355.0,36.0,313.0,1312.0,143.0,275.0,9036.0,0.0,Texas,Texas,Texas,81398.0,90434.0,76597.0,2978048.0,0.030366871185420787,0.025720539091377975,0.027332668916014786,0.0016121298246368106,4801.0,AR,TX,TX,TX
4,California,6022.0,5273.0,2867.0,34204.0,,21157.0,6205.0,1118.0,25638.0,11630.0,10475.0,1394.0,5840.0,26189.0,8650.0,3943.0,3781.0,6324.0,12628.0,9981.0,1745.0,8852.0,4887.0,6465.0,2539.0,2017.0,12463.0,1035.0,3282.0,1859.0,12890.0,5239.0,25332.0,36896.0,12836.0,8350.0,20838.0,13595.0,1110.0,2179.0,6301.0,610.0,8781.0,41713.0,8814.0,15009.0,766.0,33131.0,6741.0,413.0,1672.0,334039.0,1518.0,Foreign Country,Texas,Texas,513197.0,847236.0,639767.0,38918045.0,0.021769747169982458,0.016438826770460848,0.013186607909004678,-0.0032522188614561697,-126570.0,CA,Foreign,TX,TX
5,Colorado,1653.0,2392.0,1527.0,10254.0,29029.0,,2253.0,77.0,12623.0,4644.0,4277.0,2718.0,1692.0,11398.0,1982.0,6294.0,1678.0,3007.0,2378.0,2286.0,185.0,3739.0,5443.0,6798.0,881.0,910.0,3489.0,1388.0,4201.0,583.0,3227.0,6393.0,3723.0,5748.0,3263.0,3072.0,4836.0,4870.0,126.0,43.0,2410.0,732.0,2314.0,25268.0,4064.0,7686.0,1094.0,7368.0,5916.0,1232.0,3275.0,33036.0,325.0,Foreign Country,Texas,California,226764.0,259800.0,182572.0,5450623.0,0.04766427617540234,0.03349562059236164,0.0416033176391029,0.00810769704674126,44192.0,CO,Foreign,TX,CA
6,Connecticut,68.0,163.0,0.0,187.0,4240.0,467.0,,344.0,6122.0,1268.0,429.0,362.0,51.0,1696.0,777.0,135.0,30.0,139.0,9498.0,917.0,939.0,467.0,548.0,638.0,84.0,0.0,1394.0,95.0,0.0,1202.0,3688.0,725.0,127.0,23820.0,1836.0,265.0,290.0,2348.0,3564.0,3035.0,926.0,362.0,237.0,2519.0,95.0,2301.0,262.0,1236.0,223.0,63.0,0.0,24562.0,15.0,Foreign Country,Florida,New York,80197.0,104759.0,102455.0,3587122.0,0.029204192107210182,0.0285618944658141,0.0223569201159035,-0.006204974349910599,-22258.0,CT,Foreign,FL,NY
7,Delaware,344.0,76.0,0.0,282.0,725.0,192.0,508.0,,883.0,327.0,0.0,124.0,0.0,632.0,207.0,154.0,75.0,0.0,1161.0,6749.0,376.0,162.0,81.0,82.0,26.0,0.0,1504.0,423.0,0.0,47.0,4345.0,846.0,0.0,4759.0,92.0,54.0,90.0,13965.0,236.0,0.0,659.0,0.0,82.0,1423.0,32.0,2112.0,78.0,420.0,0.0,119.0,0.0,4372.0,0.0,Pennsylvania,Pennsylvania,Pennsylvania,44452.0,48824.0,30629.0,941252.0,0.05187133732517966,0.032540701108736025,0.04722646007657885,0.014685758967842827,13823.0,DE,PA,PA,PA
8,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675400.0,,,,,,DC,Foreign,Foreign,Foreign
9,Florida,1553.0,15449.0,6850.0,7168.0,21217.0,9206.0,14887.0,1685.0,,38654.0,2978.0,3142.0,846.0,26406.0,13396.0,3648.0,10036.0,6560.0,16651.0,16449.0,5178.0,26138.0,5433.0,10480.0,5415.0,1150.0,24003.0,1363.0,1706.0,5175.0,29390.0,3762.0,6008.0,69289.0,27403.0,2710.0,1568.0,28826.0,28036.0,2523.0,13949.0,1400.0,19864.0,29706.0,1932.0,23377.0,1480.0,3819.0,9195.0,3479.0,924.0,183306.0,910.0,Foreign Country,Georgia,New York,612372.0,795678.0,448104.0,20209042.0,0.039372375988926143,0.02217344097755846,0.03030188170225981,0.008128440724701348,164268.0,FL,Foreign,GA,NY
