,State,Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Massachusetts,Maryland,Maine,Michigan,Minnesota,Missouri,Mississippi,Montana,North Carolina,North Dakota,Nebraska,New Hampshire,New Jersey,New Mexico,Nevada,New York,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,West Virginia,Wyoming,inflow_max,outflow_max,inflow_max_noforeign,total_inflow_noforeign,total_inflow,total_outflow,2009,per_capita_inflow,per_capita_outflow,per_capita_inflow_noforeign,net_per_capita_flow,net_flow,State_abbr,inflow_max_abbr,outflow_max_abbr,inflow_max_noforeign_abbr
0,Alabama,1083.0,,1607.0,1039.0,4946.0,1265.0,334.0,620.0,18564.0,22160.0,745.0,484.0,302.0,3411.0,2989.0,404.0,2275.0,5307.0,346.0,1741.0,297.0,4194.0,572.0,1660.0,9686.0,139.0,3981.0,114.0,284.0,206.0,1181.0,438.0,473.0,3713.0,3413.0,1493.0,150.0,1439.0,502.0,148.0,2040.0,30.0,8788.0,8308.0,672.0,3733.0,131.0,1421.0,988.0,251.0,380.0,Georgia,Georgia,,,130447.0,106208.0,4757938.0,0.027416708666653494,0.022322274901438396,,0.0050944337652150985,24239.0,AL,GA,GA,Foreign
1,Alaska,,1164.0,306.0,1539.0,4313.0,1447.0,222.0,52.0,1453.0,1430.0,816.0,195.0,780.0,457.0,344.0,379.0,232.0,661.0,320.0,466.0,147.0,811.0,1005.0,589.0,448.0,765.0,774.0,105.0,226.0,100.0,166.0,408.0,522.0,631.0,582.0,654.0,2155.0,636.0,133.0,47.0,771.0,187.0,533.0,2740.0,926.0,924.0,0.0,4200.0,830.0,12.0,205.0,California,Texas,,,38808.0,64770.0,698895.0,0.05552765436868199,0.09267486532311721,,-0.03714721095443522,-25962.0,AK,CA,TX,Foreign
2,Arizona,2306.0,1512.0,1642.0,,69653.0,9467.0,1353.0,365.0,7305.0,3670.0,2710.0,3065.0,2911.0,10793.0,4458.0,2214.0,1486.0,1719.0,2761.0,2345.0,936.0,10826.0,7105.0,3721.0,954.0,1847.0,4137.0,1103.0,2236.0,864.0,3712.0,8931.0,9709.0,6471.0,6824.0,2534.0,6750.0,4945.0,301.0,606.0,1553.0,1341.0,2394.0,14812.0,6749.0,3695.0,268.0,11029.0,4756.0,534.0,1278.0,California,California,,,264656.0,187684.0,6343154.0,0.041723092329147296,0.029588435027748026,,0.01213465730139927,76972.0,AZ,CA,CA,Foreign
3,Arkansas,632.0,1457.0,,2561.0,6813.0,1751.0,150.0,19.0,3712.0,1240.0,535.0,594.0,376.0,3358.0,1001.0,1901.0,1109.0,5577.0,567.0,519.0,104.0,1903.0,1427.0,8340.0,3632.0,106.0,1258.0,91.0,575.0,246.0,602.0,977.0,1171.0,1151.0,1197.0,7663.0,718.0,504.0,221.0,0.0,1303.0,137.0,6017.0,18198.0,500.0,1070.0,25.0,1064.0,1345.0,293.0,225.0,Texas,Texas,,,95935.0,76559.0,2896843.0,0.03311708642822549,0.02642842570342956,,0.006688660724795927,19376.0,AR,TX,TX,Foreign
4,California,5392.0,3687.0,3750.0,33785.0,,17670.0,5740.0,572.0,24152.0,10980.0,12598.0,3436.0,5994.0,21915.0,6189.0,4384.0,2742.0,6381.0,12805.0,9191.0,1625.0,11764.0,6796.0,7931.0,3521.0,2650.0,11992.0,1032.0,2736.0,1272.0,8873.0,5729.0,30035.0,29076.0,10179.0,4337.0,19757.0,10694.0,1279.0,1401.0,3520.0,817.0,6061.0,41308.0,11638.0,15242.0,850.0,31521.0,6015.0,617.0,1418.0,Texas,Texas,,,483049.0,667271.0,36961229.0,0.013069073000792263,0.01805326873735719,,-0.004984195736564927,-184222.0,CA,TX,TX,Foreign
5,Colorado,2057.0,1420.0,1649.0,10674.0,27667.0,,1252.0,231.0,9091.0,3909.0,1756.0,2092.0,1437.0,5887.0,3262.0,5255.0,916.0,1992.0,3194.0,2019.0,722.0,3173.0,3888.0,4153.0,849.0,1831.0,4043.0,907.0,4599.0,710.0,1648.0,6471.0,4347.0,4642.0,3749.0,3931.0,3635.0,3415.0,122.0,686.0,1586.0,1246.0,1908.0,18503.0,5041.0,4000.0,336.0,4506.0,3157.0,381.0,4966.0,California,Texas,,,188911.0,166583.0,4972195.0,0.037993481752023,0.03350290968073456,,0.004490572071288439,22328.0,CO,CA,TX,Foreign
6,Connecticut,526.0,532.0,40.0,460.0,3987.0,1307.0,,191.0,6480.0,1491.0,356.0,221.0,76.0,1708.0,488.0,414.0,320.0,229.0,10218.0,1780.0,928.0,1069.0,263.0,315.0,108.0,60.0,2011.0,12.0,198.0,1919.0,4451.0,89.0,294.0,22889.0,1351.0,78.0,219.0,2810.0,3099.0,2925.0,945.0,24.0,457.0,2258.0,357.0,2464.0,1344.0,893.0,401.0,105.0,155.0,New York,New York,,,85315.0,102174.0,3561807.0,0.023952729611683057,0.02868600123476651,,-0.004733271623083454,-16859.0,CT,NY,NY,Foreign
7,Delaware,131.0,306.0,132.0,226.0,666.0,283.0,531.0,,1661.0,786.0,0.0,43.0,25.0,516.0,337.0,90.0,42.0,298.0,1003.0,6954.0,84.0,341.0,52.0,111.0,166.0,0.0,709.0,79.0,30.0,150.0,4131.0,74.0,168.0,3267.0,411.0,60.0,50.0,9672.0,339.0,298.0,296.0,10.0,232.0,721.0,180.0,1883.0,5.0,167.0,39.0,161.0,38.0,Pennsylvania,Pennsylvania,,,37954.0,29391.0,891730.0,0.04256221053457885,0.0329595281082839,,0.009602682426294952,8563.0,DE,PA,PA,Foreign
8,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592228.0,,,,,,DC,Foreign,Foreign,Foreign
9,Florida,5309.0,12388.0,2925.0,5356.0,24779.0,9934.0,12836.0,1967.0,,37789.0,2514.0,2660.0,1249.0,19994.0,15212.0,2679.0,7372.0,8746.0,20488.0,13280.0,4570.0,23645.0,6085.0,6909.0,6872.0,723.0,22749.0,459.0,1202.0,4448.0,27485.0,1799.0,3131.0,73189.0,25140.0,3220.0,2459.0,24528.0,16015.0,3645.0,9548.0,925.0,11345.0,26041.0,2043.0,22358.0,1815.0,7220.0,7583.0,3337.0,581.0,New York,Georgia,,,558546.0,503584.0,18652644.0,0.029944601955626236,0.026997995565668866,,0.0029466063899573694,54962.0,FL,NY,GA,Foreign
