,State,Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Massachusetts,Maryland,Maine,Michigan,Minnesota,Missouri,Mississippi,Montana,North Carolina,North Dakota,Nebraska,New Hampshire,New Jersey,New Mexico,Nevada,New York,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,West Virginia,Wyoming,inflow_max,outflow_max,inflow_max_noforeign,total_inflow_noforeign,total_inflow,total_outflow,2005,per_capita_inflow,per_capita_outflow,per_capita_inflow_noforeign,net_per_capita_flow,net_flow,State_abbr,inflow_max_abbr,outflow_max_abbr,inflow_max_noforeign_abbr
10,Georgia,2570.0,22111.0,1178.0,3395.0,20673.0,3488.0,3680.0,650.0,54126.0,,861.0,683.0,698.0,5590.0,6990.0,2175.0,5952.0,9398.0,5164.0,3909.0,255.0,6548.0,1659.0,2268.0,5589.0,256.0,15529.0,456.0,1188.0,505.0,5908.0,469.0,2669.0,31412.0,7362.0,2321.0,1709.0,6024.0,595.0,671.0,12609.0,79.0,16688.0,14605.0,1343.0,9697.0,506.0,7117.0,3597.0,881.0,0.0,Florida,Florida,,,313806.0,226346.0,8925922.0,0.03515670425979524,0.025358276713598887,,0.00979842754619635,87460.0,GA,FL,FL,Foreign
11,Hawaii,125.0,1464.0,207.0,1409.0,15261.0,1968.0,214.0,0.0,1260.0,411.0,,470.0,1083.0,588.0,51.0,320.0,603.0,1038.0,240.0,941.0,63.0,1051.0,479.0,31.0,748.0,33.0,655.0,51.0,569.0,75.0,1697.0,116.0,1305.0,1748.0,306.0,0.0,1392.0,351.0,199.0,85.0,472.0,44.0,785.0,3644.0,1188.0,2111.0,0.0,2074.0,168.0,0.0,113.0,California,California,,,49206.0,46695.0,1292729.0,0.03806366222154837,0.036121259753591047,,0.0019424024679573215,2511.0,HI,CA,CA,Foreign
12,Idaho,1650.0,185.0,0.0,2259.0,15663.0,2425.0,251.0,0.0,1393.0,179.0,455.0,421.0,,842.0,69.0,54.0,50.0,65.0,343.0,1492.0,0.0,703.0,366.0,1068.0,81.0,2168.0,196.0,206.0,481.0,0.0,331.0,584.0,3355.0,346.0,341.0,204.0,6643.0,652.0,50.0,332.0,229.0,0.0,415.0,2034.0,7210.0,328.0,0.0,10696.0,366.0,0.0,1177.0,California,Washington,,,68358.0,48527.0,1428241.0,0.04786167040436453,0.03397675882431606,,0.013884911580048467,19831.0,ID,CA,WA,Foreign
13,Illinois,2879.0,1551.0,2549.0,5050.0,18821.0,4401.0,966.0,357.0,15093.0,4102.0,995.0,12186.0,436.0,,18035.0,2420.0,2712.0,2441.0,4042.0,3182.0,243.0,10826.0,6768.0,15022.0,5257.0,321.0,2885.0,531.0,1595.0,558.0,1566.0,84.0,2753.0,5490.0,5894.0,1608.0,404.0,4988.0,1177.0,2028.0,2677.0,235.0,3964.0,11364.0,1022.0,3446.0,274.0,2007.0,11072.0,1405.0,78.0,California,Indiana,,,209760.0,264149.0,12609903.0,0.016634545087301625,0.02094774242117485,,-0.0043131973338732255,-54389.0,IL,CA,IN,Foreign
14,Indiana,240.0,664.0,226.0,2393.0,7181.0,1219.0,511.0,64.0,9076.0,2415.0,635.0,1246.0,43.0,26428.0,,916.0,12758.0,738.0,347.0,1101.0,259.0,10929.0,710.0,4283.0,1376.0,40.0,1581.0,152.0,102.0,48.0,1449.0,871.0,877.0,1579.0,9993.0,399.0,581.0,3814.0,457.0,123.0,1294.0,392.0,3381.0,6457.0,395.0,3954.0,113.0,1040.0,3350.0,528.0,139.0,Illinois,Illinois,,,128867.0,137941.0,6278616.0,0.020524746217956313,0.02196996917792074,,-0.0014452229599644269,-9074.0,IN,IL,IL,Foreign
15,Iowa,201.0,343.0,812.0,2010.0,4962.0,2337.0,167.0,0.0,3150.0,1746.0,18.0,,64.0,13084.0,835.0,2489.0,475.0,483.0,120.0,268.0,85.0,1004.0,5086.0,3945.0,445.0,281.0,2052.0,900.0,7931.0,1195.0,124.0,21.0,2088.0,1489.0,1174.0,393.0,627.0,635.0,86.0,61.0,479.0,3708.0,701.0,4659.0,691.0,322.0,214.0,1480.0,4081.0,196.0,879.0,Illinois,Illinois,,,80596.0,75104.0,2964454.0,0.02718746858612075,0.02533485086967111,,0.00185261771644964,5492.0,IA,IL,IL,Foreign
16,Kansas,0.0,1048.0,1404.0,2101.0,6823.0,4050.0,736.0,81.0,2879.0,1571.0,85.0,1094.0,40.0,1488.0,763.0,,725.0,1358.0,33.0,353.0,0.0,1343.0,1100.0,20085.0,553.0,184.0,2036.0,300.0,1193.0,211.0,419.0,813.0,948.0,868.0,1673.0,6720.0,361.0,746.0,0.0,18.0,1360.0,196.0,1743.0,6452.0,38.0,895.0,0.0,754.0,459.0,222.0,1009.0,Missouri,Missouri,,,79331.0,81566.0,2745299.0,0.028897034530664965,0.029711153502769642,,-0.0008141189721046771,-2235.0,KS,MO,MO,Foreign
17,Kentucky,261.0,761.0,1616.0,1106.0,3909.0,919.0,400.0,99.0,9787.0,3947.0,796.0,700.0,0.0,3529.0,13212.0,135.0,,2072.0,291.0,598.0,0.0,1967.0,986.0,2291.0,1698.0,228.0,2855.0,72.0,43.0,52.0,1295.0,552.0,293.0,1019.0,15132.0,391.0,100.0,1009.0,0.0,0.0,1547.0,0.0,9452.0,6285.0,0.0,2626.0,0.0,1763.0,681.0,3758.0,0.0,Ohio,Indiana,,,100233.0,90861.0,4182742.0,0.023963467027131962,0.02172283157794576,,0.0022406354491862034,9372.0,KY,OH,IN,Foreign
18,Louisiana,1500.0,2979.0,2882.0,735.0,6029.0,787.0,231.0,0.0,5246.0,4071.0,510.0,330.0,98.0,949.0,413.0,1815.0,790.0,,798.0,1037.0,267.0,1408.0,57.0,1322.0,7881.0,0.0,3157.0,0.0,62.0,0.0,487.0,48.0,818.0,1580.0,1669.0,1600.0,0.0,499.0,0.0,0.0,997.0,91.0,1880.0,15756.0,50.0,1747.0,155.0,1178.0,272.0,142.0,155.0,Texas,Texas,,,74478.0,175149.0,4576628.0,0.016273553367238937,0.038270316049283444,,-0.021996762682044507,-100671.0,LA,TX,TX,Foreign
19,Maine,284.0,0.0,254.0,365.0,3072.0,869.0,2161.0,0.0,3541.0,1298.0,94.0,65.0,35.0,261.0,176.0,0.0,297.0,91.0,6661.0,1209.0,,357.0,23.0,149.0,62.0,29.0,530.0,0.0,80.0,4034.0,871.0,177.0,65.0,2880.0,1151.0,0.0,234.0,674.0,0.0,518.0,172.0,68.0,343.0,1298.0,181.0,1419.0,255.0,149.0,102.0,70.0,0.0,Massachusetts,Massachusetts,,,36624.0,34361.0,1318787.0,0.027770974387827604,0.02605500357525514,,0.0017159708125724649,2263.0,ME,MA,MA,Foreign
20,Maryland,445.0,1808.0,542.0,1878.0,8288.0,1227.0,1393.0,4431.0,8603.0,3592.0,1424.0,332.0,512.0,3890.0,1193.0,400.0,1244.0,1148.0,3705.0,,1597.0,2404.0,1876.0,1365.0,1119.0,0.0,4812.0,86.0,709.0,473.0,6125.0,1661.0,989.0,11334.0,4063.0,329.0,415.0,10314.0,2157.0,275.0,1925.0,0.0,2297.0,7320.0,515.0,27107.0,183.0,2071.0,1511.0,3144.0,202.0,Virginia,Virginia,,,144433.0,163275.0,5592379.0,0.025826754588700086,0.0291959826041833,,-0.003369228015483214,-18842.0,MD,VA,VA,Foreign
21,Massachusetts,642.0,244.0,94.0,649.0,7511.0,658.0,8274.0,127.0,7467.0,1459.0,230.0,0.0,36.0,2449.0,1165.0,222.0,454.0,744.0,,3360.0,7547.0,2000.0,811.0,461.0,98.0,464.0,2511.0,711.0,55.0,11084.0,4143.0,499.0,862.0,14260.0,1928.0,98.0,966.0,3071.0,3445.0,7649.0,673.0,166.0,158.0,3318.0,641.0,2262.0,1748.0,1642.0,360.0,0.0,54.0,New York,Florida,,,109470.0,159308.0,6403290.0,0.01709589913934868,0.024879085595061287,,-0.0077831864557126075,-49838.0,MA,NY,FL,Foreign
22,Michigan,1791.0,1317.0,733.0,2241.0,7631.0,2289.0,1064.0,105.0,12757.0,3091.0,421.0,1306.0,619.0,9035.0,9045.0,897.0,1654.0,2345.0,876.0,1692.0,90.0,,2019.0,3047.0,1679.0,111.0,3864.0,24.0,354.0,99.0,743.0,1003.0,2168.0,4092.0,12612.0,963.0,2742.0,2799.0,545.0,174.0,1769.0,174.0,2994.0,6312.0,567.0,3867.0,327.0,2171.0,4400.0,975.0,213.0,Florida,Florida,,,123806.0,177501.0,10051137.0,0.01231761143042822,0.017659793115943002,,-0.005342181685514782,-53695.0,MI,FL,FL,Foreign
23,Minnesota,1329.0,423.0,272.0,2287.0,9128.0,2894.0,905.0,0.0,3033.0,1112.0,230.0,7175.0,459.0,11199.0,1967.0,630.0,199.0,1024.0,546.0,486.0,0.0,4034.0,,2190.0,692.0,588.0,1902.0,6874.0,1135.0,19.0,494.0,0.0,518.0,2671.0,1197.0,1310.0,800.0,1123.0,0.0,85.0,285.0,4100.0,1735.0,3476.0,291.0,933.0,0.0,1926.0,15429.0,396.0,515.0,Wisconsin,Wisconsin,,,100016.0,101073.0,5119598.0,0.019535908874095193,0.019742370397050707,,-0.00020646152295551376,-1057.0,MN,WI,WI,Foreign
24,Mississippi,374.0,4830.0,1875.0,529.0,4724.0,1090.0,0.0,215.0,3889.0,4699.0,318.0,1141.0,0.0,2871.0,1325.0,254.0,777.0,13754.0,94.0,1065.0,315.0,1661.0,751.0,1773.0,,497.0,1568.0,85.0,69.0,563.0,280.0,68.0,208.0,2229.0,738.0,1062.0,217.0,427.0,567.0,292.0,838.0,0.0,10285.0,6547.0,442.0,1863.0,0.0,193.0,1972.0,126.0,0.0,Louisiana,Tennessee,,,79460.0,84867.0,2905943.0,0.027343963732254898,0.02920463340127456,,-0.0018606696690196614,-5407.0,MS,LA,TN,Foreign
25,Missouri,350.0,908.0,8218.0,4215.0,11955.0,3279.0,555.0,0.0,5232.0,1945.0,289.0,4272.0,185.0,16388.0,3390.0,20539.0,1254.0,3554.0,408.0,955.0,277.0,2999.0,2356.0,,1162.0,389.0,2448.0,52.0,3843.0,395.0,224.0,291.0,2103.0,1849.0,3077.0,6787.0,2052.0,1866.0,0.0,276.0,1360.0,527.0,3192.0,9430.0,603.0,1246.0,291.0,3951.0,1933.0,426.0,104.0,Kansas,Kansas,,,143400.0,137093.0,5790300.0,0.02476555618879851,0.02367632074331209,,0.0010892354454864195,6307.0,MO,KS,KS,Foreign
26,Montana,422.0,299.0,159.0,1102.0,6045.0,2219.0,488.0,40.0,1342.0,315.0,151.0,571.0,1030.0,805.0,0.0,516.0,33.0,238.0,90.0,0.0,0.0,728.0,713.0,251.0,0.0,,138.0,626.0,242.0,147.0,0.0,544.0,726.0,367.0,90.0,964.0,2778.0,891.0,0.0,46.0,489.0,462.0,146.0,866.0,719.0,362.0,109.0,5054.0,846.0,23.0,1722.0,California,Washington,,,35914.0,31923.0,940102.0,0.038202237629533814,0.03395695360716178,,0.004245284022372037,3991.0,MT,CA,WA,Foreign
27,Nebraska,91.0,42.0,35.0,1190.0,3710.0,2710.0,419.0,54.0,2075.0,256.0,255.0,6225.0,387.0,968.0,1181.0,2373.0,993.0,306.0,552.0,12.0,155.0,897.0,869.0,1789.0,0.0,117.0,430.0,206.0,,0.0,279.0,570.0,490.0,900.0,237.0,1005.0,221.0,498.0,85.0,0.0,86.0,1879.0,543.0,2802.0,1224.0,698.0,0.0,923.0,664.0,65.0,631.0,Iowa,Iowa,,,42097.0,46859.0,1761497.0,0.023898422762003,0.026601805169126032,,-0.0027033824071230304,-4762.0,NE,IA,IA,Foreign
28,Nevada,818.0,154.0,334.0,6036.0,56135.0,2054.0,631.0,87.0,3846.0,1142.0,1674.0,210.0,1478.0,2593.0,1919.0,499.0,606.0,715.0,481.0,988.0,155.0,2936.0,1858.0,358.0,163.0,1321.0,1563.0,148.0,287.0,220.0,1052.0,1484.0,,4132.0,4286.0,487.0,3795.0,2624.0,49.0,0.0,645.0,67.0,401.0,6054.0,6720.0,704.0,85.0,3659.0,1438.0,0.0,163.0,California,California,,,129254.0,103617.0,2432143.0,0.053144079110479935,0.0426031693037786,,0.010540909806701332,25637.0,NV,CA,CA,Foreign
29,New Hampshire,783.0,27.0,0.0,394.0,1366.0,27.0,1277.0,0.0,1225.0,1010.0,310.0,0.0,0.0,461.0,233.0,362.0,255.0,182.0,17908.0,177.0,3732.0,55.0,42.0,312.0,0.0,1052.0,308.0,0.0,0.0,,1299.0,740.0,0.0,1822.0,869.0,140.0,407.0,209.0,0.0,503.0,1212.0,0.0,27.0,1552.0,272.0,1526.0,4572.0,253.0,108.0,0.0,176.0,Massachusetts,Massachusetts,,,47185.0,46918.0,1298492.0,0.036338306281440316,0.03613268314321536,,0.00020562313822495432,267.0,NH,MA,MA,Foreign
30,New Jersey,900.0,367.0,37.0,2018.0,7809.0,1161.0,4694.0,1300.0,14423.0,3543.0,158.0,73.0,44.0,2890.0,558.0,91.0,813.0,1535.0,4177.0,5583.0,275.0,2743.0,2334.0,715.0,461.0,38.0,2582.0,139.0,0.0,955.0,,518.0,530.0,62314.0,1528.0,584.0,523.0,25122.0,4386.0,3253.0,2464.0,56.0,633.0,4415.0,538.0,3878.0,48.0,889.0,56.0,149.0,0.0,New York,Pennsylvania,,,174300.0,195115.0,8651974.0,0.020145691607487495,0.022551500963826288,,-0.0024058093563387936,-20815.0,NJ,NY,PA,Foreign
31,New Mexico,617.0,593.0,1540.0,7790.0,12620.0,7288.0,462.0,0.0,3945.0,733.0,791.0,196.0,187.0,623.0,727.0,1076.0,27.0,62.0,342.0,621.0,117.0,983.0,581.0,466.0,221.0,230.0,1568.0,245.0,415.0,0.0,570.0,,1905.0,2133.0,1648.0,1804.0,870.0,748.0,0.0,0.0,22.0,492.0,1075.0,15835.0,861.0,666.0,175.0,1987.0,285.0,466.0,0.0,Texas,Texas,,,76608.0,62871.0,1932274.0,0.039646551161998764,0.03253731096107488,,0.0071092402009238845,13737.0,NM,TX,TX,Foreign
32,New York,654.0,1486.0,758.0,3394.0,18568.0,3101.0,9239.0,375.0,25513.0,8319.0,383.0,2314.0,416.0,7915.0,2205.0,295.0,1028.0,2338.0,15154.0,5235.0,1533.0,5680.0,2401.0,2158.0,716.0,393.0,9687.0,314.0,317.0,1183.0,24790.0,1082.0,1616.0,,8392.0,1201.0,1467.0,17765.0,7311.0,2010.0,4285.0,0.0,1820.0,6372.0,2330.0,9177.0,2117.0,3864.0,2573.0,128.0,51.0,Florida,Florida,,,231423.0,471792.0,19132610.0,0.012095736023469876,0.02465905069930344,,-0.012563314675833563,-240369.0,NY,FL,FL,Foreign
33,North Carolina,854.0,3858.0,916.0,2705.0,14989.0,2306.0,4292.0,0.0,29017.0,17003.0,1404.0,633.0,49.0,4651.0,3973.0,1129.0,3129.0,2240.0,6865.0,9804.0,531.0,2628.0,2090.0,3370.0,1946.0,93.0,,79.0,365.0,1396.0,11678.0,718.0,320.0,29123.0,9490.0,1164.0,864.0,10842.0,331.0,1296.0,20858.0,189.0,5680.0,12646.0,1769.0,27610.0,516.0,1630.0,1816.0,2144.0,1139.0,New York,Florida,,,264138.0,210552.0,8705407.0,0.03034183238072614,0.024186347634292112,,0.006155484746434028,53586.0,NC,NY,FL,Foreign
34,North Dakota,70.0,0.0,62.0,709.0,1435.0,570.0,382.0,0.0,872.0,0.0,0.0,361.0,62.0,361.0,275.0,577.0,0.0,481.0,45.0,76.0,0.0,545.0,5751.0,272.0,58.0,504.0,52.0,,89.0,0.0,0.0,207.0,128.0,46.0,179.0,0.0,416.0,175.0,0.0,0.0,39.0,811.0,129.0,1207.0,97.0,91.0,0.0,855.0,605.0,0.0,0.0,Minnesota,Minnesota,,,18594.0,21147.0,646089.0,0.028779316781434135,0.032730784768042795,,-0.0039514679866086595,-2553.0,ND,MN,MN,Foreign
35,Ohio,212.0,2469.0,639.0,3310.0,11049.0,3466.0,1506.0,1022.0,16400.0,5584.0,39.0,1483.0,49.0,8410.0,9822.0,1135.0,11898.0,1128.0,2514.0,4371.0,236.0,13841.0,890.0,2067.0,550.0,100.0,5129.0,521.0,876.0,355.0,1924.0,316.0,2932.0,7317.0,,581.0,901.0,12360.0,1004.0,370.0,4296.0,67.0,3429.0,7574.0,2343.0,5088.0,181.0,2059.0,2250.0,8291.0,311.0,Florida,Florida,,,174665.0,215991.0,11463320.0,0.015236859827693896,0.01884192363119934,,-0.003605063803505443,-41326.0,OH,FL,FL,Foreign
36,Oklahoma,360.0,877.0,6745.0,2945.0,8520.0,3287.0,193.0,0.0,6340.0,3580.0,695.0,1140.0,1044.0,1612.0,795.0,5277.0,928.0,2258.0,478.0,1666.0,38.0,2661.0,663.0,4859.0,681.0,423.0,999.0,351.0,1021.0,59.0,649.0,1758.0,816.0,2259.0,1474.0,,690.0,1109.0,208.0,86.0,1257.0,763.0,3179.0,26017.0,977.0,1751.0,14.0,1557.0,135.0,0.0,2114.0,Texas,Texas,,,107308.0,90732.0,3548597.0,0.030239556647317235,0.025568414784772685,,0.00467114186254455,16576.0,OK,TX,TX,Foreign
37,Oregon,2137.0,1223.0,1422.0,5775.0,56379.0,4905.0,374.0,0.0,2191.0,1009.0,979.0,1100.0,7633.0,1803.0,1279.0,168.0,732.0,218.0,180.0,1299.0,639.0,1285.0,704.0,2003.0,364.0,2825.0,293.0,417.0,694.0,216.0,309.0,189.0,2483.0,1794.0,1559.0,1466.0,,1388.0,0.0,56.0,1430.0,519.0,794.0,3759.0,2534.0,2269.0,859.0,23320.0,903.0,50.0,228.0,California,Washington,,,146155.0,103693.0,3613202.0,0.0404502709784839,0.02869836781890412,,0.011751903159579781,42462.0,OR,CA,WA,Foreign
38,Pennsylvania,934.0,950.0,735.0,2957.0,11802.0,1670.0,3826.0,7211.0,14676.0,3998.0,240.0,318.0,126.0,4920.0,2069.0,1213.0,1188.0,1904.0,4967.0,18763.0,1186.0,3204.0,750.0,2128.0,454.0,271.0,9718.0,404.0,951.0,653.0,36878.0,872.0,252.0,37224.0,9067.0,343.0,879.0,,6488.0,442.0,2968.0,94.0,1805.0,5343.0,1510.0,11232.0,536.0,1250.0,545.0,4083.0,218.0,New York,Florida,,,226215.0,219638.0,12449990.0,0.01816989411236475,0.017641620595679194,,0.0005282735166855547,6577.0,PA,NY,FL,Foreign
39,Puerto Rico,0.0,88.0,0.0,85.0,1296.0,358.0,877.0,558.0,7410.0,1284.0,76.0,0.0,298.0,860.0,113.0,0.0,0.0,40.0,2494.0,170.0,0.0,128.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3679.0,189.0,135.0,8680.0,1252.0,0.0,0.0,2126.0,,35.0,253.0,0.0,0.0,1653.0,0.0,353.0,0.0,0.0,161.0,0.0,0.0,New York,Florida,,,34764.0,47029.0,3821362.0,0.009097279975045546,0.012306868598159505,,-0.003209588623113959,-12265.0,PR,NY,FL,Foreign
40,Rhode Island,87.0,88.0,0.0,438.0,1856.0,317.0,1247.0,0.0,1038.0,229.0,303.0,0.0,0.0,201.0,127.0,77.0,0.0,132.0,7302.0,196.0,860.0,114.0,0.0,107.0,0.0,0.0,173.0,0.0,0.0,659.0,1624.0,0.0,693.0,2426.0,176.0,0.0,0.0,224.0,0.0,,607.0,0.0,304.0,474.0,40.0,1224.0,0.0,306.0,0.0,89.0,98.0,Massachusetts,Massachusetts,,,23836.0,38913.0,1067916.0,0.022320107574003947,0.036438259188924974,,-0.014118151614921026,-15077.0,RI,MA,MA,Foreign
41,South Carolina,203.0,2254.0,199.0,1279.0,3554.0,1025.0,1488.0,10.0,13403.0,16001.0,138.0,286.0,333.0,3292.0,1896.0,184.0,1981.0,3229.0,3883.0,6723.0,97.0,1898.0,206.0,2190.0,648.0,0.0,23849.0,0.0,271.0,545.0,4763.0,967.0,795.0,9171.0,5966.0,1287.0,344.0,4467.0,209.0,413.0,,147.0,3825.0,4963.0,543.0,6522.0,2426.0,2314.0,497.0,326.0,287.0,North Carolina,North Carolina,,,141297.0,109760.0,4270150.0,0.03308946992494409,0.02570401508143742,,0.00738545484350667,31537.0,SC,NC,NC,Foreign
42,South Dakota,303.0,0.0,0.0,612.0,1055.0,1507.0,0.0,0.0,668.0,149.0,374.0,3465.0,163.0,460.0,181.0,249.0,245.0,0.0,137.0,411.0,0.0,502.0,3291.0,109.0,65.0,620.0,125.0,1140.0,2018.0,0.0,0.0,69.0,168.0,255.0,172.0,84.0,1108.0,221.0,0.0,0.0,0.0,,595.0,1793.0,165.0,61.0,0.0,918.0,440.0,202.0,964.0,Iowa,Minnesota,,,25064.0,24791.0,775493.0,0.03232008541663174,0.03196805129124312,,0.00035203412538862416,273.0,SD,IA,MN,Foreign
