,State,Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Massachusetts,Maryland,Maine,Michigan,Minnesota,Missouri,Mississippi,Montana,North Carolina,North Dakota,Nebraska,New Hampshire,New Jersey,New Mexico,Nevada,New York,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,West Virginia,Wyoming,Foreign Country,U.S. Island Area,inflow_max,outflow_max,inflow_max_noforeign,total_inflow_noforeign,total_inflow,total_outflow,2021,per_capita_inflow,per_capita_outflow,per_capita_inflow_noforeign,net_per_capita_flow,net_flow,State_abbr,inflow_max_abbr,outflow_max_abbr,inflow_max_noforeign_abbr
0,Alabama,12.0,,1271.0,1338.0,3369.0,2070.0,532.0,43.0,22507.0,15873.0,1349.0,444.0,406.0,3399.0,3146.0,606.0,1950.0,3594.0,915.0,468.0,225.0,3065.0,499.0,2380.0,4186.0,0.0,2613.0,254.0,64.0,0.0,1965.0,1061.0,1150.0,2085.0,1702.0,851.0,416.0,1928.0,534.0,156.0,424.0,0.0,7418.0,10616.0,436.0,5382.0,21.0,1385.0,1477.0,315.0,0.0,12058.0,29.0,Florida,Georgia,Florida,115929.0,127987.0,104186.0,5050380.0,0.025342053469243897,0.02062933878242825,0.022954510353676356,0.0023251715712481053,11743.0,AL,FL,GA,FL
1,Alaska,,517.0,0.0,977.0,3808.0,922.0,0.0,339.0,2163.0,1551.0,1316.0,0.0,503.0,417.0,218.0,452.0,1250.0,0.0,722.0,772.0,0.0,1024.0,179.0,0.0,0.0,867.0,1396.0,0.0,9.0,276.0,15.0,1871.0,535.0,70.0,12.0,929.0,337.0,345.0,205.0,0.0,141.0,221.0,449.0,3563.0,210.0,963.0,0.0,1840.0,110.0,0.0,89.0,3667.0,0.0,California,Idaho,California,31583.0,35250.0,42095.0,734923.0,0.04796420849531175,0.057278109407380096,0.04297457012503351,-0.014303539282346588,-10512.0,AK,CA,ID,CA
2,Arizona,3586.0,1485.0,178.0,,69432.0,10035.0,2705.0,1554.0,6748.0,3474.0,3249.0,2399.0,6510.0,13018.0,6093.0,1597.0,987.0,691.0,1806.0,1463.0,50.0,3642.0,10891.0,2730.0,1890.0,4728.0,2856.0,3821.0,2288.0,75.0,2947.0,3818.0,5437.0,6674.0,4089.0,741.0,7318.0,4989.0,857.0,242.0,2482.0,1638.0,2145.0,13312.0,8495.0,1835.0,0.0,21816.0,4788.0,123.0,1580.0,33388.0,57.0,California,California,California,265364.0,298752.0,176109.0,7272487.0,0.04107975717247758,0.024215787529080494,0.03648875549725974,0.012272967968179244,89255.0,AZ,CA,CA,CA
3,Arkansas,145.0,950.0,,940.0,5600.0,4353.0,31.0,68.0,1655.0,708.0,250.0,1033.0,0.0,2548.0,2041.0,1548.0,797.0,2557.0,490.0,130.0,144.0,3475.0,1298.0,6754.0,1535.0,0.0,724.0,0.0,43.0,609.0,0.0,570.0,500.0,1352.0,1364.0,4828.0,143.0,1188.0,0.0,185.0,387.0,134.0,4115.0,16374.0,21.0,1030.0,0.0,1876.0,716.0,75.0,643.0,5828.0,0.0,Texas,Texas,Texas,75927.0,81755.0,62301.0,3028443.0,0.026995720243042382,0.0205719572730938,0.025071299014047813,0.004499341740954014,13626.0,AR,TX,TX,TX
4,California,3049.0,2710.0,2576.0,27449.0,,20353.0,5189.0,1012.0,24692.0,9111.0,7544.0,3435.0,2799.0,22546.0,3889.0,3582.0,2010.0,3174.0,15274.0,5860.0,248.0,9419.0,6053.0,5200.0,1821.0,2049.0,9845.0,1143.0,2596.0,1034.0,9063.0,3316.0,14826.0,32723.0,9529.0,4505.0,20219.0,12156.0,968.0,1446.0,4148.0,2092.0,3405.0,33577.0,6111.0,16881.0,778.0,40456.0,6455.0,707.0,1338.0,185811.0,1921.0,Foreign Country,Texas,Washington,432282.0,618093.0,837425.0,39145060.0,0.01578980847136267,0.021392865408815315,0.011043079254444877,-0.010349786154370438,-405143.0,CA,Foreign,TX,WA
5,Colorado,3692.0,2192.0,171.0,11880.0,33648.0,,1773.0,643.0,18661.0,6419.0,2679.0,1136.0,1128.0,10241.0,1793.0,3862.0,1940.0,4088.0,6546.0,2261.0,310.0,3947.0,4569.0,6225.0,1191.0,741.0,7440.0,540.0,2350.0,480.0,2895.0,5966.0,3440.0,12611.0,5514.0,3624.0,5642.0,3669.0,491.0,16.0,1848.0,1509.0,3235.0,29754.0,5767.0,6432.0,0.0,6608.0,3031.0,105.0,3413.0,25442.0,291.0,California,Texas,California,248407.0,273849.0,245916.0,5811596.0,0.04712113505481111,0.042314710107171936,0.04274333590979139,0.000428625802619452,2491.0,CO,CA,TX,CA
6,Connecticut,0.0,0.0,38.0,661.0,6645.0,1181.0,,488.0,6534.0,1255.0,37.0,490.0,353.0,789.0,888.0,169.0,282.0,825.0,14556.0,1419.0,134.0,254.0,1361.0,318.0,0.0,0.0,2366.0,0.0,66.0,1947.0,6352.0,237.0,246.0,40790.0,1181.0,47.0,96.0,3119.0,1664.0,3421.0,1771.0,216.0,556.0,2073.0,451.0,1536.0,393.0,665.0,0.0,19.0,0.0,15186.0,165.0,New York,Florida,New York,108054.0,123240.0,96027.0,3603691.0,0.034198270606442115,0.026646846247361387,0.02998425780678754,0.003337411559426153,12027.0,CT,NY,FL,NY
7,Delaware,0.0,0.0,0.0,708.0,116.0,239.0,786.0,,1650.0,130.0,70.0,0.0,0.0,212.0,201.0,0.0,142.0,15.0,1037.0,7767.0,0.0,451.0,90.0,424.0,6.0,0.0,341.0,0.0,6.0,29.0,4008.0,86.0,96.0,5958.0,148.0,21.0,0.0,12349.0,319.0,6.0,572.0,0.0,98.0,1300.0,0.0,2588.0,0.0,258.0,39.0,0.0,0.0,4445.0,0.0,Pennsylvania,Pennsylvania,Pennsylvania,42266.0,46711.0,33131.0,1004881.0,0.04648411105394569,0.03297007307332908,0.04206070171492943,0.009090628641600346,9135.0,DE,PA,PA,PA
8,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669037.0,,,,,,DC,Foreign,Foreign,Foreign
9,Florida,2938.0,15159.0,4804.0,6607.0,37464.0,18468.0,15801.0,4732.0,,44723.0,4179.0,3735.0,1309.0,34061.0,17980.0,3099.0,8385.0,5914.0,20586.0,16166.0,1483.0,24506.0,10156.0,11010.0,4522.0,1041.0,21207.0,3610.0,2009.0,3079.0,36417.0,2765.0,9332.0,91758.0,22443.0,3768.0,5937.0,29817.0,13795.0,2784.0,8393.0,1282.0,18772.0,28243.0,7284.0,29153.0,1499.0,9611.0,9909.0,3165.0,1758.0,121742.0,2274.0,Foreign Country,Georgia,New York,688892.0,810634.0,475211.0,21830708.0,0.03713273980853026,0.021768006791167745,0.03155609978384576,0.009788092992678018,213681.0,FL,Foreign,GA,NY
10,Georgia,2178.0,22228.0,1236.0,3194.0,28908.0,5259.0,513.0,779.0,49163.0,,2321.0,1619.0,208.0,5472.0,3897.0,2588.0,7048.0,7437.0,3151.0,5135.0,721.0,4923.0,2038.0,2867.0,4992.0,394.0,14739.0,85.0,144.0,1677.0,10793.0,1262.0,3464.0,14038.0,7583.0,1672.0,3351.0,5915.0,1805.0,129.0,14448.0,0.0,14689.0,21413.0,656.0,10553.0,192.0,3852.0,1580.0,1068.0,20.0,32891.0,742.0,Florida,Florida,Florida,304139.0,337030.0,237109.0,10790385.0,0.03123428867459317,0.02197410009003386,0.02818611198766309,0.006212011897629231,67030.0,GA,FL,FL,FL
11,Hawaii,618.0,2192.0,0.0,1517.0,16116.0,2544.0,434.0,0.0,2527.0,3835.0,,0.0,1638.0,496.0,1251.0,462.0,0.0,616.0,868.0,1710.0,144.0,891.0,695.0,605.0,1048.0,681.0,541.0,11.0,44.0,130.0,2046.0,134.0,1057.0,2696.0,268.0,151.0,1396.0,904.0,0.0,0.0,632.0,8.0,415.0,6849.0,118.0,5691.0,0.0,6655.0,421.0,138.0,0.0,11495.0,1626.0,California,Texas,California,72819.0,84314.0,59236.0,1446745.0,0.05827841119202071,0.04094432674728442,0.05033298888193842,0.009388662134654002,13583.0,HI,CA,TX,CA
12,Idaho,4427.0,350.0,0.0,3020.0,27193.0,6211.0,305.0,0.0,1322.0,421.0,827.0,428.0,,374.0,0.0,611.0,51.0,81.0,0.0,467.0,1610.0,548.0,706.0,642.0,20.0,1051.0,371.0,782.0,960.0,551.0,10.0,857.0,1432.0,90.0,958.0,184.0,5707.0,1436.0,115.0,0.0,285.0,417.0,1206.0,3089.0,4470.0,539.0,0.0,20131.0,421.0,311.0,1516.0,5050.0,140.0,California,Washington,California,96643.0,101693.0,56980.0,1904537.0,0.05339512962993105,0.029918032571695903,0.05074356654661999,0.020825533974924086,39663.0,ID,CA,WA,CA
13,Illinois,618.0,614.0,824.0,4126.0,20488.0,6060.0,1778.0,66.0,10647.0,4791.0,576.0,9580.0,156.0,,18681.0,1184.0,1886.0,1790.0,2650.0,3682.0,345.0,9866.0,2712.0,13596.0,2520.0,431.0,3739.0,140.0,499.0,425.0,3016.0,160.0,2242.0,8092.0,4772.0,1148.0,1113.0,3838.0,879.0,1268.0,1432.0,560.0,2849.0,15480.0,1032.0,3858.0,51.0,4163.0,13130.0,582.0,639.0,51608.0,233.0,Foreign Country,Indiana,California,195007.0,246615.0,341377.0,12690341.0,0.01943328394406423,0.026900537976087484,0.01536656895192966,-0.011533969024157823,-146370.0,IL,Foreign,IN,CA
14,Indiana,145.0,1906.0,419.0,1433.0,5705.0,1723.0,721.0,66.0,10336.0,2782.0,622.0,271.0,328.0,37764.0,,1078.0,13369.0,258.0,2949.0,4028.0,55.0,10586.0,2362.0,3180.0,621.0,184.0,2832.0,153.0,738.0,102.0,880.0,913.0,1326.0,4290.0,12606.0,790.0,3271.0,3388.0,1372.0,175.0,1276.0,54.0,2684.0,6591.0,335.0,3575.0,319.0,1770.0,4411.0,134.0,742.0,21642.0,0.0,Illinois,Illinois,Illinois,157618.0,179260.0,145330.0,6813798.0,0.026308381903895596,0.021328780219196403,0.023132179732947764,0.0018033995137513616,12288.0,IN,IL,IL,IL
15,Iowa,101.0,478.0,358.0,1440.0,5558.0,4328.0,14.0,0.0,4548.0,1306.0,351.0,,592.0,11475.0,1149.0,1188.0,228.0,471.0,10.0,199.0,0.0,293.0,7893.0,3912.0,246.0,293.0,1039.0,412.0,8237.0,123.0,524.0,121.0,1546.0,909.0,1121.0,639.0,3244.0,148.0,615.0,0.0,426.0,1909.0,939.0,3903.0,794.0,731.0,0.0,868.0,3098.0,77.0,6.0,8678.0,345.0,Illinois,Illinois,Illinois,78205.0,86883.0,72834.0,3197944.0,0.02716839319262626,0.02277525810333139,0.024454774692740086,0.0016795165894086944,5371.0,IA,IL,IL,IL
16,Kansas,56.0,967.0,606.0,1980.0,5779.0,7949.0,294.0,0.0,2926.0,5167.0,64.0,1637.0,345.0,3429.0,1381.0,,1242.0,1850.0,125.0,402.0,0.0,1532.0,1962.0,24292.0,980.0,256.0,2283.0,337.0,3485.0,0.0,0.0,2005.0,360.0,3064.0,489.0,3251.0,906.0,2010.0,190.0,0.0,878.0,339.0,3275.0,6016.0,713.0,2991.0,0.0,2625.0,1852.0,10.0,209.0,13453.0,63.0,Missouri,Missouri,Missouri,102572.0,116025.0,85638.0,2937946.0,0.039491876297249845,0.02914893602537283,0.034912826852501716,0.005763890827128887,16934.0,KS,MO,MO,MO
17,Kentucky,214.0,2407.0,442.0,924.0,2599.0,3223.0,511.0,66.0,8392.0,3449.0,807.0,756.0,186.0,4912.0,11437.0,1043.0,,853.0,301.0,1499.0,0.0,2666.0,680.0,2097.0,308.0,443.0,5779.0,0.0,582.0,56.0,864.0,1028.0,164.0,3115.0,11730.0,1054.0,275.0,1254.0,31.0,248.0,777.0,366.0,10552.0,6892.0,460.0,2953.0,289.0,4721.0,1253.0,2619.0,56.0,10743.0,509.0,Ohio,Indiana,Ohio,107842.0,118585.0,92737.0,4507600.0,0.02630779128582838,0.020573475907356465,0.023924483095216966,0.003351007187860501,15105.0,KY,OH,IN,OH
