,State,Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Massachusetts,Maryland,Maine,Michigan,Minnesota,Missouri,Mississippi,Montana,North Carolina,North Dakota,Nebraska,New Hampshire,New Jersey,New Mexico,Nevada,New York,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,West Virginia,Wyoming,inflow_max,outflow_max,inflow_max_noforeign,total_inflow_noforeign,total_inflow,total_outflow,2009,per_capita_inflow,per_capita_outflow,per_capita_inflow_noforeign,net_per_capita_flow,net_flow,State_abbr,inflow_max_abbr,outflow_max_abbr,inflow_max_noforeign_abbr
10,Georgia,1726.0,18768.0,2024.0,3594.0,18119.0,3170.0,2643.0,809.0,56359.0,,1407.0,1695.0,830.0,9504.0,4890.0,1369.0,4994.0,7345.0,4395.0,6413.0,304.0,8248.0,1698.0,3271.0,4063.0,397.0,15337.0,240.0,558.0,643.0,7288.0,778.0,1235.0,18531.0,8514.0,2453.0,1867.0,7760.0,2160.0,325.0,14222.0,214.0,12841.0,16733.0,1173.0,11154.0,544.0,2464.0,1913.0,1379.0,728.0,Florida,Florida,,,299089.0,257690.0,9620846.0,0.031087598741316513,0.02678454680596696,,0.0043030519353495535,41399.0,GA,FL,FL,Foreign
11,Hawaii,1025.0,883.0,552.0,2001.0,11920.0,1087.0,197.0,48.0,3118.0,1460.0,,78.0,356.0,873.0,205.0,322.0,508.0,93.0,1027.0,1091.0,300.0,1406.0,849.0,283.0,145.0,468.0,2211.0,0.0,47.0,382.0,556.0,455.0,1452.0,1653.0,605.0,810.0,1551.0,681.0,157.0,413.0,461.0,174.0,274.0,3707.0,717.0,3497.0,287.0,4187.0,460.0,48.0,146.0,California,California,,,55226.0,61454.0,1346717.0,0.041007873220580124,0.045632452846440644,,-0.00462457962586052,-6228.0,HI,CA,CA,Foreign
12,Idaho,754.0,71.0,428.0,3675.0,10724.0,1698.0,256.0,0.0,1941.0,788.0,330.0,365.0,,927.0,208.0,601.0,162.0,308.0,192.0,306.0,167.0,511.0,1355.0,313.0,21.0,1870.0,623.0,386.0,153.0,38.0,199.0,1304.0,2842.0,427.0,493.0,527.0,4981.0,349.0,82.0,44.0,7.0,334.0,385.0,1557.0,6896.0,547.0,140.0,10977.0,717.0,104.0,1598.0,Washington,Washington,,,63681.0,56330.0,1554439.0,0.040967191379011975,0.0362381540864582,,0.004729037292553771,7351.0,ID,WA,WA,Foreign
13,Illinois,1089.0,2227.0,2984.0,5231.0,16418.0,4541.0,1145.0,437.0,15485.0,7202.0,1945.0,10680.0,545.0,,20439.0,2691.0,3770.0,1893.0,3369.0,2013.0,509.0,13520.0,4546.0,13823.0,1888.0,197.0,4847.0,599.0,828.0,515.0,2800.0,798.0,1975.0,8662.0,6929.0,1888.0,745.0,4943.0,1386.0,779.0,1417.0,434.0,4747.0,11402.0,1138.0,6139.0,162.0,3260.0,16774.0,605.0,155.0,Indiana,Indiana,,,222514.0,295127.0,12796778.0,0.01738828320691349,0.023062602164388567,,-0.005674318957475076,-72613.0,IL,IN,IN,Foreign
14,Indiana,317.0,1494.0,799.0,3837.0,6673.0,2665.0,679.0,162.0,8789.0,2706.0,399.0,1035.0,663.0,31824.0,,844.0,11290.0,970.0,580.0,1653.0,260.0,11731.0,1135.0,3345.0,868.0,165.0,2067.0,65.0,656.0,653.0,1249.0,647.0,790.0,3538.0,14080.0,463.0,737.0,3259.0,236.0,234.0,1915.0,241.0,3742.0,5673.0,846.0,2917.0,228.0,1632.0,3619.0,863.0,368.0,Illinois,Illinois,,,145601.0,144528.0,6459325.0,0.02254120980133373,0.022375093372759537,,0.00016611642857419437,1073.0,IN,IL,IL,Foreign
15,Iowa,586.0,320.0,1294.0,2145.0,3737.0,1993.0,323.0,116.0,2307.0,1654.0,387.0,,293.0,14137.0,2144.0,2146.0,720.0,836.0,392.0,363.0,108.0,1571.0,5592.0,4001.0,576.0,383.0,965.0,978.0,7932.0,67.0,209.0,224.0,1026.0,803.0,963.0,944.0,761.0,802.0,247.0,0.0,356.0,2399.0,702.0,4322.0,590.0,757.0,49.0,1097.0,3699.0,106.0,411.0,Illinois,Illinois,,,78533.0,70728.0,3032870.0,0.025893955230524224,0.023320485216972702,,0.0025734700135515223,7805.0,IA,IL,IL,Foreign
16,Kansas,621.0,1412.0,1916.0,2360.0,6422.0,5065.0,78.0,0.0,3440.0,1660.0,406.0,2410.0,209.0,2873.0,1736.0,,1714.0,1069.0,785.0,517.0,190.0,1739.0,1226.0,22366.0,454.0,187.0,1399.0,233.0,4114.0,56.0,1009.0,1339.0,1410.0,735.0,1586.0,6694.0,405.0,330.0,118.0,195.0,844.0,598.0,2390.0,8135.0,505.0,1960.0,108.0,1394.0,535.0,94.0,601.0,Missouri,Missouri,,,97642.0,92221.0,2832704.0,0.03446953864576038,0.03255581945731005,,0.001913719188450326,5421.0,KS,MO,MO,Foreign
17,Kentucky,841.0,1553.0,904.0,1262.0,4144.0,1191.0,695.0,291.0,9121.0,4976.0,982.0,630.0,133.0,5107.0,12188.0,1865.0,,639.0,791.0,1402.0,275.0,5141.0,726.0,3024.0,995.0,97.0,3611.0,141.0,364.0,486.0,589.0,565.0,618.0,3308.0,16188.0,2116.0,526.0,1886.0,465.0,0.0,2163.0,23.0,12177.0,5914.0,670.0,2940.0,478.0,952.0,1667.0,2653.0,62.0,Ohio,Ohio,,,119535.0,96790.0,4317074.0,0.027688892986314342,0.022420278179155605,,0.005268614807158737,22745.0,KY,OH,OH,Foreign
18,Louisiana,560.0,3129.0,3804.0,1335.0,5984.0,1463.0,283.0,287.0,7834.0,6437.0,302.0,419.0,476.0,2299.0,1222.0,1477.0,1041.0,,681.0,1335.0,138.0,1499.0,428.0,1503.0,11051.0,255.0,1767.0,157.0,124.0,0.0,1093.0,164.0,1226.0,1536.0,1705.0,1799.0,588.0,1497.0,312.0,121.0,1562.0,273.0,3667.0,35240.0,358.0,2299.0,46.0,1066.0,1198.0,217.0,414.0,Texas,Texas,,,113671.0,105329.0,4491648.0,0.025307192371263287,0.02344996758428087,,0.0018572247869824178,8342.0,LA,TX,TX,Foreign
19,Maine,505.0,279.0,0.0,621.0,2179.0,921.0,1595.0,55.0,2368.0,715.0,153.0,61.0,53.0,384.0,271.0,95.0,111.0,299.0,4270.0,340.0,,248.0,301.0,57.0,8.0,93.0,729.0,13.0,178.0,4956.0,798.0,232.0,145.0,1951.0,566.0,188.0,167.0,603.0,365.0,514.0,221.0,17.0,401.0,541.0,209.0,1348.0,1136.0,427.0,240.0,203.0,33.0,New Hampshire,Florida,,,32163.0,33170.0,1329590.0,0.02419016388510744,0.024947540219165308,,-0.0007573763340578687,-1007.0,ME,NH,FL,Foreign
20,Maryland,954.0,1461.0,370.0,2606.0,6488.0,1347.0,2220.0,5447.0,10220.0,5121.0,750.0,492.0,389.0,2682.0,1320.0,979.0,1045.0,982.0,3547.0,,968.0,2809.0,977.0,1617.0,944.0,32.0,7017.0,68.0,220.0,304.0,6233.0,473.0,280.0,10219.0,3061.0,880.0,351.0,14615.0,1251.0,557.0,2474.0,104.0,2656.0,6306.0,1140.0,21006.0,524.0,1365.0,854.0,3896.0,53.0,Virginia,Virginia,,,141674.0,165359.0,5730388.0,0.02472328226291134,0.02885651023979528,,-0.004133227976883938,-23685.0,MD,VA,VA,Foreign
21,Massachusetts,1276.0,520.0,330.0,1232.0,12096.0,1963.0,11399.0,195.0,12588.0,2361.0,1320.0,281.0,60.0,4632.0,1488.0,288.0,289.0,356.0,,4201.0,3992.0,1993.0,1251.0,1139.0,409.0,110.0,3338.0,49.0,74.0,11469.0,7469.0,354.0,357.0,21124.0,2507.0,330.0,446.0,5988.0,4857.0,8820.0,906.0,192.0,1024.0,3534.0,819.0,4016.0,1878.0,2027.0,766.0,281.0,21.0,New York,Florida,,,148415.0,159722.0,6517613.0,0.022771373507448203,0.024506211092926198,,-0.0017348375854779954,-11307.0,MA,NY,FL,Foreign
22,Michigan,1781.0,2914.0,838.0,3458.0,6889.0,2463.0,1821.0,146.0,12919.0,3622.0,377.0,835.0,356.0,10650.0,6544.0,727.0,1708.0,1505.0,2016.0,2022.0,134.0,,1973.0,2255.0,968.0,176.0,3649.0,354.0,448.0,335.0,1862.0,554.0,1218.0,4943.0,12855.0,1332.0,721.0,2751.0,718.0,172.0,1467.0,127.0,3093.0,5860.0,1040.0,3061.0,271.0,1986.0,5239.0,754.0,455.0,Florida,Florida,,,124362.0,208353.0,9901591.0,0.012559799733194392,0.021042375917163212,,-0.00848257618396882,-83991.0,MI,FL,FL,Foreign
23,Minnesota,873.0,430.0,858.0,2522.0,5418.0,3107.0,652.0,24.0,4381.0,2355.0,234.0,5136.0,351.0,6651.0,1523.0,1360.0,1014.0,156.0,766.0,664.0,167.0,3026.0,,2105.0,867.0,789.0,1604.0,6670.0,1518.0,52.0,729.0,345.0,667.0,2439.0,1364.0,937.0,957.0,1402.0,194.0,171.0,648.0,3761.0,1112.0,4845.0,936.0,1757.0,149.0,2336.0,17705.0,144.0,413.0,Wisconsin,Wisconsin,,,98284.0,116968.0,5281203.0,0.018610153785037234,0.022147984086201573,,-0.0035378303011643387,-18684.0,MN,WI,WI,Foreign
24,Mississippi,91.0,7460.0,3317.0,844.0,2980.0,711.0,306.0,29.0,5023.0,4619.0,398.0,47.0,64.0,3604.0,1313.0,578.0,856.0,8560.0,446.0,461.0,75.0,2278.0,960.0,1496.0,,243.0,2008.0,25.0,0.0,88.0,217.0,222.0,592.0,1270.0,1244.0,822.0,300.0,954.0,111.0,154.0,743.0,464.0,11151.0,6055.0,454.0,1887.0,19.0,409.0,883.0,331.0,40.0,Tennessee,Louisiana,,,77202.0,78180.0,2958774.0,0.02609256401468987,0.026423106327147665,,-0.0003305423124577954,-978.0,MS,TN,LA,Foreign
25,Missouri,987.0,1921.0,7010.0,3088.0,9988.0,3910.0,658.0,359.0,7321.0,4023.0,961.0,5330.0,266.0,21537.0,2866.0,20431.0,1805.0,1557.0,716.0,1094.0,454.0,3541.0,2467.0,,1893.0,311.0,3236.0,704.0,2437.0,67.0,1466.0,694.0,1209.0,3240.0,3354.0,5227.0,765.0,2139.0,77.0,194.0,1092.0,528.0,3682.0,12046.0,1222.0,3951.0,408.0,2529.0,2745.0,579.0,669.0,Illinois,Kansas,,,158754.0,150748.0,5961088.0,0.02663171555259711,0.025288672135019646,,0.0013430434175774643,8006.0,MO,IL,KS,Foreign
26,Montana,1275.0,166.0,488.0,1505.0,4425.0,2020.0,112.0,0.0,816.0,703.0,83.0,287.0,2386.0,701.0,234.0,149.0,384.0,234.0,275.0,179.0,61.0,761.0,652.0,919.0,205.0,,561.0,1303.0,136.0,45.0,404.0,366.0,1136.0,432.0,369.0,269.0,1785.0,255.0,46.0,136.0,113.0,489.0,628.0,1338.0,823.0,248.0,0.0,5090.0,661.0,181.0,1709.0,Washington,Washington,,,37543.0,32273.0,983982.0,0.03815415322638016,0.03279836419771907,,0.005355789028661094,5270.0,MT,WA,WA,Foreign
27,Nebraska,411.0,208.0,305.0,2341.0,3900.0,3172.0,246.0,58.0,2576.0,647.0,264.0,7076.0,277.0,1298.0,525.0,3826.0,207.0,209.0,171.0,374.0,22.0,888.0,1826.0,2982.0,329.0,273.0,430.0,408.0,,237.0,160.0,235.0,488.0,580.0,679.0,1278.0,366.0,202.0,196.0,204.0,429.0,1716.0,504.0,3168.0,277.0,515.0,121.0,1374.0,1023.0,71.0,1429.0,Iowa,Iowa,,,50501.0,50472.0,1812683.0,0.027859807809749417,0.027843809425034602,,1.5998384714815267e-05,29.0,NE,IA,IA,Foreign
28,Nevada,853.0,1158.0,521.0,7164.0,46084.0,2589.0,420.0,112.0,4704.0,1618.0,2584.0,791.0,2118.0,3415.0,1059.0,389.0,466.0,640.0,547.0,871.0,121.0,3998.0,1338.0,1275.0,534.0,443.0,1316.0,376.0,540.0,462.0,805.0,1647.0,,3290.0,2518.0,887.0,2968.0,1164.0,387.0,107.0,99.0,287.0,434.0,5896.0,4095.0,1644.0,16.0,4118.0,938.0,29.0,374.0,California,California,,,120209.0,109506.0,2684665.0,0.044776163878919716,0.04078944672799027,,0.003986717150929443,10703.0,NV,CA,CA,Foreign
29,New Hampshire,314.0,190.0,132.0,864.0,1342.0,349.0,2809.0,46.0,3262.0,708.0,102.0,70.0,10.0,794.0,157.0,46.0,133.0,21.0,16061.0,581.0,3293.0,440.0,82.0,207.0,71.0,196.0,585.0,0.0,68.0,,855.0,242.0,238.0,1998.0,917.0,0.0,321.0,866.0,14.0,797.0,329.0,109.0,143.0,679.0,263.0,1198.0,3196.0,279.0,209.0,0.0,0.0,Massachusetts,Massachusetts,,,45586.0,45898.0,1316102.0,0.03463713298817265,0.034874196680804374,,-0.00023706369263172544,-312.0,NH,MA,MA,Foreign
30,New Jersey,963.0,848.0,145.0,1650.0,5552.0,667.0,3927.0,1812.0,11331.0,3940.0,530.0,141.0,122.0,2604.0,874.0,625.0,388.0,432.0,4386.0,4472.0,500.0,1798.0,895.0,604.0,252.0,0.0,3254.0,85.0,153.0,725.0,,285.0,685.0,48184.0,1980.0,214.0,185.0,22903.0,3869.0,1242.0,901.0,57.0,950.0,2799.0,197.0,4100.0,325.0,1480.0,630.0,289.0,61.0,New York,Pennsylvania,,,145011.0,208816.0,8755602.0,0.016562082196061447,0.023849416636343223,,-0.007287334440281776,-63805.0,NJ,NY,PA,Foreign
31,New Mexico,634.0,809.0,293.0,9797.0,8783.0,4724.0,46.0,46.0,2780.0,865.0,393.0,468.0,472.0,1766.0,1015.0,395.0,330.0,493.0,879.0,769.0,288.0,986.0,629.0,1128.0,444.0,266.0,630.0,234.0,950.0,43.0,1009.0,,2700.0,640.0,823.0,919.0,1058.0,935.0,250.0,18.0,728.0,43.0,324.0,11977.0,1571.0,1522.0,51.0,1416.0,521.0,65.0,324.0,Texas,Texas,,,68249.0,69833.0,2036802.0,0.03350792075027421,0.03428561048152938,,-0.0007776897312551725,-1584.0,NM,TX,TX,Foreign
32,New York,3061.0,1631.0,556.0,3221.0,21171.0,3763.0,13567.0,828.0,32860.0,7891.0,1659.0,542.0,568.0,8041.0,2392.0,1115.0,1555.0,1365.0,16594.0,7706.0,2040.0,5714.0,2080.0,2799.0,286.0,443.0,11789.0,110.0,785.0,2403.0,35057.0,1355.0,1889.0,,5937.0,1246.0,1574.0,21525.0,5679.0,2848.0,3520.0,157.0,2314.0,9288.0,1027.0,9155.0,4371.0,2922.0,1699.0,852.0,221.0,New Jersey,Florida,,,271171.0,417372.0,19307066.0,0.014045168748063533,0.021617577730350123,,-0.00757240898228659,-146201.0,NY,NJ,FL,Foreign
33,North Carolina,1231.0,4681.0,1832.0,3077.0,15250.0,3926.0,4538.0,2218.0,37385.0,17125.0,1667.0,1412.0,404.0,4988.0,4341.0,2659.0,3772.0,2751.0,6477.0,12531.0,1359.0,9468.0,1398.0,3818.0,2207.0,540.0,,244.0,545.0,1747.0,12215.0,971.0,1475.0,28055.0,12203.0,1718.0,1614.0,12424.0,1303.0,1624.0,24992.0,242.0,8721.0,13325.0,865.0,29224.0,1368.0,3725.0,1972.0,5031.0,238.0,Florida,South Carolina,,,316896.0,230351.0,9449566.0,0.03353550840324307,0.024376886726861318,,0.009158621676381751,86545.0,NC,FL,SC,Foreign
34,North Dakota,328.0,125.0,56.0,434.0,1180.0,677.0,52.0,0.0,695.0,170.0,130.0,321.0,204.0,502.0,153.0,150.0,146.0,65.0,139.0,213.0,0.0,290.0,11144.0,300.0,93.0,2204.0,282.0,,307.0,0.0,147.0,194.0,249.0,103.0,202.0,181.0,397.0,140.0,0.0,0.0,12.0,1492.0,62.0,1348.0,258.0,156.0,3.0,827.0,308.0,48.0,404.0,Minnesota,Minnesota,,,26891.0,22334.0,664968.0,0.040439539947786964,0.03358657860227861,,0.006852961345508356,4557.0,ND,MN,MN,Foreign
35,Ohio,1850.0,2363.0,619.0,3403.0,8713.0,2294.0,1519.0,490.0,15112.0,6120.0,501.0,1308.0,457.0,8756.0,11383.0,1337.0,12530.0,926.0,2762.0,3661.0,391.0,16036.0,2370.0,3248.0,884.0,153.0,6491.0,546.0,1242.0,844.0,2623.0,1024.0,1268.0,8449.0,,1032.0,1296.0,12146.0,1626.0,207.0,3552.0,398.0,6177.0,6544.0,881.0,6212.0,437.0,2140.0,1589.0,6343.0,275.0,Michigan,Florida,,,182528.0,212457.0,11528896.0,0.015832218453527554,0.0184282172377997,,-0.002595998784272146,-29929.0,OH,MI,FL,Foreign
36,Oklahoma,1015.0,1353.0,7892.0,3952.0,10701.0,4535.0,158.0,14.0,4213.0,3042.0,398.0,1435.0,124.0,2652.0,1198.0,6784.0,887.0,1726.0,414.0,1164.0,209.0,1526.0,792.0,6237.0,1086.0,567.0,2267.0,177.0,908.0,423.0,847.0,3095.0,1187.0,2138.0,2114.0,,864.0,1165.0,33.0,154.0,801.0,247.0,1374.0,30146.0,895.0,1815.0,181.0,2320.0,651.0,407.0,657.0,Texas,Texas,,,118940.0,92585.0,3717572.0,0.03199400038519765,0.024904695860631616,,0.007089304524566038,26355.0,OK,TX,TX,Foreign
37,Oregon,3531.0,925.0,423.0,5076.0,34351.0,3214.0,390.0,87.0,3357.0,746.0,2616.0,549.0,7286.0,1617.0,625.0,1099.0,755.0,661.0,1833.0,410.0,329.0,1593.0,1076.0,763.0,168.0,2148.0,1700.0,149.0,528.0,111.0,574.0,1481.0,3856.0,1693.0,1428.0,1416.0,,1812.0,134.0,128.0,547.0,377.0,1287.0,3965.0,1959.0,1709.0,185.0,22176.0,889.0,298.0,951.0,California,Washington,,,124981.0,104702.0,3808600.0,0.032815470251536,0.02749094155332668,,0.005324528698209319,20279.0,OR,CA,WA,Foreign
38,Pennsylvania,1166.0,866.0,1124.0,3125.0,10483.0,2207.0,4714.0,7497.0,15911.0,5656.0,467.0,571.0,329.0,5814.0,2786.0,960.0,1985.0,1223.0,6053.0,19945.0,1165.0,4052.0,1907.0,1546.0,993.0,371.0,7544.0,197.0,584.0,1095.0,40534.0,607.0,2146.0,40164.0,11596.0,958.0,1210.0,,5351.0,901.0,2860.0,333.0,2198.0,6608.0,1256.0,12364.0,628.0,1866.0,1810.0,3887.0,241.0,New Jersey,Florida,,,249854.0,227034.0,12666858.0,0.019725017837888447,0.01792346610343307,,0.001801551734455377,22820.0,PA,NJ,FL,Foreign
39,Puerto Rico,0.0,141.0,21.0,274.0,1021.0,235.0,2213.0,19.0,9206.0,721.0,0.0,15.0,29.0,789.0,34.0,96.0,89.0,64.0,2375.0,293.0,39.0,91.0,0.0,28.0,0.0,0.0,210.0,0.0,25.0,135.0,2983.0,14.0,183.0,5241.0,127.0,0.0,112.0,1819.0,,413.0,0.0,54.0,103.0,1642.0,0.0,436.0,0.0,233.0,331.0,0.0,58.0,Florida,Florida,,,31912.0,64157.0,3740410.0,0.008531685029181293,0.017152397731799454,,-0.00862071270261816,-32245.0,PR,FL,FL,Foreign
40,Rhode Island,637.0,0.0,77.0,269.0,1507.0,108.0,2728.0,63.0,2179.0,553.0,274.0,44.0,36.0,107.0,42.0,0.0,109.0,104.0,7545.0,522.0,462.0,501.0,236.0,79.0,139.0,28.0,983.0,0.0,51.0,697.0,1952.0,226.0,90.0,3307.0,723.0,29.0,66.0,1044.0,956.0,,471.0,44.0,612.0,195.0,58.0,1263.0,389.0,286.0,39.0,38.0,78.0,Massachusetts,Massachusetts,,,31946.0,34062.0,1053646.0,0.030319481116048465,0.032327745751419355,,-0.0020082646353708905,-2116.0,RI,MA,MA,Foreign
41,South Carolina,431.0,2105.0,668.0,1107.0,5698.0,1374.0,2472.0,769.0,16251.0,17592.0,1141.0,519.0,341.0,3464.0,1846.0,484.0,2417.0,1565.0,2839.0,4041.0,448.0,3985.0,519.0,1605.0,1727.0,207.0,27759.0,48.0,350.0,993.0,4990.0,536.0,1054.0,9968.0,5904.0,814.0,932.0,5696.0,572.0,449.0,,300.0,4246.0,5241.0,192.0,8661.0,475.0,1271.0,963.0,971.0,226.0,North Carolina,North Carolina,,,158226.0,111844.0,4589872.0,0.03447285675940418,0.02436756406278868,,0.010105292696615503,46382.0,SC,NC,NC,Foreign
42,South Dakota,45.0,212.0,89.0,782.0,1706.0,1197.0,23.0,0.0,809.0,219.0,53.0,2188.0,92.0,832.0,57.0,351.0,42.0,234.0,51.0,82.0,47.0,523.0,4323.0,304.0,270.0,722.0,638.0,1681.0,3079.0,0.0,79.0,561.0,340.0,365.0,691.0,190.0,336.0,287.0,202.0,7.0,39.0,,329.0,1066.0,500.0,256.0,17.0,749.0,621.0,12.0,636.0,Minnesota,Minnesota,,,27934.0,25126.0,807067.0,0.034611748466979814,0.031132483424548395,,0.0034792650424314182,2808.0,SD,MN,MN,Foreign
