,State,Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Massachusetts,Maryland,Maine,Michigan,Minnesota,Missouri,Mississippi,Montana,North Carolina,North Dakota,Nebraska,New Hampshire,New Jersey,New Mexico,Nevada,New York,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,West Virginia,Wyoming,inflow_max,outflow_max,inflow_max_noforeign,total_inflow_noforeign,total_inflow,total_outflow,2008,per_capita_inflow,per_capita_outflow,per_capita_inflow_noforeign,net_per_capita_flow,net_flow,State_abbr,inflow_max_abbr,outflow_max_abbr,inflow_max_noforeign_abbr
0,Alabama,2912.0,,341.0,896.0,4962.0,967.0,430.0,1628.0,20118.0,22022.0,980.0,153.0,91.0,2489.0,2671.0,552.0,1848.0,4376.0,364.0,941.0,65.0,4248.0,402.0,1820.0,7068.0,272.0,2848.0,0.0,389.0,76.0,1285.0,451.0,132.0,3521.0,2587.0,1204.0,31.0,1675.0,647.0,0.0,1972.0,0.0,8708.0,6143.0,917.0,2944.0,0.0,1750.0,1399.0,119.0,91.0,Georgia,Georgia,,,121505.0,100746.0,4718206.0,0.02575237282984253,0.02135260732575051,,0.0043997655040920215,20759.0,AL,GA,GA,Foreign
1,Alaska,,1392.0,332.0,1904.0,4951.0,1284.0,26.0,113.0,1350.0,891.0,1421.0,233.0,1170.0,457.0,272.0,36.0,368.0,575.0,293.0,106.0,346.0,1152.0,600.0,1006.0,138.0,365.0,1153.0,152.0,208.0,0.0,0.0,851.0,305.0,417.0,575.0,1506.0,3075.0,1526.0,0.0,58.0,1379.0,288.0,187.0,1753.0,532.0,862.0,0.0,3805.0,397.0,34.0,195.0,California,Florida,,,40039.0,85146.0,687455.0,0.05824235768159371,0.12385683426551557,,-0.06561447658392186,-45107.0,AK,CA,FL,Foreign
2,Arizona,2983.0,1028.0,1289.0,,51020.0,9845.0,1205.0,513.0,10266.0,3413.0,2196.0,2417.0,3098.0,7106.0,4371.0,882.0,2490.0,1586.0,2905.0,2395.0,951.0,10781.0,9644.0,4910.0,690.0,2440.0,5491.0,1387.0,2674.0,506.0,2033.0,5146.0,9056.0,7506.0,8274.0,1920.0,7820.0,5664.0,123.0,1165.0,1347.0,1085.0,2299.0,12153.0,4853.0,3361.0,218.0,11891.0,2792.0,356.0,1701.0,California,California,,,241245.0,187213.0,6280362.0,0.03841259468801321,0.02980926895615253,,0.008603325731860682,54032.0,AZ,CA,CA,Foreign
3,Arkansas,95.0,1009.0,,2872.0,6451.0,989.0,0.0,0.0,3948.0,1085.0,381.0,1063.0,444.0,4213.0,628.0,1625.0,264.0,2696.0,272.0,485.0,76.0,2847.0,2244.0,6081.0,4031.0,305.0,1192.0,38.0,938.0,26.0,47.0,822.0,581.0,185.0,724.0,6698.0,982.0,554.0,229.0,0.0,1174.0,56.0,5195.0,19551.0,52.0,2575.0,0.0,970.0,1468.0,458.0,154.0,Texas,Texas,,,88773.0,77943.0,2874554.0,0.030882356010706356,0.027114815028696625,,0.0037675409820097303,10830.0,AR,TX,TX,Foreign
4,California,5905.0,2868.0,4504.0,37873.0,,19002.0,4551.0,399.0,23036.0,8301.0,11054.0,2880.0,6333.0,21611.0,4537.0,4331.0,2753.0,4792.0,13523.0,8120.0,2086.0,10357.0,5000.0,8917.0,2529.0,3292.0,11247.0,718.0,2402.0,1192.0,7454.0,5753.0,31237.0,28535.0,8312.0,3059.0,20369.0,11697.0,1487.0,1223.0,2876.0,715.0,5670.0,42142.0,9977.0,13612.0,892.0,29680.0,4705.0,1372.0,1585.0,Texas,Texas,,,466465.0,583972.0,36604337.0,0.012743435292927175,0.015953628664275493,,-0.0032101933713483185,-117507.0,CA,TX,TX,Foreign
5,Colorado,3330.0,1243.0,966.0,12096.0,28890.0,,833.0,195.0,10469.0,4467.0,1861.0,2420.0,2090.0,5140.0,3181.0,6085.0,1418.0,2068.0,2460.0,1039.0,597.0,3498.0,4067.0,2967.0,729.0,2405.0,4566.0,1438.0,3034.0,525.0,2966.0,8457.0,4453.0,3298.0,3928.0,3929.0,4028.0,3788.0,366.0,398.0,2930.0,1230.0,1665.0,18276.0,5002.0,3404.0,322.0,4926.0,3492.0,455.0,5234.0,California,California,,,196624.0,165598.0,4889730.0,0.040211627226861196,0.03386649160587599,,0.0063451356209852094,31026.0,CO,CA,CA,Foreign
6,Connecticut,1870.0,139.0,0.0,977.0,2970.0,1133.0,,47.0,4573.0,2852.0,84.0,353.0,154.0,1296.0,220.0,63.0,379.0,357.0,11231.0,915.0,1410.0,2062.0,797.0,307.0,0.0,0.0,1679.0,0.0,15.0,1431.0,4669.0,141.0,141.0,17271.0,1269.0,58.0,58.0,3036.0,3690.0,2758.0,978.0,61.0,375.0,2261.0,61.0,3606.0,1557.0,1127.0,1342.0,85.0,411.0,New York,New York,,,82269.0,98444.0,3545579.0,0.02320326242907012,0.027765281777672984,,-0.004562019348602866,-16175.0,CT,NY,NY,Foreign
7,Delaware,235.0,89.0,0.0,180.0,1294.0,399.0,500.0,,2029.0,1018.0,0.0,0.0,0.0,1287.0,547.0,73.0,0.0,472.0,1574.0,8322.0,58.0,0.0,51.0,260.0,56.0,0.0,1200.0,758.0,0.0,304.0,3323.0,175.0,135.0,2966.0,86.0,38.0,0.0,8892.0,406.0,0.0,571.0,0.0,170.0,520.0,0.0,2983.0,0.0,550.0,144.0,92.0,109.0,Pennsylvania,Pennsylvania,,,41866.0,30562.0,883874.0,0.04736647983762392,0.03457732663252907,,0.012789153205094848,11304.0,DE,PA,PA,Foreign
8,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580236.0,,,,,,DC,Foreign,Foreign,Foreign
9,Florida,10734.0,13116.0,4368.0,4501.0,18241.0,8511.0,11058.0,1680.0,,47089.0,1763.0,2431.0,1911.0,14902.0,13681.0,3928.0,5697.0,6223.0,15203.0,10660.0,2845.0,19062.0,4374.0,4673.0,3751.0,538.0,22320.0,227.0,612.0,2213.0,26070.0,2806.0,2938.0,57995.0,23501.0,3548.0,3286.0,21401.0,15862.0,2371.0,7876.0,1931.0,10889.0,25181.0,1185.0,23510.0,2283.0,6198.0,5633.0,2179.0,495.0,New York,Georgia,,,503450.0,512771.0,18527305.0,0.027173407033564783,0.027676502329939512,,-0.0005030952963747289,-9321.0,FL,NY,GA,Foreign
