,State,Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Massachusetts,Maryland,Maine,Michigan,Minnesota,Missouri,Mississippi,Montana,North Carolina,North Dakota,Nebraska,New Hampshire,New Jersey,New Mexico,Nevada,New York,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,West Virginia,Wyoming,Foreign Country,U.S. Island Area,inflow_max,outflow_max,inflow_max_noforeign,total_inflow_noforeign,total_inflow,total_outflow,2019,per_capita_inflow,per_capita_outflow,per_capita_inflow_noforeign,net_per_capita_flow,net_flow,State_abbr,inflow_max_abbr,outflow_max_abbr,inflow_max_noforeign_abbr
28,Nevada,2850.0,239.0,356.0,8636.0,47322.0,3206.0,694.0,0.0,5429.0,1432.0,3612.0,1706.0,1660.0,4239.0,594.0,559.0,211.0,1276.0,407.0,2540.0,0.0,1229.0,782.0,995.0,1861.0,1206.0,798.0,678.0,90.0,460.0,960.0,4823.0,,2711.0,1658.0,968.0,3392.0,1582.0,255.0,0.0,767.0,417.0,1372.0,5240.0,6593.0,1959.0,0.0,3906.0,1156.0,74.0,46.0,19828.0,302.0,California,California,California,133248.0,153076.0,105357.0,3080156.0,0.049697482854764496,0.03420508571643774,0.0432601465640052,0.009055060847567464,27891.0,NV,CA,CA,CA
29,New Hampshire,392.0,379.0,154.0,970.0,1110.0,372.0,1701.0,106.0,1182.0,216.0,153.0,56.0,126.0,390.0,524.0,0.0,376.0,391.0,18723.0,927.0,4524.0,581.0,92.0,0.0,0.0,278.0,269.0,0.0,57.0,,1012.0,97.0,160.0,3556.0,986.0,0.0,317.0,1306.0,475.0,1022.0,413.0,126.0,801.0,892.0,272.0,890.0,2370.0,582.0,621.0,155.0,0.0,6206.0,0.0,Massachusetts,Massachusetts,Massachusetts,50102.0,56308.0,42176.0,1359711.0,0.04141174117146953,0.031018356106554994,0.036847535983749485,0.005829179877194491,7926.0,NH,MA,MA,MA
30,New Jersey,457.0,357.0,261.0,806.0,9155.0,3314.0,3484.0,1066.0,12032.0,1915.0,218.0,61.0,73.0,1854.0,664.0,480.0,537.0,449.0,2726.0,3772.0,916.0,1657.0,98.0,296.0,499.0,30.0,4294.0,0.0,384.0,829.0,,127.0,717.0,58664.0,628.0,122.0,398.0,22445.0,3036.0,137.0,412.0,0.0,527.0,4489.0,540.0,4810.0,133.0,996.0,308.0,494.0,0.0,60826.0,305.0,Foreign Country,Pennsylvania,New York,151972.0,212798.0,227574.0,8882190.0,0.023957830219799397,0.025621383915453284,0.017109744331071503,-0.00851163958438178,-75602.0,NJ,Foreign,PA,NY
31,New Mexico,950.0,751.0,416.0,4255.0,5915.0,5038.0,598.0,108.0,1804.0,1019.0,949.0,4.0,318.0,836.0,368.0,475.0,78.0,365.0,259.0,384.0,119.0,216.0,356.0,372.0,83.0,468.0,1263.0,10.0,0.0,97.0,811.0,,2303.0,608.0,209.0,702.0,976.0,791.0,217.0,83.0,355.0,85.0,599.0,15762.0,766.0,564.0,102.0,1330.0,142.0,0.0,1451.0,11743.0,0.0,Texas,Texas,Texas,55730.0,67473.0,70746.0,2096829.0,0.03217858967040231,0.033739518100903795,0.026578228362923253,-0.0071612897379805425,-15016.0,NM,TX,TX,TX
32,New York,596.0,851.0,1130.0,2185.0,24332.0,5754.0,15040.0,1655.0,18976.0,5938.0,1301.0,1554.0,138.0,6447.0,1470.0,1329.0,1553.0,1757.0,17910.0,6015.0,1918.0,5504.0,2237.0,1054.0,444.0,194.0,9847.0,247.0,746.0,2417.0,31942.0,1139.0,2366.0,,5629.0,530.0,2091.0,22641.0,1868.0,1623.0,3169.0,68.0,5513.0,13033.0,1185.0,12180.0,3084.0,2697.0,1450.0,530.0,72.0,132212.0,282.0,Foreign Country,New Jersey,New Jersey,253631.0,385843.0,438520.0,19453561.0,0.01983405506066473,0.02254188834630328,0.013037767224211547,-0.009504121122091733,-184889.0,NY,Foreign,NJ,NJ
33,North Carolina,1568.0,4697.0,1976.0,5319.0,18023.0,6089.0,5840.0,1595.0,30032.0,19017.0,2955.0,1227.0,476.0,6527.0,5646.0,857.0,4793.0,1272.0,5389.0,13408.0,526.0,6302.0,2447.0,2982.0,818.0,1004.0,,980.0,217.0,867.0,15297.0,1270.0,1094.0,23571.0,9698.0,1705.0,1976.0,13341.0,1986.0,1531.0,27740.0,185.0,9970.0,14226.0,1125.0,29764.0,435.0,2984.0,1643.0,2950.0,161.0,49564.0,560.0,Foreign Country,South Carolina,Florida,316061.0,365625.0,255086.0,10488084.0,0.03486099081586303,0.0243215061969374,0.030135246819152098,0.005813740622214698,60975.0,NC,Foreign,SC,FL
34,North Dakota,214.0,0.0,46.0,945.0,404.0,585.0,65.0,0.0,1168.0,903.0,0.0,652.0,60.0,451.0,174.0,292.0,0.0,144.0,113.0,33.0,82.0,1015.0,13506.0,1050.0,0.0,1660.0,134.0,,288.0,72.0,1713.0,677.0,270.0,445.0,13.0,0.0,253.0,19.0,593.0,0.0,95.0,2329.0,175.0,3075.0,444.0,302.0,0.0,1759.0,313.0,0.0,730.0,3314.0,63.0,Minnesota,Minnesota,Minnesota,37324.0,40638.0,29950.0,762062.0,0.05332636977043863,0.03930126420160039,0.04897764223908291,0.009676378037482516,7374.0,ND,MN,MN,MN
35,Ohio,468.0,1203.0,1195.0,3591.0,12277.0,3905.0,3076.0,205.0,16590.0,7669.0,587.0,1005.0,327.0,7615.0,12714.0,1318.0,17884.0,538.0,2304.0,2889.0,251.0,14049.0,1540.0,3289.0,1413.0,599.0,4799.0,1354.0,691.0,493.0,5205.0,848.0,2525.0,8780.0,,696.0,1972.0,16792.0,2695.0,108.0,3247.0,722.0,4196.0,13564.0,2629.0,5339.0,582.0,2155.0,3490.0,6056.0,492.0,40157.0,725.0,Foreign Country,Florida,Kentucky,208656.0,248813.0,192797.0,11689100.0,0.021285898828823435,0.016493742033176207,0.017850476084557407,0.0013567340513811997,15859.0,OH,Foreign,FL,KY
36,Oklahoma,188.0,241.0,7421.0,2962.0,7408.0,9020.0,430.0,0.0,4109.0,1888.0,1531.0,551.0,429.0,2401.0,2397.0,4371.0,537.0,1942.0,255.0,672.0,17.0,794.0,638.0,4166.0,271.0,617.0,2745.0,92.0,973.0,0.0,467.0,3447.0,1018.0,1505.0,1163.0,,432.0,881.0,741.0,65.0,85.0,880.0,1143.0,26383.0,155.0,2146.0,363.0,2039.0,64.0,216.0,326.0,12790.0,0.0,Texas,Texas,Texas,102585.0,115375.0,85414.0,3956971.0,0.029157403478569845,0.021585702801461017,0.02592513313845363,0.004339430336992613,17171.0,OK,TX,TX,TX
37,Oregon,2068.0,162.0,425.0,6540.0,37927.0,5730.0,377.0,0.0,4218.0,848.0,2798.0,802.0,5623.0,1602.0,681.0,954.0,219.0,765.0,1689.0,103.0,630.0,1250.0,1368.0,947.0,10.0,2927.0,1692.0,414.0,312.0,0.0,185.0,1251.0,3592.0,3462.0,852.0,1350.0,,1678.0,0.0,62.0,568.0,4.0,1113.0,4441.0,3684.0,1582.0,298.0,21339.0,564.0,0.0,680.0,19764.0,35.0,California,Washington,California,129821.0,149585.0,115682.0,4217737.0,0.035465701156805175,0.02742750437023456,0.03077977597939369,0.00335227160915913,14139.0,OR,CA,WA,CA
38,Pennsylvania,1008.0,1898.0,502.0,3104.0,13048.0,1631.0,4853.0,6387.0,19629.0,7481.0,1325.0,278.0,183.0,3996.0,2276.0,1073.0,1222.0,1657.0,4551.0,21659.0,1787.0,1969.0,2708.0,1760.0,65.0,15.0,7221.0,697.0,2007.0,1148.0,43295.0,163.0,721.0,46618.0,12752.0,1975.0,1004.0,,4028.0,850.0,4742.0,507.0,2564.0,11490.0,869.0,12193.0,1483.0,2394.0,942.0,3763.0,24.0,47333.0,61.0,Foreign Country,Florida,New York,269576.0,316909.0,259069.0,12801989.0,0.024754668981515293,0.020236621043808113,0.02105735288477439,0.0008207318409662774,10507.0,PA,Foreign,FL,NY
39,Puerto Rico,0.0,141.0,149.0,110.0,826.0,474.0,226.0,140.0,10000.0,579.0,0.0,0.0,264.0,652.0,106.0,0.0,42.0,0.0,2463.0,517.0,0.0,6.0,0.0,0.0,0.0,0.0,1221.0,79.0,0.0,63.0,848.0,0.0,0.0,3126.0,1046.0,0.0,131.0,3886.0,,0.0,389.0,0.0,0.0,809.0,0.0,1348.0,0.0,507.0,581.0,0.0,0.0,5740.0,342.0,Florida,Florida,Florida,31071.0,36811.0,65808.0,3193694.0,0.011526151221751364,0.020605605922170377,0.00972885943362138,-0.010876746488548998,-34737.0,PR,FL,FL,FL
