,State,Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Massachusetts,Maryland,Maine,Michigan,Minnesota,Missouri,Mississippi,Montana,North Carolina,North Dakota,Nebraska,New Hampshire,New Jersey,New Mexico,Nevada,New York,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,West Virginia,Wyoming,inflow_max,outflow_max,inflow_max_noforeign,total_inflow_noforeign,total_inflow,total_outflow,2008,per_capita_inflow,per_capita_outflow,per_capita_inflow_noforeign,net_per_capita_flow,net_flow,State_abbr,inflow_max_abbr,outflow_max_abbr,inflow_max_noforeign_abbr
0,Alabama,1604.0,,1280.0,1008.0,5422.0,1075.0,348.0,834.0,19316.0,23977.0,829.0,399.0,62.0,3325.0,3154.0,447.0,2464.0,6115.0,497.0,1354.0,145.0,4587.0,607.0,1765.0,10009.0,105.0,4119.0,131.0,377.0,97.0,1841.0,497.0,368.0,4121.0,3363.0,1299.0,125.0,1644.0,475.0,57.0,1829.0,22.0,8969.0,8160.0,842.0,3343.0,130.0,1445.0,1103.0,221.0,305.0,Georgia,Georgia,,,135611.0,105725.0,4718206.0,0.028742068489591172,0.022407881300646897,,0.006334187188944275,29886.0,AL,GA,GA,Foreign
1,Alaska,,1147.0,406.0,1856.0,3809.0,1232.0,231.0,88.0,1097.0,1320.0,1308.0,192.0,699.0,451.0,338.0,311.0,277.0,440.0,385.0,380.0,194.0,810.0,685.0,847.0,245.0,672.0,785.0,148.0,316.0,18.0,101.0,424.0,567.0,476.0,553.0,705.0,2452.0,716.0,96.0,76.0,804.0,113.0,426.0,2667.0,803.0,1087.0,0.0,4100.0,600.0,25.0,163.0,Washington,Florida,,,37641.0,71242.0,687455.0,0.05475412936119455,0.10363151042613698,,-0.04887738106494243,-33601.0,AK,WA,FL,Foreign
2,Arizona,2679.0,1665.0,1334.0,,67918.0,9360.0,1236.0,473.0,8067.0,3410.0,2518.0,3442.0,3277.0,9384.0,4546.0,2158.0,1777.0,1700.0,3370.0,2468.0,1190.0,11383.0,8020.0,4126.0,704.0,2049.0,4376.0,1070.0,1999.0,820.0,3221.0,8136.0,9941.0,6898.0,7617.0,2660.0,7540.0,5022.0,294.0,685.0,1581.0,1415.0,2218.0,14481.0,6711.0,3635.0,256.0,11075.0,3898.0,440.0,1400.0,California,California,,,265643.0,189880.0,6280362.0,0.042297402601951924,0.030233926006176078,,0.012063476595775845,75763.0,AZ,CA,CA,Foreign
3,Arkansas,403.0,1603.0,,2868.0,8076.0,1239.0,160.0,27.0,3350.0,1116.0,433.0,778.0,331.0,2943.0,959.0,1909.0,1073.0,5356.0,489.0,544.0,23.0,2162.0,1813.0,8136.0,3159.0,113.0,1300.0,89.0,806.0,476.0,654.0,1301.0,1089.0,1022.0,1317.0,7176.0,648.0,559.0,225.0,0.0,1091.0,41.0,5618.0,17998.0,675.0,1258.0,50.0,1196.0,1378.0,472.0,305.0,Texas,Texas,,,95807.0,79453.0,2874554.0,0.03332934430871711,0.027640113909844798,,0.005689230398872314,16354.0,AR,TX,TX,Foreign
4,California,6033.0,3365.0,4161.0,34798.0,,19482.0,5585.0,599.0,26175.0,11842.0,13499.0,2659.0,5968.0,23628.0,6276.0,4089.0,2639.0,7126.0,13083.0,8931.0,1966.0,11869.0,6587.0,8016.0,3951.0,2646.0,11298.0,942.0,2607.0,1245.0,8474.0,5664.0,29737.0,28572.0,10930.0,5081.0,20600.0,11776.0,1460.0,1347.0,3343.0,603.0,6727.0,42667.0,10662.0,14530.0,844.0,29345.0,6723.0,715.0,1611.0,Texas,Texas,,,492476.0,665939.0,36604337.0,0.013454034149013545,0.01819289883600405,,-0.004738864686990505,-173463.0,CA,TX,TX,Foreign
5,Colorado,2405.0,1433.0,1359.0,11935.0,31037.0,,1575.0,263.0,10204.0,3730.0,1904.0,2113.0,1559.0,6130.0,2512.0,5557.0,929.0,2295.0,3688.0,2229.0,719.0,3204.0,3826.0,4205.0,746.0,1688.0,3765.0,1035.0,4299.0,423.0,2140.0,6103.0,3800.0,3931.0,4722.0,3919.0,4529.0,3008.0,100.0,734.0,1393.0,1052.0,1753.0,19223.0,4775.0,4194.0,357.0,4550.0,2943.0,344.0,4768.0,California,California,,,195105.0,167750.0,4889730.0,0.039900976127516245,0.0343065977058038,,0.005594378421712447,27355.0,CO,CA,CA,Foreign
6,Connecticut,707.0,286.0,65.0,580.0,3333.0,955.0,,110.0,6480.0,1622.0,223.0,355.0,150.0,1729.0,448.0,102.0,259.0,299.0,10843.0,1481.0,1171.0,1263.0,430.0,298.0,0.0,17.0,2202.0,18.0,280.0,1494.0,4951.0,110.0,282.0,22060.0,1378.0,73.0,188.0,2352.0,2760.0,2981.0,1022.0,34.0,420.0,2663.0,430.0,2438.0,1108.0,828.0,617.0,80.0,138.0,New York,New York,,,84113.0,104678.0,3545579.0,0.023723346736879928,0.029523527751038687,,-0.005800181014158759,-20565.0,CT,NY,NY,Foreign
7,Delaware,105.0,100.0,54.0,182.0,551.0,320.0,572.0,,1672.0,776.0,0.0,71.0,0.0,581.0,512.0,100.0,55.0,306.0,1089.0,7067.0,107.0,307.0,62.0,167.0,293.0,0.0,924.0,183.0,9.0,126.0,4977.0,105.0,297.0,2767.0,236.0,43.0,18.0,9109.0,303.0,253.0,382.0,0.0,166.0,906.0,31.0,1540.0,6.0,234.0,63.0,118.0,60.0,Pennsylvania,Pennsylvania,,,37905.0,29954.0,883874.0,0.04288507185413305,0.033889445780733454,,0.008995626073399599,7951.0,DE,PA,PA,Foreign
8,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580236.0,,,,,,DC,Foreign,Foreign,Foreign
9,Florida,7708.0,13225.0,3074.0,4754.0,21835.0,9391.0,12971.0,1459.0,,36808.0,2935.0,2216.0,1617.0,19637.0,13337.0,2437.0,8165.0,9163.0,22682.0,12742.0,4480.0,24157.0,4492.0,5886.0,7752.0,548.0,20086.0,524.0,975.0,2735.0,28368.0,1958.0,3151.0,69454.0,22536.0,3023.0,2681.0,22478.0,18475.0,2609.0,8749.0,718.0,11216.0,26674.0,1754.0,21108.0,2026.0,6405.0,7373.0,2894.0,564.0,New York,Georgia,,,542005.0,529081.0,18527305.0,0.029254389669733403,0.02855682464341144,,0.0006975650263219627,12924.0,FL,NY,GA,Foreign
