STATE_FIPS,COUNTY_FIPS,Population,Inflow_pc,Inflow_gross,Outflow_pc,Outflow_gross,disaster_count,NAME,median_household_income,start_year,end_year,median_age,median_house_value_USD,median_rent,per_pop_edu_less_than_high_school,per_pop_edu_high_school_grad,per_pop_edu_some_college,per_pop_edu_associates,per_pop_edu_bachelors,per_pop_edu_graduate,per_households_below_poverty_line,per_pop_white_alone,per_pop_female,per_pop_US_born_same_state,per_pop_US_born_other_state,per_pop_foreign_born,per_pop_veterans,rental_units_sub_10_per_income_per_pop,rental_units_10_15_per_income_per_pop,rental_units_15_20_per_income_per_pop,rental_units_20_25_per_income_per_pop,rental_units_25_30_per_income_per_pop,rental_units_30_35_per_income_per_pop,rental_units_35_40_per_income_per_pop,rental_units_40_50_per_income_per_pop,rental_units_above_50_per_income_per_pop,per_homes_renter_occupied,per_homes_vaccant_by_homes,per_homes_family,per_homes_without_plumbing,per_homes_without_kitchen
01,001,4061136.0,0.1085410584624597,4408.0,0.0971764109607238,3409.0,15,"Autauga County, Alabama",53899,2007,2011,36,137500.0,832,0.0868493252261604,0.2245476790745958,0.1910314400118641,0.0946722527065104,0.0439529882841465,0.3975418952988284,0.1080750407830342,0.7892814770873499,0.5147931187898561,0.6708809135399674,0.2939900637698354,0.0198909980720747,0.1101512679816105,0.0024655197983093,0.0068589648524395,0.0120495328488803,0.0097508527361708,0.0100289188788373,0.0092317959365267,0.0057837757674625,0.0022616046270206,0.0143667507044342,0.2035774738094148,0.0851365570245665,0.7316231623162316,0.0059014593531268,0.0046205224392698
01,003,35975863.0,0.03894277671671139,14010.0,0.0294252966132476,10815.0,14,"Baldwin County, Alabama",51321,2007,2011,41,175700.0,863,0.0840783632180834,0.2020409641104482,0.2184455473671897,0.1278164914802003,0.0608445714476696,0.3326704656227893,0.123076151802276,0.8637779003247494,0.5123020448633323,0.5452504692991984,0.4093124557856096,0.0374938030224539,0.1128211983979768,0.0024397988001537,0.0067623647109284,0.0095753747430691,0.0098204686864635,0.0123271112893612,0.0062443252396628,0.0074196621045771,0.011508274705748,0.016872489875949,0.1633164365204218,0.3128920740352308,0.7196743785067202,0.0044184194682359,0.0067878576006525
01,005,2196477.0,0.12347044835889472,2712.0,0.1248106127622068,1940.0,14,"Barbour County, Alabama",34041,2007,2011,38,91600.0,547,0.1893559863501052,0.2268568939228926,0.17530675960212,0.0537283090103826,0.041748348217527,0.4550569955710448,0.2208306106149713,0.4928483264357801,0.4681986495316924,0.6860161184927032,0.2800769621723662,0.0302403252740869,0.0786684092064183,0.0039207144412981,0.0073331881216873,0.0095113628112974,0.0087126987584404,0.011798446235388,0.0055543454585057,0.0026501125390256,0.0095476657227909,0.0314383213533725,0.2703520120977905,0.1944047719062421,0.6918343935759724,0.0070570444425775,0.0084012433840208
01,007,610200.0,0.1597836774827925,975.0,0.1915718256311863,1943.0,15,"Bibb County, Alabama",40506,2007,2011,39,87500.0,558,0.1622263255077816,0.2819836454761277,0.1620944341862305,0.0520531082388112,0.0138925525367097,0.563175943022949,0.1518069111052492,0.7665963246285061,0.479117207421085,0.8572935900817726,0.1283742196430141,0.012793458190451,0.0801899235030335,0.0006594566077552,0.0024180075617691,0.0115624725226413,0.0070342038160555,0.0053635804097423,0.0054954717312934,0.0013189132155104,0.0053635804097423,0.0072100589114569,0.1373558714877421,0.1912011642225456,0.7382698961937716,0.0,0.0
01,009,3393120.0,0.0970787947375866,3294.0,0.1008652238058351,2948.0,15,"Blount County, Alabama",45404,2007,2011,38,111500.0,561,0.1807840392019601,0.2421946097304865,0.1742562128106405,0.0487399369968498,0.0273363668183409,0.5107630381519076,0.1360343017150857,0.9528526426321317,0.5037276863843192,0.7951347567378368,0.1566678333916696,0.0453272663633181,0.07033601680084,0.0027826391319565,0.0073328666433321,0.0116555827791389,0.0107630381519075,0.0093279663983199,0.0031501575078753,0.0031676583829191,0.0051277563878193,0.0096429821491074,0.1773010788941335,0.1169082939986513,0.7384270306385415,0.0028658125421443,0.0040458530006743
01,011,171968.0,0.4692733531819874,807.0,0.210302250051204,575.0,15,"Bullock County, Alabama",31955,2007,2011,41,68000.0,402,0.1939873126781281,0.2403236186448469,0.1589592718580491,0.0602188103337317,0.0394410223407189,0.5655051944469982,0.25006895283626,0.2863841132665257,0.4531580399007079,0.8484876344580307,0.1026937574698906,0.0454169348165854,0.0763078054610646,0.0013790567251999,0.0087340259262664,0.0064355980509331,0.0033097361404799,0.0029419876804265,0.0044129815206398,0.0019306794152799,0.009193711501333,0.0196745426128528,0.1694690265486725,0.168141592920354,0.6441489361702127,0.0,0.006858407079646
01,013,556929.0,0.0867255969791481,483.0,0.1469203239781503,1092.0,14,"Butler County, Alabama",31273,2007,2011,40,74300.0,522,0.1707094918504314,0.2528763183125599,0.1686481303930968,0.0572866730584851,0.0262224352828379,0.5664908916586769,0.2534995206136146,0.5478427612655801,0.5306807286673059,0.8470757430488974,0.1413710450623202,0.0104026845637583,0.0780920421860019,0.0045541706615532,0.0044582933844678,0.0116970278044103,0.012464046021093,0.0108341323106423,0.0058485139022051,0.0140939597315436,0.0075263662511984,0.023633748801534,0.2344047261439872,0.1899469310103134,0.6587144622991348,0.013817963352358,0.0115149694602983
01,015,15896521.0,0.0468718910257156,7451.0,0.0430099514394124,6326.0,14,"Calhoun County, Alabama",39467,2007,2011,38,99600.0,593,0.1470573231077933,0.2237743806009488,0.1881238628054483,0.0645926505348002,0.0405393915690309,0.4531433332766507,0.1992279830632407,0.75203632220654,0.519283418640638,0.7225245293927594,0.2434574115326406,0.0228714268709507,0.0983216283775741,0.0055265529613821,0.0101348478922577,0.014071454078596,0.0112571632628768,0.009548183039434,0.0068359208937711,0.0067679017804002,0.0108065366367949,0.027496726580169,0.2584573748308525,0.1369155014283566,0.6634801733336236,0.0024056532852202,0.0050180423996391
01,017,1600021.0,0.1053111177915789,1685.0,0.1101506833313865,1886.0,15,"Chambers County, Alabama",32186,2007,2011,40,82400.0,605,0.1780072727272727,0.2511709090909091,0.1886545454545454,0.0463418181818181,0.0264436363636363,0.4939927272727272,0.2067781818181818,0.5905163636363636,0.5263709090909091,0.7337309090909091,0.25056,0.0114618181818181,0.0850327272727272,0.0025018181818181,0.0084363636363636,0.0055854545454545,0.0123636363636363,0.0116654545454545,0.01088,0.0045090909090909,0.0096,0.0279272727272727,0.2299905280606204,0.1971347383376746,0.6838961805043504,0.0075775515036703,0.0103599336964243
01,019,896770.0,0.1571194397671644,1409.0,0.1590738667854853,1171.0,15,"Cherokee County, Alabama",37833,2007,2011,44,96200.0,524,0.1911383089972501,0.2490026724505209,0.200007746233394,0.0468259808668035,0.0347418567721445,0.393005151245207,0.20384213176343,0.9275339865990162,0.4998644409156048,0.572562841318409,0.4122932723962973,0.0084046632325031,0.087300050350517,0.0072814593903714,0.0061195243812696,0.0105348774158565,0.0060033308803594,0.0063519113830899,0.0084821255664433,0.0087145125682636,0.0089081684031139,0.0135946396064913,0.172933730454207,0.2859270290394639,0.7260166840458812,0.0008066517746339,0.0063911640605609
