STATE_FIPS,COUNTY_FIPS,Population,Inflow_pc,Inflow_gross,Outflow_pc,Outflow_gross,disaster_count,NAME,median_household_income,start_year,end_year,median_age,median_house_value_USD,median_rent,per_pop_edu_less_than_high_school,per_pop_edu_high_school_grad,per_pop_edu_some_college,per_pop_edu_associates,per_pop_edu_bachelors,per_pop_edu_graduate,per_households_below_poverty_line,per_pop_white_alone,per_pop_female,per_pop_US_born_same_state,per_pop_US_born_other_state,per_pop_foreign_born,per_pop_veterans,rental_units_sub_10_per_income_per_pop,rental_units_10_15_per_income_per_pop,rental_units_15_20_per_income_per_pop,rental_units_20_25_per_income_per_pop,rental_units_25_30_per_income_per_pop,rental_units_30_35_per_income_per_pop,rental_units_35_40_per_income_per_pop,rental_units_40_50_per_income_per_pop,rental_units_above_50_per_income_per_pop,per_homes_renter_occupied,per_homes_vaccant_by_homes,per_homes_family,per_homes_without_plumbing,per_homes_without_kitchen
01,001,4099650.0,0.1258887953849718,5161.0,0.1107422073018318,4675.0,23,"Autauga County, Alabama",51281,2011,2015,37,141300.0,883,0.0843157494431466,0.2206044801796418,0.1999963781894569,0.0886800311475706,0.0641060466127017,0.4117817496966733,0.1277955850129479,0.7739990221111533,0.5156733851252241,0.6776045345067999,0.2906502960830119,0.0155918943880045,0.0997084442512812,0.0021911953785697,0.006646022346571,0.011770884265044,0.0098151065717752,0.0078593288785063,0.0084388185654008,0.0086018000398399,0.0046178084424403,0.0259321634885279,0.2355415817908068,0.0968027632627756,0.6968523239850951,0.0023912850943229,0.0058010805065981
01,003,43377750.0,0.0264444329177977,11471.0,0.0255424791175857,9817.0,22,"Baldwin County, Alabama",50254,2011,2015,42,169300.0,879,0.073595358777374,0.2020848601636933,0.2229385868256107,0.1352391592909015,0.0682755828434663,0.3377647716032615,0.1322153945500484,0.8643149635354472,0.511513368627672,0.5453744087002425,0.4113037551058061,0.0352704219433069,0.1004914898960132,0.0041205200875354,0.008789417848412,0.0120899339384279,0.0098246728952803,0.0122026844880868,0.0091737947222492,0.0091686696972647,0.0081180395754429,0.0217249809092819,0.198333051436733,0.3036778109789329,0.6784519054302062,0.0027531901298603,0.0040405179380203
01,005,1654904.0,0.10447735941178461,1729.0,0.1216372924761698,1651.0,22,"Barbour County, Alabama",32964,2011,2015,38,92200.0,579,0.1864324966582504,0.2409772761027773,0.183536313678895,0.0524283380365364,0.0349769790583692,0.4636863211050052,0.2384152680825783,0.4736373087776622,0.4617184019010842,0.6896257240457448,0.2781078271201544,0.0273652160998069,0.075820585177484,0.0059408881627803,0.0042328828159809,0.0123644734887865,0.0155948314272983,0.0118446457745432,0.0089484627951878,0.0045670577751373,0.0056438437546413,0.0318951433239269,0.2843353090601185,0.2191363251481795,0.6570158317067881,0.0015241320914479,0.0058425063505503
01,007,737847.0,0.2646890208945757,1953.0,0.2493706422743867,1892.0,23,"Bibb County, Alabama",38678,2011,2015,38,102700.0,651,0.1337816315696336,0.2908334807998584,0.1931958945319412,0.0418509998230401,0.031764289506282,0.5545036276765174,0.154308971863387,0.7665457441160857,0.4658909927446469,0.8367987966731552,0.1500176959830118,0.0111042293399398,0.0522916298000353,0.0064147938417979,0.0074323128649796,0.0083613519731021,0.0063705538842682,0.005662714563794,0.0085383118032206,0.0037603963900194,0.0053972748186161,0.0095115908688727,0.1949615427488574,0.2166982499163972,0.7536644371709122,0.0015605841043361,0.0014491138111693
01,009,3029321.0,0.0892279160907675,2703.0,0.1154877629735659,3408.0,23,"Blount County, Alabama",45813,2011,2015,40,119800.0,601,0.146802980419338,0.2283659677698839,0.2196673020273782,0.0588459539074683,0.0291803846820308,0.5184023566106394,0.1655172413793103,0.9509790330965172,0.5059435106567319,0.7999480159417779,0.1527984751342921,0.0414659504418645,0.0755501646161843,0.0042280367354011,0.0080575290244325,0.0091665222665049,0.0067405995494714,0.0079362328885808,0.0035522439785132,0.0038468203084387,0.004903829492289,0.0113845087506498,0.1841156747694886,0.1275775356244761,0.7512970791698693,0.0020536462699077,0.0072925398155909
01,011,319650.0,0.1595495072735804,510.0,0.2331706649639697,818.0,23,"Bullock County, Alabama",31938,2011,2015,39,68600.0,570,0.2448023974527065,0.2320659299494287,0.1231504026971343,0.0453268402322532,0.0512268215021539,0.5590934631953549,0.2328151339202097,0.2664356621090091,0.4699381906724105,0.8373290878441656,0.1079790222888181,0.0536617344071923,0.0400824124367859,0.0,0.0095523506274583,0.011144409065368,0.0076793407005057,0.0094587001311106,0.0063682337516388,0.0020603109196478,0.0021539614159955,0.0280014984079415,0.2405375139977603,0.1751399776035834,0.6334509910399131,0.0062709966405375,0.0111982082866741
01,013,666732.0,0.0857915924239424,572.0,0.163030053519967,1188.0,21,"Butler County, Alabama",32229,2011,2015,40,78900.0,575,0.1524024761717598,0.259113687727228,0.1762798467131767,0.0576299498870001,0.0422030067799941,0.5752186302446693,0.2502702171563329,0.5415643116832072,0.5331630146408568,0.8609609904687039,0.1287707575906455,0.0070747764567161,0.0715829812321902,0.0022599980347843,0.0116439029183452,0.0178834627100324,0.0106612950771347,0.0052569519504765,0.0108086862533163,0.0107104254691952,0.0108086862533163,0.0193082440797877,0.2431696743623349,0.1878213529589676,0.6542949354518371,0.0112914608327452,0.0136102429680411
01,015,15101156.0,0.0550288997742954,8310.0,0.0432252894205795,5596.0,22,"Calhoun County, Alabama",41703,2011,2015,39,105900.0,637,0.128772032096564,0.2148515191001989,0.2125968726424799,0.0723287154516151,0.046130237980934,0.4593306357588643,0.1999605651189904,0.7511058912283108,0.5175742404499005,0.7272049242164461,0.2348690076126466,0.025606954255538,0.0931606199849118,0.0037806048967834,0.0097044098484328,0.0126191619230505,0.0127220355256841,0.0115904258967149,0.0083670530141965,0.006249571359989,0.0088128386256086,0.030784925588094,0.2622148003602522,0.1527694386070249,0.6772600434070072,0.0028707595316721,0.0080118583008105
01,017,1590527.0,0.1071343020269382,1704.0,0.1084146092143398,1803.0,23,"Chambers County, Alabama",34177,2011,2015,43,80800.0,658,0.1472754482232459,0.2682003579917251,0.2023533554388333,0.0528184512456351,0.0281404970803133,0.5153320226532468,0.2134158866163913,0.5766601132662343,0.5229320109158132,0.7615540362099826,0.2256521611549634,0.0105930338331523,0.0718917808621145,0.0032571378268141,0.0105050030810763,0.012559053962851,0.0112972798497608,0.0098594442325185,0.0134100178995862,0.0067490243258311,0.0117374336101411,0.0276709997359077,0.2638757675956542,0.1859352857817666,0.6259519837528106,0.0031294284364666,0.0074397732640529
01,019,1032080.0,0.09456631268893878,976.0,0.1104969692259869,910.0,23,"Cherokee County, Alabama",36296,2011,2015,45,105100.0,621,0.147646877883728,0.262534604737004,0.211011996308828,0.0569055675176868,0.0422177791448785,0.3793063672716087,0.1890956628729621,0.9292140879729314,0.5011150415256844,0.5552522300830514,0.4320978160565979,0.0100353737311596,0.0898569670870501,0.0043448169793909,0.0090356813288219,0.0101891725622885,0.0072669947708397,0.0083435865887419,0.0123423561980928,0.0038065210704398,0.0083051368809597,0.0157259304829283,0.1549685999261174,0.3056273857899274,0.7248625642844476,0.0025858884373845,0.0045560891515823
