,Outflow_pc,Inflow_pc,Net_pc
from_2000,0.08909416164082659,0.0484639404071377,0.053111358826135525
minus_3,0.08936596762938598,0.04855016066094433,0.05320981250615096
minus_5,0.08918061850412062,0.04845873231026227,0.05320945459596433
minus_10,0.08969440632652467,0.04835821198751203,0.053113302419935116
