,Outflow_pc,Inflow_pc,Net_pc
from_2000,0.15127397708086068,0.09907962223437747,0.06282841250670693
minus_3,0.15126645191502783,0.0990197195117481,0.06283343617475828
minus_5,0.15124293666556046,0.09900660584629871,0.06282597404138458
minus_10,0.15127397708086068,0.09907962223437747,0.06282841250670693
