,Outflow_pc,Inflow_pc,Net_pc
from_2000,0.007937769638481737,0.0023487535197865947,0.002820816436358524
minus_3,0.007986276170336462,0.0023571181002035066,0.002831284146939739
minus_5,0.007953182716777502,0.0023482487371176567,0.002831246058399989
minus_10,0.008045086526267708,0.002338516666629152,0.0028210228939514856
