,Outflow_pc,Inflow_pc,Net_pc
from_2000,0.05814778294675395,0.03724870116276292,0.06597097927925522
minus_3,0.06014649481144575,0.037930394945702293,0.06770917353685063
minus_10,0.05862764163101363,0.038016149641558465,0.06536370955841114
