,Outflow_pc,Inflow_pc,Net_pc
from_2000,0.2724701588267222,0.10479581190279737,0.1065139181519704
minus_3,0.27394302880256965,0.10651608924176166,0.10811355475223997
minus_5,0.2726875137627915,0.10522766271110338,0.10683488526894344
minus_10,0.27150162884573437,0.10393443243224017,0.10816515277562017
