,Outflow_pc,Inflow_pc,Net_pc
from_2000,0.6212342767065193,0.7531292582330014,0.31145104305405535
minus_3,0.6076102617648393,0.7470583835777205,0.25959687625574135
minus_10,0.6246110103611482,0.7534522493366754,0.31462376640940404
