,Outflow_pc,Inflow_pc,Net_pc
from_2000,0.08688569210142548,0.012508805067857405,0.09152944872913356
minus_3,0.09729925295029014,0.016490047429931886,0.09407660164837953
minus_10,0.0889216926207104,0.014137772109348617,0.09182646512691077
