,Outflow_pc,Inflow_pc,Net_pc
from_2000,0.15127397708086068,0.09907962223437747,0.08811076659383635
minus_3,0.15126645191502783,0.09901971951174808,0.08812803352346285
minus_10,0.15127397708086068,0.09907962223437747,0.08811076659383633
