,Outflow_pc,Inflow_pc,Net_pc
from_2000,0.4887934706810533,0.672435351487106,0.2273844816108701
minus_3,0.428265071656461,0.5911726588915727,0.2093118425267274
minus_5,0.44093631471432515,0.6187595768797205,0.21249246373062303
minus_10,0.4795880244723154,0.6401126559658852,0.21739158831824923
