,NAME,state,county,median_household_income_2000,median_rent_2000,median_house_price_2000,year,unemployment_rate_2000
0,"Abbeville County, South Carolina",45,001,10133,367,64200,2000,0.0513409333223981
1,"Acadia Parish, Louisiana",22,001,21171,332,54800,2000,0.07081822889694459
2,"Accomack County, Virginia",51,001,15270,446,69200,2000,0.07534775888717156
3,"Ada County, Idaho",16,001,113577,617,122400,2000,0.03910219267481931
4,"Adair County, Iowa",19,001,3398,373,63000,2000,0.0338511476930211
5,"Adair County, Kentucky",21,001,6733,315,56200,2000,0.1075464819540649
6,"Adair County, Missouri",29,001,9645,418,73400,2000,0.04797047970479705
7,"Adair County, Oklahoma",40,001,7469,342,46900,2000,0.07148364357308074
8,"Adams County, Colorado",08,001,128290,705,141700,2000,0.04644778684101613
9,"Adams County, Idaho",16,003,1430,395,99500,2000,0.07697368421052632
10,"Adams County, Illinois",17,001,26862,402,73100,2000,0.049683958772279484
11,"Adams County, Indiana",18,001,11803,393,86800,2000,0.029356348386312528
12,"Adams County, Iowa",19,003,1863,333,56500,2000,0.04857264593097571
13,"Adams County, Mississippi",28,001,13693,375,57900,2000,0.09083209824264239
14,"Adams County, Nebraska",31,001,12186,445,75600,2000,0.03507296859047505
15,"Adams County, North Dakota",38,001,1122,295,38800,2000,0.01838529176658673
16,"Adams County, Ohio",39,001,10513,381,65100,2000,0.07640761624581188
17,"Adams County, Pennsylvania",42,001,33647,509,109500,2000,0.04227830803950392
18,"Adams County, Washington",53,001,5217,430,79500,2000,0.08668730650154799
19,"Adams County, Wisconsin",55,001,7924,443,77800,2000,0.07779863881717906
20,"Addison County, Vermont",50,001,13077,565,116200,2000,0.045213437736802226
21,"Adjuntas Municipio, Puerto Rico",72,001,5915,249,59500,2000,0.3088387497412544
22,"Aguada Municipio, Puerto Rico",72,003,13529,278,55600,2000,0.22090887309320342
23,"Aguadilla Municipio, Puerto Rico",72,005,22083,211,67700,2000,0.24620295525922875
24,"Aguas Buenas Municipio, Puerto Rico",72,007,9241,274,68700,2000,0.15470792211256335
25,"Aibonito Municipio, Puerto Rico",72,009,8415,281,74200,2000,0.23127815315315314
26,"Aiken County, South Carolina",45,003,55590,475,76800,2000,0.0585266812811723
27,"Aitkin County, Minnesota",27,001,6664,409,86200,2000,0.07724117560183134
28,"Alachua County, Florida",12,001,87536,553,88400,2000,0.06971573765285057
29,"Alamance County, North Carolina",37,001,51722,557,96200,2000,0.050925519782437055
30,"Alameda County, California",06,001,523787,852,291900,2000,0.05494619191211005
31,"Alamosa County, Colorado",08,003,5475,408,84600,2000,0.08765152524310643
32,"Albany County, New York",36,001,120645,611,113100,2000,0.06738178069836362
33,"Albany County, Wyoming",56,001,13289,464,111500,2000,0.054394456055439445
34,"Albemarle County, Virginia",51,003,31916,712,160500,2000,0.0310649806300709
35,"Alcona County, Michigan",26,001,5114,411,84700,2000,0.0994921514312096
36,"Alcorn County, Mississippi",28,003,14178,355,58700,2000,0.04672777386064996
37,"Aleutians East Borough, Alaska",02,013,524,710,98800,2000,0.41423948220064727
38,"Aleutians West Census Area, Alaska",02,016,1274,892,95700,2000,0.12486800422386483
39,"Alexander County, Illinois",17,003,3827,265,32600,2000,0.10574018126888217
40,"Alexander County, North Carolina",37,003,13177,439,84100,2000,0.02501737317581654
41,"Alexandria city, Virginia",51,510,61968,861,202400,2000,0.030933056615893958
42,"Alfalfa County, Oklahoma",40,003,2193,282,31300,2000,0.027504105090311988
43,"Alger County, Michigan",26,003,3797,376,76500,2000,0.08631528046421663
44,"Allamakee County, Iowa",19,005,5730,348,69900,2000,0.03848697262266896
45,"Allegan County, Michigan",26,005,38245,515,111300,2000,0.04181684442809856
46,"Allegany County, Maryland",24,001,29350,381,70100,2000,0.08882894896351073
47,"Allegany County, New York",36,003,18056,423,51300,2000,0.08995559314865723
48,"Alleghany County, North Carolina",37,005,4601,363,86400,2000,0.045985536806972004
49,"Alleghany County, Virginia",51,005,5145,360,73900,2000,0.05293518832711232
50,"Allegheny County, Pennsylvania",42,003,537405,516,83500,2000,0.06084023811184156
51,"Allen County, Indiana",18,003,128891,506,87100,2000,0.04690614215915174
52,"Allen County, Kansas",20,001,5764,365,43400,2000,0.043399385989394364
53,"Allen County, Kentucky",21,003,6889,357,65100,2000,0.049204406364749084
54,"Allen County, Ohio",39,003,40625,446,80600,2000,0.05730743522195573
55,"Allen Parish, Louisiana",22,003,8127,350,51800,2000,0.07308315960157517
56,"Allendale County, South Carolina",45,005,3930,305,44300,2000,0.1014909756735548
57,"Alpena County, Michigan",26,007,12877,370,78900,2000,0.07212983370066119
58,"Alpine County, California",06,003,492,659,181000,2000,0.08052708638360176
59,"Amador County, California",06,005,12741,685,153700,2000,0.04356992269852424
60,"Amelia County, Virginia",51,007,4240,480,92200,2000,0.028790786948176585
61,"Amherst County, Virginia",51,009,11928,427,87600,2000,0.05009396669042836
62,"Amite County, Mississippi",28,005,5290,291,51200,2000,0.08878760255241568
63,"Anchorage Municipality, Alaska",02,020,95080,736,152300,2000,0.06355074991280084
64,"Anderson County, Kansas",20,003,3218,365,61300,2000,0.03657289002557545
65,"Anderson County, Kentucky",21,005,7314,523,91200,2000,0.03975782038345106
66,"Anderson County, South Carolina",45,007,65690,454,81400,2000,0.04304778303917348
67,"Anderson County, Tennessee",47,001,29773,450,83400,2000,0.05248518563308743
68,"Anderson County, Texas",48,001,15673,456,56500,2000,0.07514513591232164
69,"Andrew County, Missouri",29,003,6249,435,86400,2000,0.030417800923186175
70,"Andrews County, Texas",48,003,4594,397,38900,2000,0.08111050626020685
71,"Androscoggin County, Maine",23,001,42095,433,86800,2000,0.05032184709053898
72,"Angelina County, Texas",48,005,28743,461,57000,2000,0.06014203284509543
73,"Anne Arundel County, Maryland",24,003,178754,798,156500,2000,0.02994009756386875
74,"Anoka County, Minnesota",27,003,106468,649,129000,2000,0.03312757803586578
75,"Anson County, North Carolina",37,007,9213,404,60400,2000,0.060152473038304205
76,"Antelope County, Nebraska",31,003,2966,327,49800,2000,0.021739130434782608
77,"Antrim County, Michigan",26,009,9254,460,103300,2000,0.0641636312692631
78,"Apache County, Arizona",04,001,19932,342,39200,2000,0.2183008396186139
79,"Appanoose County, Iowa",19,007,5792,346,49300,2000,0.05927342256214149
80,"Appling County, Georgia",13,001,6594,351,51300,2000,0.04763076923076923
81,"Appomattox County, Virginia",51,011,5331,437,80400,2000,0.028666767784013347
82,"Aransas County, Texas",48,007,9177,475,65400,2000,0.07320205479452055
83,"Arapahoe County, Colorado",08,005,190961,735,166000,2000,0.0321111830956015
84,"Archer County, Texas",48,009,3350,424,62100,2000,0.03243003109729009
85,"Archuleta County, Colorado",08,007,3989,627,156200,2000,0.0488652627274586
86,"Arecibo Municipio, Puerto Rico",72,013,34225,306,65000,2000,0.20737170784686396
87,"Arenac County, Michigan",26,011,6732,399,75400,2000,0.08415497847521178
88,"Arkansas County, Arkansas",05,001,8473,392,52600,2000,0.061946011281224816
89,"Arlington County, Virginia",51,013,86474,897,233700,2000,0.027217867105949357
90,"Armstrong County, Pennsylvania",42,005,28932,395,63800,2000,0.06172305028140269
91,"Armstrong County, Texas",48,011,809,436,65700,2000,0.03369672943508424
92,"Aroostook County, Maine",23,003,30317,364,58400,2000,0.06473169472567183
93,"Arroyo Municipio, Puerto Rico",72,015,6160,252,55700,2000,0.33352578906851427
94,"Arthur County, Nebraska",31,005,185,286,48800,2000,0.011811023622047244
95,"Ascension Parish, Louisiana",22,005,26773,450,89900,2000,0.05367846679031261
96,"Ashe County, North Carolina",37,009,10394,375,86800,2000,0.046215673141326186
97,"Ashland County, Ohio",39,005,19489,471,97800,2000,0.04281101614434948
98,"Ashland County, Wisconsin",55,003,6697,372,61900,2000,0.08137347130761995
99,"Ashley County, Arkansas",05,003,9365,414,49200,2000,0.0686823802163833
100,"Ashtabula County, Ohio",39,007,39437,473,85100,2000,0.05106287941851258
101,"Asotin County, Washington",53,003,8352,494,96600,2000,0.06425458599371643
102,"Assumption Parish, Louisiana",22,007,8217,368,58400,2000,0.09260206691906273
103,"Atascosa County, Texas",48,013,12828,398,48800,2000,0.059789550513959004
104,"Atchison County, Kansas",20,005,6270,378,57300,2000,0.06213872832369942
105,"Atchison County, Missouri",29,005,2736,317,51600,2000,0.03689567430025445
106,"Athens County, Ohio",39,009,22500,469,75800,2000,0.11061381074168798
107,"Atkinson County, Georgia",13,003,2729,288,32500,2000,0.05224102107450282
108,"Atlantic County, New Jersey",34,001,95025,677,118300,2000,0.074823383401222
109,"Atoka County, Oklahoma",40,005,4969,327,50100,2000,0.06587057010785824
110,"Attala County, Mississippi",28,007,7565,349,47400,2000,0.0697261663286004
111,"Audrain County, Missouri",29,007,9872,384,66500,2000,0.03978890936505277
112,"Audubon County, Iowa",19,009,2767,351,58400,2000,0.04116945107398568
113,"Auglaize County, Ohio",39,011,17441,457,91700,2000,0.03167253953945751
114,"Augusta County, Virginia",51,015,24857,506,107000,2000,0.024796808039012855
115,"Aurora County, South Dakota",46,003,1174,309,37700,2000,0.018317503392130258
116,"Austin County, Texas",48,015,8736,475,84400,2000,0.044107206247781326
117,"Autauga County, Alabama",01,001,15972,537,82500,2000,0.04752681060140785
118,"Avery County, North Carolina",37,011,6521,430,78900,2000,0.06989039329464862
119,"Avoyelles Parish, Louisiana",22,009,14749,320,52000,2000,0.08076348763227943
120,"Añasco Municipio, Puerto Rico",72,011,9401,296,61000,2000,0.23694238959874467
121,"Baca County, Colorado",08,009,1907,295,49300,2000,0.02364864864864865
122,"Bacon County, Georgia",13,005,3849,316,46400,2000,0.044746215494211934
123,"Bailey County, Texas",48,017,2337,383,38300,2000,0.08676716917922948
124,"Baker County, Florida",12,003,7075,399,65500,2000,0.04450555046338731
125,"Baker County, Georgia",13,007,1508,311,50200,2000,0.08323765786452354
126,"Baker County, Oregon",41,001,6893,453,88800,2000,0.08277648984044729
127,"Baldwin County, Alabama",01,003,55356,566,105300,2000,0.04264705882352941
128,"Baldwin County, Georgia",13,009,14782,478,70400,2000,0.06195733733519134
129,"Ballard County, Kentucky",21,007,3416,349,56800,2000,0.04159402241594022
130,"Baltimore County, Maryland",24,005,300020,670,125700,2000,0.04162540911117998
131,"Baltimore city, Maryland",24,510,257788,498,69900,2000,0.1069059301641251
132,"Bamberg County, South Carolina",45,009,6104,299,50300,2000,0.11641702506302833
133,"Bandera County, Texas",48,019,7052,477,85900,2000,0.048219045311364186
134,"Banks County, Georgia",13,011,5322,424,81800,2000,0.03032372626690343
135,"Banner County, Nebraska",31,007,315,246,67000,2000,0.017369727047146403
136,"Bannock County, Idaho",16,005,27214,443,87000,2000,0.06896192238525893
137,"Baraga County, Michigan",26,013,3371,339,66400,2000,0.07862214041546148
138,"Barber County, Kansas",20,007,2256,354,33500,2000,0.019953952417498082
139,"Barbour County, Alabama",01,005,10432,333,57200,2000,0.056530574542767414
140,"Barbour County, West Virginia",54,001,6132,330,53000,2000,0.08735528491956097
141,"Barceloneta Municipio, Puerto Rico",72,017,7508,288,58200,2000,0.23793316831683167
142,"Barnes County, North Dakota",38,003,4886,324,55600,2000,0.046953887579939416
143,"Barnstable County, Massachusetts",25,001,94845,723,178000,2000,0.05115502313778176
144,"Barnwell County, South Carolina",45,011,9074,384,51500,2000,0.07693061544492356
145,"Barranquitas Municipio, Puerto Rico",72,019,8654,252,62700,2000,0.2502486855193975
146,"Barren County, Kentucky",21,009,15355,383,73600,2000,0.0541064884673421
147,"Barron County, Wisconsin",55,005,17816,417,80000,2000,0.04747048903878583
148,"Barrow County, Georgia",13,013,16392,583,98700,2000,0.041677127793120765
149,"Barry County, Michigan",26,015,21096,493,109600,2000,0.046493928806171515
150,"Barry County, Missouri",29,009,13371,377,69500,2000,0.047780913288866085
151,"Bartholomew County, Indiana",18,005,27958,570,99300,2000,0.036685403835292216
152,"Barton County, Kansas",20,009,11391,390,53900,2000,0.05288830046686642
153,"Barton County, Missouri",29,011,4908,354,58600,2000,0.03043263694686626
154,"Bartow County, Georgia",13,015,27173,575,92700,2000,0.04029831218108073
155,"Bastrop County, Texas",48,021,20067,549,86700,2000,0.03936039360393604
156,"Bates County, Missouri",29,013,6521,413,65700,2000,0.04977491961414791
157,"Bath County, Kentucky",21,011,4460,317,53600,2000,0.06634167019923697
158,"Bath County, Virginia",51,017,2053,367,83900,2000,0.042414978983568975
159,"Baxter County, Arkansas",05,005,17099,435,79900,2000,0.040104232871488496
160,"Bay County, Florida",12,005,59594,536,83700,2000,0.04658643447396151
161,"Bay County, Michigan",26,017,44026,440,83600,2000,0.06284062453969656
162,"Bayamón Municipio, Puerto Rico",72,021,73632,373,94100,2000,0.1299643001014044
163,"Bayfield County, Wisconsin",55,007,6208,369,87500,2000,0.08516111562415381
164,"Baylor County, Texas",48,023,1789,271,37300,2000,0.04845548152634767
165,"Beadle County, South Dakota",46,005,7240,366,57500,2000,0.03159829943697576
166,"Bear Lake County, Idaho",16,007,2269,345,71400,2000,0.07214953271028038
167,"Beaufort County, North Carolina",37,013,18295,405,69500,2000,0.06357923902825194
168,"Beaufort County, South Carolina",45,013,45518,690,168100,2000,0.03611256832450544
169,"Beauregard Parish, Louisiana",22,011,12130,383,55600,2000,0.0715880446525027
170,"Beaver County, Oklahoma",40,007,2238,389,56600,2000,0.025769506084466716
171,"Beaver County, Pennsylvania",42,007,72664,438,83200,2000,0.053481389805647234
172,"Beaver County, Utah",49,001,1989,490,89300,2000,0.021883548261039467
173,"Beaverhead County, Montana",30,001,3679,392,86300,2000,0.03816466552315609
174,"Becker County, Minnesota",27,005,11842,364,84100,2000,0.06308015448201097
175,"Beckham County, Oklahoma",40,009,7335,353,51600,2000,0.06320541760722348
176,"Bedford County, Pennsylvania",42,009,19800,401,77900,2000,0.05705050165820075
177,"Bedford County, Tennessee",47,003,13933,488,78900,2000,0.04391578078233048
178,"Bedford County, Virginia",51,019,23798,444,116100,2000,0.029318870633274846
179,"Bedford city, Virginia",51,515,2520,436,89800,2000,0.13158813263525304
180,"Bee County, Texas",48,025,9071,416,48300,2000,0.07951183431952663
181,"Belknap County, New Hampshire",33,001,22444,588,104100,2000,0.03403386654173081
182,"Bell County, Kentucky",21,013,12031,309,41700,2000,0.1109786388474913
183,"Bell County, Texas",48,027,85382,543,75700,2000,0.05442272303413902
184,"Belmont County, Ohio",39,013,28363,362,63300,2000,0.07085482923006596
185,"Beltrami County, Minnesota",27,007,14397,414,74300,2000,0.07492073233098087
186,"Ben Hill County, Georgia",13,017,6677,371,51700,2000,0.06298314535546826
187,"Benewah County, Idaho",16,009,3578,380,81200,2000,0.13931581556767478
188,"Bennett County, South Dakota",46,007,1114,358,39500,2000,0.10549132947976879
189,"Bennington County, Vermont",50,003,14822,538,113300,2000,0.046058006535947715
190,"Benson County, North Dakota",38,005,2338,292,32200,2000,0.12925668253387038
191,"Bent County, Colorado",08,011,2001,415,57900,2000,0.05254016500217108
192,"Benton County, Arkansas",05,007,58242,528,92900,2000,0.03349654571064458
193,"Benton County, Indiana",18,007,3584,488,76100,2000,0.03292607165044523
194,"Benton County, Iowa",19,011,9782,385,85800,2000,0.028896473265073948
195,"Benton County, Minnesota",27,009,13067,480,99300,2000,0.03438424650545863
196,"Benton County, Mississippi",28,009,3017,368,50700,2000,0.07126733311834892
197,"Benton County, Missouri",29,015,7444,364,66800,2000,0.06145330684076072
198,"Benton County, Oregon",41,003,30198,597,166500,2000,0.048779281173473174
199,"Benton County, Tennessee",47,005,6855,367,62800,2000,0.07285318559556787
200,"Benton County, Washington",53,005,52816,566,111200,2000,0.06073700466117904
201,"Benzie County, Michigan",26,019,6498,486,104700,2000,0.061854338842975205
202,"Bergen County, New Jersey",34,003,330891,872,240800,2000,0.040553226936757066
203,"Berkeley County, South Carolina",45,015,49868,562,79900,2000,0.045575912512427215
204,"Berkeley County, West Virginia",54,003,29616,506,91000,2000,0.04303364879074658
205,"Berks County, Pennsylvania",42,011,141609,545,104400,2000,0.05071236425226661
206,"Berkshire County, Massachusetts",25,003,55874,499,115100,2000,0.051434467924308926
207,"Bernalillo County, New Mexico",35,001,220939,560,123200,2000,0.057394417265372685
208,"Berrien County, Georgia",13,019,6263,369,53900,2000,0.044159178433889605
209,"Berrien County, Michigan",26,021,63644,476,93300,2000,0.05518143022768199
210,"Bertie County, North Carolina",37,015,7734,358,53500,2000,0.07049704724409449
211,"Bethel Census Area, Alaska",02,050,4222,814,77400,2000,0.1452063295066708
212,"Bexar County, Texas",48,029,489252,556,71800,2000,0.056324211210477
213,"Bibb County, Alabama",01,007,7383,348,57400,2000,0.062199272385870204
214,"Bibb County, Georgia",13,021,59632,474,82700,2000,0.07512582932967285
215,"Bienville Parish, Louisiana",22,013,6106,335,40600,2000,0.0992610010077259
216,"Big Horn County, Montana",30,003,3910,356,59300,2000,0.13920088381513535
217,"Big Horn County, Wyoming",56,003,4315,380,70600,2000,0.0632541845075905
218,"Big Stone County, Minnesota",27,011,2407,231,46700,2000,0.05269100489273617
219,"Billings County, North Dakota",38,007,362,392,50800,2000,0.02826086956521739
220,"Bingham County, Idaho",16,011,13311,411,81700,2000,0.057697378830230475
221,"Black Hawk County, Iowa",19,013,49736,472,76200,2000,0.04809916375066722
222,"Blackford County, Indiana",18,009,5680,396,60100,2000,0.043934240362811794
223,"Bladen County, North Carolina",37,017,12873,350,55900,2000,0.05565542532537571
224,"Blaine County, Idaho",16,013,7757,740,266500,2000,0.04153411099328384
225,"Blaine County, Montana",30,005,2531,295,55000,2000,0.1090561224489796
226,"Blaine County, Nebraska",31,009,242,365,27500,2000,0.014184397163120567
227,"Blaine County, Oklahoma",40,011,4166,332,41800,2000,0.05314919439213225
228,"Blair County, Pennsylvania",42,013,51622,411,71100,2000,0.062168518368339955
229,"Blanco County, Texas",48,031,3312,479,98300,2000,0.028831936914736324
230,"Bland County, Virginia",51,021,2555,349,65700,2000,0.045035460992907804
231,"Bleckley County, Georgia",13,023,4359,373,60600,2000,0.06001176701313983
232,"Bledsoe County, Tennessee",47,007,4412,343,63700,2000,0.06647834274952918
233,"Blount County, Alabama",01,009,19153,385,76900,2000,0.048418145296283896
234,"Blount County, Tennessee",47,009,42834,450,96600,2000,0.04511035621429792
235,"Blue Earth County, Minnesota",27,013,21127,487,95400,2000,0.04616316028454669
236,"Boise County, Idaho",16,015,2608,495,112100,2000,0.0717902889484659
237,"Bolivar County, Mississippi",28,011,13788,377,51300,2000,0.1508450197770586
238,"Bollinger County, Missouri",29,017,4589,337,61900,2000,0.0614112264648953
239,"Bon Homme County, South Dakota",46,009,2639,300,52300,2000,0.02091254752851711
240,"Bond County, Illinois",17,005,6147,385,68200,2000,0.053102771645818
241,"Bonner County, Idaho",16,017,14760,518,115500,2000,0.07254067292553501
242,"Bonneville County, Idaho",16,019,28742,485,91000,2000,0.04983898934852613
243,"Boone County, Arkansas",05,009,13864,414,73900,2000,0.050118883744212236
244,"Boone County, Illinois",17,007,14631,531,120900,2000,0.043977418283599794
245,"Boone County, Indiana",18,011,17091,545,130600,2000,0.030268681780016793
246,"Boone County, Iowa",19,015,10415,443,77100,2000,0.025925925925925925
247,"Boone County, Kentucky",21,015,31331,596,124600,2000,0.031052980273984312
248,"Boone County, Missouri",29,019,53106,523,100800,2000,0.05338912784370627
249,"Boone County, Nebraska",31,011,2468,310,58700,2000,0.014555077737347006
250,"Boone County, West Virginia",54,005,10256,353,52100,2000,0.08507540301612064
251,"Borden County, Texas",48,033,293,225,50000,2000,0.03651685393258427
252,"Bosque County, Texas",48,035,6711,432,60500,2000,0.051641313050440354
253,"Bossier Parish, Louisiana",22,015,36671,488,79000,2000,0.0516840171463564
254,"Botetourt County, Virginia",51,023,11662,475,127000,2000,0.027456558035990352
255,"Bottineau County, North Dakota",38,009,2967,365,44900,2000,0.046734571599760334
256,"Boulder County, Colorado",08,013,114793,825,231000,2000,0.043789565340173676
257,"Boundary County, Idaho",16,021,3702,452,101200,2000,0.0997223507635354
258,"Bourbon County, Kansas",20,011,6136,356,49400,2000,0.03849655351801275
259,"Bourbon County, Kentucky",21,017,7705,416,87600,2000,0.03787092757833575
260,"Bowie County, Texas",48,037,33052,459,61600,2000,0.0691802770312177
261,"Bowman County, North Dakota",38,011,1372,316,50800,2000,0.02118893466745144
262,"Box Butte County, Nebraska",31,013,4778,411,68100,2000,0.05056910569105691
263,"Box Elder County, Utah",49,003,13211,514,117700,2000,0.05234871582863935
264,"Boyd County, Kentucky",21,019,20077,407,65600,2000,0.08462438567750995
265,"Boyd County, Nebraska",31,015,1019,261,27600,2000,0.020202020202020204
266,"Boyle County, Kentucky",21,021,10589,419,84600,2000,0.04278156865751744
267,"Bracken County, Kentucky",21,023,3223,337,68300,2000,0.04895960832313342
268,"Bradford County, Florida",12,007,8525,430,64000,2000,0.04813895781637717
269,"Bradford County, Pennsylvania",42,015,24427,414,74000,2000,0.0553175700745438
270,"Bradley County, Arkansas",05,011,4834,326,44600,2000,0.1077395813328212
271,"Bradley County, Tennessee",47,011,34255,455,88300,2000,0.050420355961005275
272,"Branch County, Michigan",26,023,16440,477,83300,2000,0.04783352851094496
273,"Brantley County, Georgia",13,025,5441,382,39400,2000,0.049072228185861065
274,"Braxton County, West Virginia",54,007,5792,332,52300,2000,0.0863911649447809
275,"Brazoria County, Texas",48,039,82020,542,81000,2000,0.05434705590590236
276,"Brazos County, Texas",48,041,55188,584,88200,2000,0.08485392236150424
277,"Breathitt County, Kentucky",21,025,6181,297,32000,2000,0.10134760937788444
278,"Breckinridge County, Kentucky",21,027,7335,360,61100,2000,0.06001188354129531
279,"Bremer County, Iowa",19,017,8834,400,90800,2000,0.057615426824488516
280,"Brevard County, Florida",12,009,198371,604,87600,2000,0.04867680218498909
281,"Brewster County, Texas",48,043,3674,370,63600,2000,0.10724510019819423
282,"Briscoe County, Texas",48,045,721,301,33900,2000,0.034482758620689655
283,"Bristol Bay Borough, Alaska",02,060,492,778,136200,2000,0.10477657935285054
284,"Bristol County, Massachusetts",25,005,205556,499,147100,2000,0.05764351814831239
285,"Bristol County, Rhode Island",44,001,19051,578,163500,2000,0.048091603053435114
286,"Bristol city, Virginia",51,520,7714,409,69400,2000,0.06494013534617386
287,"Broadwater County, Montana",30,007,1747,409,84100,2000,0.045454545454545456
288,"Bronx County, New York",36,005,463242,620,183800,2000,0.1431769705781321
289,"Brooke County, West Virginia",54,009,10410,379,64700,2000,0.05066805483255249
290,"Brookings County, South Dakota",46,011,10664,396,84800,2000,0.048576894093096054
291,"Brooks County, Georgia",13,027,6167,353,55400,2000,0.05241379310344828
292,"Brooks County, Texas",48,047,2720,250,33000,2000,0.08466989929130922
293,"Broome County, New York",36,007,80917,462,74000,2000,0.053519463976885555
294,"Broward County, Florida",12,011,654787,757,102800,2000,0.05333079335671606
295,"Brown County, Illinois",17,009,2107,316,50800,2000,0.03471957268218237
296,"Brown County, Indiana",18,013,5911,569,118300,2000,0.03641999225106548
297,"Brown County, Kansas",20,013,4306,342,54600,2000,0.05789373452675681
298,"Brown County, Minnesota",27,015,10552,399,85200,2000,0.05418147034708937
299,"Brown County, Nebraska",31,017,1541,347,47600,2000,0.01636568848758465
300,"Brown County, Ohio",39,015,15575,433,87600,2000,0.0529610492845787
301,"Brown County, South Dakota",46,013,14695,375,69500,2000,0.03483094497424652
302,"Brown County, Texas",48,049,14344,441,48100,2000,0.07004657828735221
303,"Brown County, Wisconsin",55,009,87356,520,116100,2000,0.03805894592504604
304,"Brule County, South Dakota",46,015,1986,378,61800,2000,0.06904231625835189
305,"Brunswick County, North Carolina",37,019,30455,535,95200,2000,0.04576518691588785
306,"Brunswick County, Virginia",51,025,6262,349,66300,2000,0.0719908401316731
307,"Bryan County, Georgia",13,029,8089,541,94900,2000,0.029117774880486745
308,"Bryan County, Oklahoma",40,013,14461,375,54000,2000,0.06449491930663478
309,"Buchanan County, Iowa",19,019,7923,376,76200,2000,0.0433067077278414
310,"Buchanan County, Missouri",29,021,33592,435,72500,2000,0.05924876314904654
311,"Buchanan County, Virginia",51,027,10496,336,42800,2000,0.08339045007996344
312,"Buckingham County, Virginia",51,029,5312,370,71200,2000,0.0546875
313,"Bucks County, Pennsylvania",42,017,218773,736,161900,2000,0.034763050201493235
314,"Buena Vista County, Iowa",19,021,7514,417,65900,2000,0.03786692759295499
315,"Buena Vista city, Virginia",51,530,2542,403,71400,2000,0.03901825047199497
316,"Buffalo County, Nebraska",31,019,15955,495,87600,2000,0.02684731111295819
317,"Buffalo County, South Dakota",46,017,520,319,30900,2000,0.2158273381294964
318,"Buffalo County, Wisconsin",55,011,5521,399,84800,2000,0.03815368196371398
319,"Bullitt County, Kentucky",21,029,22248,499,99400,2000,0.031320049813200496
320,"Bulloch County, Georgia",13,031,20757,436,80300,2000,0.10187357857117071
321,"Bullock County, Alabama",01,011,3993,324,54000,2000,0.08534322820037106
322,"Buncombe County, North Carolina",37,021,85743,551,102200,2000,0.04752701148341599
323,"Bureau County, Illinois",17,011,14164,432,78900,2000,0.04419919837478724
324,"Burke County, Georgia",13,033,7928,315,51800,2000,0.09244620114185331
325,"Burke County, North Carolina",37,023,34566,450,77600,2000,0.041890273650596534
326,"Burke County, North Dakota",38,013,1018,285,28300,2000,0.02583732057416268
327,"Burleigh County, North Dakota",38,015,27737,446,92100,2000,0.03521777048171138
328,"Burleson County, Texas",48,051,6362,443,53100,2000,0.04565217391304348
329,"Burlington County, New Jersey",34,005,154571,758,134000,2000,0.038486203273737786
330,"Burnet County, Texas",48,053,13150,509,85900,2000,0.029390820223991712
331,"Burnett County, Wisconsin",55,013,6599,398,84800,2000,0.05780267832741186
332,"Burt County, Nebraska",31,021,3175,395,63600,2000,0.027532467532467533
333,"Butler County, Alabama",01,013,8386,328,48600,2000,0.10594257734253283
334,"Butler County, Iowa",19,023,6139,351,66500,2000,0.031106444415277594
335,"Butler County, Kansas",20,015,21582,485,83200,2000,0.03566670083017321
336,"Butler County, Kentucky",21,031,5054,338,54400,2000,0.048451788865714746
337,"Butler County, Missouri",29,023,16737,354,58100,2000,0.06607807207507357
338,"Butler County, Nebraska",31,023,3430,389,65400,2000,0.03993787441757266
339,"Butler County, Ohio",39,017,123125,569,119200,2000,0.040421864740643465
340,"Butler County, Pennsylvania",42,019,65929,487,105300,2000,0.04412037037037037
341,"Butte County, California",06,007,79674,563,116200,2000,0.09324024676721772
342,"Butte County, Idaho",16,023,1086,335,69100,2000,0.05837173579109063
343,"Butte County, South Dakota",46,019,3526,401,52300,2000,0.05722827247490925
344,"Butts County, Georgia",13,035,6462,480,86100,2000,0.03842970320444602
345,"Cabarrus County, North Carolina",37,025,49584,566,108900,2000,0.04234285714285714
346,"Cabell County, West Virginia",54,011,41262,420,72800,2000,0.07841519698557446
347,"Cabo Rojo Municipio, Puerto Rico",72,023,17154,312,70500,2000,0.18456055495449628
348,"Cache County, Utah",49,005,27597,509,129700,2000,0.05059593612076502
349,"Caddo County, Oklahoma",40,015,10943,329,44800,2000,0.07979626485568761
350,"Caddo Parish, Louisiana",22,017,98066,463,70600,2000,0.09184530235267911
351,"Caguas Municipio, Puerto Rico",72,025,46974,312,86000,2000,0.16167742494476456
352,"Calaveras County, California",06,009,16449,599,156300,2000,0.07702818104184457
353,"Calcasieu Parish, Louisiana",22,019,68757,465,70300,2000,0.06927354680091319
354,"Caldwell County, Kentucky",21,033,5419,348,54400,2000,0.05496688741721854
355,"Caldwell County, Missouri",29,025,3522,336,63000,2000,0.030802292263610316
356,"Caldwell County, North Carolina",37,027,30822,446,79800,2000,0.034007174713980994
357,"Caldwell County, Texas",48,055,10777,472,68100,2000,0.05462480641982261
358,"Caldwell Parish, Louisiana",22,021,3925,334,46400,2000,0.07349454717875771
359,"Caledonia County, Vermont",50,005,11651,428,85900,2000,0.06209339774557166
