,NAME,state,county,median_household_income_2000,median_rent_2000,median_house_price_2000,year,unemployment_rate_2000
654,"Cooke County, Texas",48,097,13649,458,73200,2000,0.04601564763836569
655,"Cooper County, Missouri",29,053,5943,426,77500,2000,0.03393576908074373
656,"Coos County, New Hampshire",33,007,13977,399,69300,2000,0.053529447224064136
657,"Coos County, Oregon",41,011,26181,499,94900,2000,0.0843682310469314
658,"Coosa County, Alabama",01,037,4694,295,53300,2000,0.0706896551724138
659,"Copiah County, Mississippi",28,029,10196,353,52300,2000,0.10852148579752367
660,"Corozal Municipio, Puerto Rico",72,047,11237,278,67200,2000,0.16315850680311664
661,"Corson County, South Dakota",46,031,1280,266,22500,2000,0.1315240083507307
662,"Cortland County, New York",36,023,18249,471,73600,2000,0.08451727478204714
663,"Coryell County, Texas",48,099,19955,548,69400,2000,0.041507975934205445
664,"Coshocton County, Ohio",39,031,14344,385,77100,2000,0.05719722408775464
665,"Costilla County, Colorado",08,023,1496,316,56500,2000,0.13185975609756098
666,"Cottle County, Texas",48,101,820,218,30200,2000,0.05827505827505827
667,"Cotton County, Oklahoma",40,033,2614,328,50300,2000,0.04755195491370201
668,"Cottonwood County, Minnesota",27,033,4922,308,55500,2000,0.03801409143044404
669,"Covington County, Alabama",01,039,15639,340,52900,2000,0.07588695129284426
670,"Covington County, Mississippi",28,031,7134,343,49800,2000,0.07709441900754857
671,"Covington city, Virginia",51,580,2835,404,50700,2000,0.047686329918756626
672,"Coweta County, Georgia",13,077,31429,628,121400,2000,0.038943822666521785
673,"Cowley County, Kansas",20,035,14073,417,55200,2000,0.07813640190850407
674,"Cowlitz County, Washington",53,015,35883,518,125100,2000,0.07675433532685247
675,"Craig County, Oklahoma",40,035,5606,396,58000,2000,0.039209772281707134
676,"Craig County, Virginia",51,045,2063,404,89600,2000,0.02783462955382726
677,"Craighead County, Arkansas",05,031,32301,454,74800,2000,0.05693447829667098
678,"Crane County, Texas",48,103,1362,403,37300,2000,0.08291139240506329
679,"Craven County, North Carolina",37,049,34686,501,86100,2000,0.04479143430738345
680,"Crawford County, Arkansas",05,033,19705,405,68000,2000,0.0605766900896535
681,"Crawford County, Georgia",13,079,4466,420,69600,2000,0.04552673372154579
682,"Crawford County, Illinois",17,033,7845,372,53900,2000,0.054461436901749365
683,"Crawford County, Indiana",18,025,4167,390,63500,2000,0.05273833671399594
684,"Crawford County, Iowa",19,047,6458,362,60000,2000,0.03605180259012951
685,"Crawford County, Kansas",20,037,15516,451,55000,2000,0.048889119063649074
686,"Crawford County, Michigan",26,039,5628,453,78500,2000,0.07502359232463039
687,"Crawford County, Missouri",29,055,8870,387,69800,2000,0.05990694067468011
688,"Crawford County, Ohio",39,033,18939,418,78700,2000,0.05207517619420517
689,"Crawford County, Pennsylvania",42,039,34695,406,70600,2000,0.059509085719722195
690,"Crawford County, Wisconsin",55,023,6657,394,77100,2000,0.04838152286602926
691,"Creek County, Oklahoma",40,037,25333,428,63200,2000,0.04756073983373075
692,"Crenshaw County, Alabama",01,041,5573,279,48200,2000,0.05349439171699741
693,"Crisp County, Georgia",13,081,8346,368,64400,2000,0.07029858564693557
694,"Crittenden County, Arkansas",05,035,18460,486,65900,2000,0.06917925979549362
695,"Crittenden County, Kentucky",21,055,3862,331,48100,2000,0.06706586826347305
696,"Crockett County, Tennessee",47,033,5649,393,64000,2000,0.05140887290167866
697,"Crockett County, Texas",48,105,1522,315,48900,2000,0.065625
698,"Crook County, Oregon",41,013,7358,538,99600,2000,0.07690552259242354
699,"Crook County, Wyoming",56,011,2306,393,85800,2000,0.033367381681988426
700,"Crosby County, Texas",48,107,2520,334,36000,2000,0.08212058212058213
701,"Cross County, Arkansas",05,037,7421,420,52400,2000,0.07625948930296757
702,"Crow Wing County, Minnesota",27,035,22294,458,104800,2000,0.05463078389675149
703,"Crowley County, Colorado",08,025,1362,367,65000,2000,0.05718175629680054
704,"Culberson County, Texas",48,109,1060,323,32300,2000,0.06100217864923747
705,"Culebra Municipio, Puerto Rico",72,049,704,316,67000,2000,0.16833095577746077
706,"Cullman County, Alabama",01,043,30796,398,78800,2000,0.04127789600043651
707,"Culpeper County, Virginia",51,047,12151,603,131400,2000,0.032081749049429654
708,"Cumberland County, Illinois",17,035,4346,372,68200,2000,0.05352457582648242
709,"Cumberland County, Kentucky",21,057,2958,242,50800,2000,0.06528871391076116
710,"Cumberland County, Maine",23,005,108037,615,129800,2000,0.03645650482897246
711,"Cumberland County, New Jersey",34,011,49096,616,89200,2000,0.09879345540964626
712,"Cumberland County, North Carolina",37,051,107391,581,84900,2000,0.06572378838657161
713,"Cumberland County, Pennsylvania",42,041,83047,576,116500,2000,0.03152873408037442
714,"Cumberland County, Tennessee",47,035,19510,418,83500,2000,0.05228462157809984
715,"Cumberland County, Virginia",51,049,3512,456,76600,2000,0.0346144664597756
716,"Cuming County, Nebraska",31,039,3960,398,72500,2000,0.019545198271001693
717,"Currituck County, North Carolina",37,053,6896,590,95500,2000,0.036293436293436294
718,"Curry County, New Mexico",35,009,16813,427,61800,2000,0.06051093833003332
719,"Curry County, Oregon",41,015,9554,550,125000,2000,0.07267073592076471
720,"Custer County, Colorado",08,027,1490,476,157600,2000,0.03680203045685279
721,"Custer County, Idaho",16,037,1766,378,89700,2000,0.06225868725868726
722,"Custer County, Montana",30,017,4778,373,62800,2000,0.05367183506559891
723,"Custer County, Nebraska",31,041,4846,333,52300,2000,0.025191489361702128
724,"Custer County, Oklahoma",40,039,10157,371,65200,2000,0.04729003531398741
725,"Custer County, South Dakota",46,033,2975,349,81900,2000,0.03281471004243282
726,"Cuyahoga County, Ohio",39,035,571606,541,110100,2000,0.06172197484317613
727,"Dade County, Georgia",13,083,5627,406,74400,2000,0.054075759603801364
728,"Dade County, Missouri",29,057,3222,297,63600,2000,0.05200553250345782
729,"Daggett County, Utah",49,009,344,500,69700,2000,0.0774818401937046
730,"Dakota County, Minnesota",27,037,131352,722,148500,2000,0.026203389830508475
731,"Dakota County, Nebraska",31,043,7083,516,76400,2000,0.03853106269622301
732,"Dale County, Alabama",01,045,18890,398,62800,2000,0.06684400205937875
733,"Dallam County, Texas",48,111,2323,426,44200,2000,0.04739010989010989
734,"Dallas County, Alabama",01,047,17869,350,57100,2000,0.11146349901972091
735,"Dallas County, Arkansas",05,039,3508,380,36300,2000,0.07408363448631905
736,"Dallas County, Iowa",19,049,15592,529,105800,2000,0.025534546739706662
737,"Dallas County, Missouri",29,059,6063,353,70200,2000,0.04895207386780009
738,"Dallas County, Texas",48,113,808268,647,90800,2000,0.05554695162872335
739,"Dane County, Wisconsin",55,025,173710,641,146600,2000,0.03815286126941994
740,"Daniels County, Montana",30,019,897,346,46500,2000,0.031082529474812434
741,"Danville city, Virginia",51,590,20608,404,69800,2000,0.10047956154373144
742,"Dare County, North Carolina",37,055,12685,638,128600,2000,0.048671766761038494
743,"Darke County, Ohio",39,037,20389,447,93800,2000,0.04166202517544837
744,"Darlington County, South Carolina",45,031,25852,374,59800,2000,0.0802901051151794
745,"Dauphin County, Pennsylvania",42,043,102667,557,98700,2000,0.04502694947458219
746,"Davidson County, North Carolina",37,057,58132,464,91700,2000,0.040924484889222096
747,"Davidson County, Tennessee",47,037,237432,615,114200,2000,0.05189938014581363
748,"Davie County, North Carolina",37,059,13724,493,103300,2000,0.03715697971706153
749,"Daviess County, Indiana",18,027,10932,363,72800,2000,0.043125134766046146
750,"Daviess County, Kentucky",21,059,36076,415,80600,2000,0.05750749764672402
751,"Daviess County, Missouri",29,061,3184,331,64900,2000,0.04330392943063352
752,"Davis County, Iowa",19,051,3205,352,60900,2000,0.03577554520950747
753,"Davis County, Utah",49,011,71115,637,153100,2000,0.04277296012321291
754,"Davison County, South Dakota",46,035,7579,388,69600,2000,0.02915274825387185
755,"Dawes County, Nebraska",31,045,3520,394,57600,2000,0.04048907596712768
756,"Dawson County, Georgia",13,085,6070,685,133600,2000,0.033830139578897564
757,"Dawson County, Montana",30,021,3619,346,58700,2000,0.044088615924544855
758,"Dawson County, Nebraska",31,047,8821,453,64300,2000,0.038058186738836264
759,"Dawson County, Texas",48,115,4696,341,41000,2000,0.08229842446709916
760,"Day County, South Dakota",46,037,2606,303,36600,2000,0.045662100456621
761,"De Baca County, New Mexico",35,011,924,371,51300,2000,0.05402542372881356
762,"De Soto Parish, Louisiana",22,031,9680,313,53600,2000,0.08096859629209231
763,"De Witt County, Illinois",17,039,6736,409,75400,2000,0.05332128332580208
764,"DeKalb County, Alabama",01,049,25147,370,61700,2000,0.0511924408633466
765,"DeKalb County, Georgia",13,089,249391,767,133500,2000,0.05517732269089289
766,"DeKalb County, Illinois",17,037,31669,577,133900,2000,0.06071078030426959
767,"DeKalb County, Indiana",18,033,15146,480,87300,2000,0.04236069224701897
768,"DeKalb County, Missouri",29,063,3553,332,70400,2000,0.038001912045889104
769,"DeKalb County, Tennessee",47,041,6998,389,83200,2000,0.05186943620178042
770,"DeSoto County, Florida",12,027,10784,442,55700,2000,0.05257686024060597
771,"DeSoto County, Mississippi",28,033,38821,657,101200,2000,0.035574184534365096
772,"DeWitt County, Texas",48,123,7234,344,49600,2000,0.05843768634466309
773,"Deaf Smith County, Texas",48,117,6155,371,47300,2000,0.08551617873651772
774,"Dearborn County, Indiana",18,029,16822,504,123100,2000,0.0328801505961096
775,"Decatur County, Georgia",13,087,10409,384,61800,2000,0.06481100222350325
776,"Decatur County, Indiana",18,031,9420,490,88100,2000,0.03780934922089826
777,"Decatur County, Iowa",19,053,3352,340,51900,2000,0.07497741644083107
778,"Decatur County, Kansas",20,039,1501,354,45200,2000,0.010532837670384139
779,"Decatur County, Tennessee",47,039,4938,346,56200,2000,0.051521818848551525
780,"Deer Lodge County, Montana",30,023,4018,321,70800,2000,0.10219494925654944
781,"Defiance County, Ohio",39,039,15113,472,85400,2000,0.037369640787949014
782,"Del Norte County, California",06,015,9185,519,101500,2000,0.10616132552832622
783,"Delaware County, Indiana",18,035,47131,465,74400,2000,0.07118508787974526
784,"Delaware County, Iowa",19,055,6861,370,83900,2000,0.03377325158474488
785,"Delaware County, New York",36,025,19245,451,74800,2000,0.06189833558254611
786,"Delaware County, Ohio",39,041,39755,639,188000,2000,0.03764076299287567
787,"Delaware County, Oklahoma",40,041,14876,390,67200,2000,0.06550522648083623
788,"Delaware County, Pennsylvania",42,045,206372,662,127000,2000,0.04888565677934976
789,"Delta County, Colorado",08,029,11062,504,116000,2000,0.055757776307081404
790,"Delta County, Michigan",26,041,15820,383,77000,2000,0.07487282746926664
791,"Delta County, Texas",48,119,2095,392,40500,2000,0.055763628797336665
792,"Denali Borough, Alaska",02,068,788,568,108300,2000,0.10328638497652583
793,"Dent County, Missouri",29,065,6017,337,62400,2000,0.07061330086744788
794,"Denton County, Texas",48,121,159062,725,127000,2000,0.03793515090858666
795,"Denver County, Colorado",08,031,239415,631,160100,2000,0.0566563036518027
796,"Des Moines County, Iowa",19,057,17293,439,69000,2000,0.05509181969949917
797,"Deschutes County, Oregon",41,017,45633,644,140700,2000,0.05151607859133864
798,"Desha County, Arkansas",05,041,5942,354,42400,2000,0.08776019983347211
799,"Deuel County, Nebraska",31,049,916,338,51100,2000,0.022058823529411766
800,"Deuel County, South Dakota",46,039,1857,303,53000,2000,0.013303769401330377
801,"Dewey County, Oklahoma",40,043,1969,303,42800,2000,0.033272561531449404
802,"Dewey County, South Dakota",46,041,1855,308,32900,2000,0.1433521004763967
803,"Dickens County, Texas",48,125,977,312,27100,2000,0.05135658914728682
804,"Dickenson County, Virginia",51,051,6742,347,45100,2000,0.07172538392050587
805,"Dickey County, North Dakota",38,021,2290,332,50100,2000,0.038047138047138045
806,"Dickinson County, Iowa",19,059,7094,416,94700,2000,0.028000918062887306
807,"Dickinson County, Kansas",20,041,7916,377,65400,2000,0.03155074908225022
808,"Dickinson County, Michigan",26,043,11407,417,64800,2000,0.05572093733302801
809,"Dickson County, Tennessee",47,043,16454,506,93900,2000,0.04405042249619061
810,"Dillingham Census Area, Alaska",02,070,1511,761,108200,2000,0.114598903836572
811,"Dillon County, South Carolina",45,033,11210,335,50000,2000,0.08662457788870945
812,"Dimmit County, Texas",48,127,3298,337,29300,2000,0.14227121250961292
813,"Dinwiddie County, Virginia",51,053,9105,566,86800,2000,0.03732153293813142
814,"District of Columbia, District of Columbia",11,001,248590,618,153500,2000,0.10677843909799647
815,"Divide County, North Dakota",38,023,1011,293,30900,2000,0.043731778425655975
816,"Dixie County, Florida",12,029,5225,322,45100,2000,0.07385109371864339
817,"Dixon County, Nebraska",31,051,2414,401,62900,2000,0.030797659377887282
818,"Doddridge County, West Virginia",54,017,2852,350,55700,2000,0.08865619546247819
819,"Dodge County, Georgia",13,091,7079,321,45300,2000,0.05417439703153989
820,"Dodge County, Minnesota",27,039,6420,386,99200,2000,0.03461419594107345
821,"Dodge County, Nebraska",31,053,14425,485,81900,2000,0.03326140729435293
822,"Dodge County, Wisconsin",55,027,31513,528,108100,2000,0.03326324266284896
823,"Dolores County, Colorado",08,033,783,510,74800,2000,0.060849598163030996
824,"Dona Ana County, New Mexico",35,013,59479,445,74000,2000,0.09151172406434231
825,"Doniphan County, Kansas",20,043,3174,379,53200,2000,0.06965055050263284
826,"Donley County, Texas",48,129,1555,321,45800,2000,0.09513395297977037
827,"Dooly County, Georgia",13,093,3897,313,51500,2000,0.06370402802101577
828,"Door County, Wisconsin",55,029,11811,481,122900,2000,0.05397321732037251
829,"Dorado Municipio, Puerto Rico",72,051,10877,349,85500,2000,0.1472333907715872
830,"Dorchester County, Maryland",24,019,12712,456,88000,2000,0.05824088748019018
831,"Dorchester County, South Carolina",45,035,34688,568,92200,2000,0.04705210624259854
832,"Dougherty County, Georgia",13,095,35608,469,69500,2000,0.097899179149469
833,"Douglas County, Colorado",08,035,61029,1053,237600,2000,0.017237546731332726
834,"Douglas County, Georgia",13,097,32879,731,99600,2000,0.03838842214999694
835,"Douglas County, Illinois",17,041,7606,431,70800,2000,0.02782008325718347
836,"Douglas County, Kansas",20,045,38526,560,115600,2000,0.046137412997036734
837,"Douglas County, Minnesota",27,041,13241,411,101500,2000,0.03907523876077335
838,"Douglas County, Missouri",29,067,5214,305,67700,2000,0.04663030089741334
839,"Douglas County, Nebraska",31,055,182553,541,99600,2000,0.03924312825393271
840,"Douglas County, Nevada",32,005,16428,780,174200,2000,0.059414591524683265
841,"Douglas County, Oregon",41,019,39867,489,98900,2000,0.07572067484390914
842,"Douglas County, South Dakota",46,043,1314,300,40500,2000,0.01418877236273905
843,"Douglas County, Washington",53,017,11724,545,127100,2000,0.08961839907490685
844,"Douglas County, Wisconsin",55,031,17787,411,70800,2000,0.07069708947179303
845,"Drew County, Arkansas",05,043,7333,374,52100,2000,0.08895949166004766
846,"DuPage County, Illinois",17,043,326011,837,187600,2000,0.03258238008579228
847,"Dubois County, Indiana",18,037,14764,440,92000,2000,0.025108507957250198
848,"Dubuque County, Iowa",19,061,33703,434,91900,2000,0.04522424469881779
849,"Duchesne County, Utah",49,013,4579,452,80000,2000,0.07759784075573549
850,"Dukes County, Massachusetts",25,007,6431,741,315500,2000,0.027116564417177913
851,"Dundy County, Nebraska",31,057,950,286,36300,2000,0.014951627088830254
852,"Dunklin County, Missouri",29,069,13414,323,45500,2000,0.0621179815209666
853,"Dunn County, North Dakota",38,025,1389,231,43500,2000,0.06365740740740741
854,"Dunn County, Wisconsin",55,033,14404,461,91900,2000,0.07237399171086055
855,"Duplin County, North Carolina",37,061,18283,399,63400,2000,0.07356017589548734
856,"Durham County, North Carolina",37,063,89001,658,128300,2000,0.05112265957182286
857,"Dutchess County, New York",36,027,99719,707,150800,2000,0.057126391240139754
858,"Duval County, Florida",12,031,303871,604,86100,2000,0.04774222782125047
859,"Duval County, Texas",48,131,4351,292,28900,2000,0.09491668424383042
860,"Dyer County, Tennessee",47,045,14775,424,72300,2000,0.0753721395245501
861,"Eagle County, Colorado",08,037,15210,1007,300900,2000,0.032671629445823
862,"Early County, Georgia",13,099,4703,292,46600,2000,0.08088653154006441
863,"East Baton Rouge Parish, Louisiana",22,033,156521,510,96600,2000,0.06284937228333455
864,"East Carroll Parish, Louisiana",22,035,2968,277,36200,2000,0.15007949125596184
865,"East Feliciana Parish, Louisiana",22,037,6687,344,67000,2000,0.11172139768610494
866,"Eastland County, Texas",48,133,7324,360,37100,2000,0.07915407854984895
867,"Eaton County, Michigan",26,045,40251,569,112400,2000,0.042652842331069
868,"Eau Claire County, Wisconsin",55,035,35872,486,96000,2000,0.046877103891357456
869,"Echols County, Georgia",13,101,1258,390,56700,2000,0.037037037037037035
870,"Ector County, Texas",48,135,43806,400,42800,2000,0.07679391848257283
871,"Eddy County, New Mexico",35,015,19410,394,60900,2000,0.06758957654723127
872,"Eddy County, North Dakota",38,027,1141,294,35000,2000,0.0468384074941452
873,"Edgar County, Illinois",17,045,7859,391,56400,2000,0.0477862920391656
874,"Edgecombe County, North Carolina",37,065,20412,442,63400,2000,0.09628304512025443
875,"Edgefield County, South Carolina",45,037,8251,361,73000,2000,0.0644437944818173
876,"Edmonson County, Kentucky",21,061,4671,310,54800,2000,0.06911794253566406
877,"Edmunds County, South Dakota",46,045,1659,270,44100,2000,0.02419753086419753
878,"Edwards County, Illinois",17,047,2901,319,45800,2000,0.03942028985507246
879,"Edwards County, Kansas",20,047,1465,350,38400,2000,0.02687843616371411
880,"Edwards County, Texas",48,137,804,400,44000,2000,0.04935370152761457
881,"Effingham County, Georgia",13,103,13128,500,87400,2000,0.04213067090899117
882,"Effingham County, Illinois",17,049,13024,436,83700,2000,0.04493323729846529
883,"El Dorado County, California",06,017,59013,702,191500,2000,0.05386368875342571
884,"El Paso County, Colorado",08,041,192599,657,143600,2000,0.04257343873630486
885,"El Paso County, Texas",48,141,210034,468,67100,2000,0.09180491319488666
886,"Elbert County, Colorado",08,039,6760,655,235400,2000,0.024240231548480463
887,"Elbert County, Georgia",13,105,8028,327,59600,2000,0.05822839306856097
888,"Elk County, Kansas",20,049,1418,301,31000,2000,0.046681254558716266
889,"Elk County, Pennsylvania",42,047,14105,418,77400,2000,0.045379396841685196
890,"Elkhart County, Indiana",18,039,66124,541,95600,2000,0.03560477354659595
891,"Elko County, Nevada",32,007,15689,583,106200,2000,0.05692723782934915
892,"Elliott County, Kentucky",21,063,2629,232,43700,2000,0.10543794105437941
893,"Ellis County, Kansas",20,051,11204,431,84100,2000,0.04139349530788019
894,"Ellis County, Oklahoma",40,045,1774,339,37700,2000,0.022556390977443608
895,"Ellis County, Texas",48,139,37056,584,88000,2000,0.0517769553591982
896,"Ellsworth County, Kansas",20,053,2495,336,45200,2000,0.03456072351421188
897,"Elmore County, Alabama",01,051,22692,486,88300,2000,0.048709076390737294
898,"Elmore County, Idaho",16,039,9096,473,88900,2000,0.050026290092390895
899,"Emanuel County, Georgia",13,107,8040,296,46800,2000,0.0439312567132116
900,"Emery County, Utah",49,015,3471,397,79200,2000,0.06394849785407725
901,"Emmet County, Iowa",19,063,4446,322,55700,2000,0.04725767506036564
902,"Emmet County, Michigan",26,047,12542,513,123600,2000,0.0732435561513619
903,"Emmons County, North Dakota",38,029,1767,271,39800,2000,0.03305785123966942
904,"Emporia city, Virginia",51,595,2222,437,67300,2000,0.06746688741721854
905,"Erath County, Texas",48,143,12567,450,68200,2000,0.1066554943739526
906,"Erie County, New York",36,029,380890,516,88200,2000,0.07256995399784708
907,"Erie County, Ohio",39,043,31756,498,107400,2000,0.04384588122120399
908,"Erie County, Pennsylvania",42,049,106488,445,82500,2000,0.05827544823071608
909,"Escambia County, Alabama",01,053,14277,351,56700,2000,0.06987399770904926
910,"Escambia County, Florida",12,033,111006,533,81700,2000,0.06109582760201742
911,"Esmeralda County, Nevada",32,009,453,381,47400,2000,0.03275109170305677
912,"Essex County, Massachusetts",25,009,275410,665,206800,2000,0.04600081755007494
913,"Essex County, New Jersey",34,013,283692,675,188400,2000,0.09279153715300899
914,"Essex County, New York",36,031,15015,452,76800,2000,0.06828528072837632
915,"Essex County, Vermont",50,009,2597,420,70700,2000,0.06226295828065739
916,"Essex County, Virginia",51,057,3981,539,91100,2000,0.03198720511795282
917,"Estill County, Kentucky",21,065,6090,332,44900,2000,0.07354925775978408
918,"Etowah County, Alabama",01,055,41634,395,66500,2000,0.059578150351541376
919,"Eureka County, Nevada",32,011,663,469,65600,2000,0.04
920,"Evangeline Parish, Louisiana",22,039,12769,289,48300,2000,0.07253368823822991
921,"Evans County, Georgia",13,109,3783,371,52900,2000,0.08122704687837545
922,"Fairbanks North Star Borough, Alaska",02,090,29772,679,128800,2000,0.07854159260575898
923,"Fairfax County, Virginia",51,059,351279,998,222400,2000,0.02544040582203013
924,"Fairfax city, Virginia",51,600,8013,945,188300,2000,0.023379985438071352
925,"Fairfield County, Connecticut",09,001,324403,838,265100,2000,0.04754784688995215
926,"Fairfield County, Ohio",39,045,45431,550,129300,2000,0.03343064318674075
927,"Fairfield County, South Carolina",45,039,8757,395,63100,2000,0.06938549547887064
928,"Fajardo Municipio, Puerto Rico",72,053,14138,325,78100,2000,0.18355383030975203
929,"Fall River County, South Dakota",46,047,3109,369,53000,2000,0.06924882629107981
930,"Fallon County, Montana",30,025,1126,322,52100,2000,0.03046716316858497
931,"Falls Church city, Virginia",51,610,4472,965,262400,2000,0.028985507246376812
932,"Falls County, Texas",48,145,6518,343,41900,2000,0.07394468704512373
933,"Fannin County, Georgia",13,111,8378,391,81000,2000,0.03922696422408835
934,"Fannin County, Texas",48,147,11105,432,58200,2000,0.05247791010372647
935,"Faribault County, Minnesota",27,043,6670,347,54200,2000,0.046345371625785774
936,"Faulk County, South Dakota",46,049,1017,270,34100,2000,0.017721518987341773
937,"Faulkner County, Arkansas",05,045,31853,499,85000,2000,0.06741006879025545
938,"Fauquier County, Virginia",51,061,19889,705,175100,2000,0.02530055015961421
939,"Fayette County, Alabama",01,057,7479,283,56100,2000,0.07657770017460713
940,"Fayette County, Georgia",13,113,31491,890,170200,2000,0.026035251645784668
941,"Fayette County, Illinois",17,051,8159,384,59300,2000,0.05777554101660795
942,"Fayette County, Indiana",18,041,10192,442,78800,2000,0.06388911017286704
943,"Fayette County, Iowa",19,065,8833,360,62500,2000,0.04559604468046145
944,"Fayette County, Kentucky",21,067,108411,528,109700,2000,0.053563908548761766
945,"Fayette County, Ohio",39,047,11005,489,87000,2000,0.04868731768301153
946,"Fayette County, Pennsylvania",42,051,60047,367,60600,2000,0.08261484208727532
947,"Fayette County, Tennessee",47,047,10468,383,96800,2000,0.054413721721129675
948,"Fayette County, Texas",48,149,8757,400,75900,2000,0.0336829948994322
949,"Fayette County, West Virginia",54,019,19006,357,48100,2000,0.1190268858169152
950,"Fentress County, Tennessee",47,049,6730,322,51300,2000,0.07314570507182644
951,"Fergus County, Montana",30,027,4860,413,70800,2000,0.05315727103436601
952,"Ferry County, Washington",53,019,2814,380,87200,2000,0.18782502294279596
953,"Fillmore County, Minnesota",27,045,8212,350,84600,2000,0.034673815907059875
954,"Fillmore County, Nebraska",31,059,2679,367,55200,2000,0.021844660194174758
955,"Finney County, Kansas",20,055,12987,491,76200,2000,0.04866465812184037
956,"Fisher County, Texas",48,151,1793,274,33200,2000,0.04399585921325052
957,"Flagler County, Florida",12,035,21284,698,109400,2000,0.04250127097102186
958,"Flathead County, Montana",30,029,29694,484,118600,2000,0.06435616881366894
959,"Fleming County, Kentucky",21,069,5376,318,58400,2000,0.06651017214397496
960,"Florence County, South Carolina",45,041,47107,452,71900,2000,0.0787655382174028
961,"Florence County, Wisconsin",55,037,2121,385,81300,2000,0.057291666666666664
962,"Florida Municipio, Puerto Rico",72,054,3978,277,64400,2000,0.2650416538105523
963,"Floyd County, Georgia",13,115,34030,476,81700,2000,0.06690360250167317
964,"Floyd County, Indiana",18,043,27532,517,104400,2000,0.03924294268605646
965,"Floyd County, Iowa",19,067,6807,357,68900,2000,0.0449793338195964
966,"Floyd County, Kentucky",21,071,16869,332,43300,2000,0.10034379028792437
967,"Floyd County, Texas",48,153,2733,366,38600,2000,0.06715235983528667
968,"Floyd County, Virginia",51,063,5803,407,78300,2000,0.03572991103981333
969,"Fluvanna County, Virginia",51,065,7369,669,113200,2000,0.028715216104203672
970,"Foard County, Texas",48,155,669,268,27300,2000,0.021645021645021644
971,"Fond du Lac County, Wisconsin",55,039,36894,500,101100,2000,0.042984530037046
972,"Ford County, Illinois",17,053,5640,412,71200,2000,0.032598004777293806
973,"Ford County, Kansas",20,057,10861,451,64600,2000,0.04877289149121714
974,"Forest County, Pennsylvania",42,053,1996,337,59600,2000,0.07037974683544304
975,"Forest County, Wisconsin",55,041,4028,325,76300,2000,0.07646656014608537
976,"Forrest County, Mississippi",28,035,27225,438,64800,2000,0.07795990633388543
977,"Forsyth County, Georgia",13,117,34603,683,177900,2000,0.020716769998487827
978,"Forsyth County, North Carolina",37,067,124023,523,108900,2000,0.04588692601839269
979,"Fort Bend County, Texas",48,157,111164,730,110800,2000,0.048523194682013465
980,"Foster County, North Dakota",38,031,1551,342,54900,2000,0.03272532188841202
981,"Fountain County, Indiana",18,045,7061,439,66700,2000,0.04838709677419355
982,"Franklin County, Alabama",01,059,12247,335,60700,2000,0.055763959024671766
983,"Franklin County, Arkansas",05,047,6925,376,58300,2000,0.0593607305936073
984,"Franklin County, Florida",12,037,4103,419,74600,2000,0.035976505139500736
985,"Franklin County, Georgia",13,119,7891,377,72900,2000,0.04150260721506864
986,"Franklin County, Idaho",16,041,3487,481,96300,2000,0.05279383429672447
987,"Franklin County, Illinois",17,055,16391,380,45900,2000,0.06761627906976744
988,"Franklin County, Indiana",18,047,7857,407,98700,2000,0.040355923063095454
989,"Franklin County, Iowa",19,069,4370,374,58900,2000,0.04089353269681138
990,"Franklin County, Kansas",20,059,9457,465,76600,2000,0.03475747871592595
991,"Franklin County, Kentucky",21,073,19890,482,89200,2000,0.06151904724347346
992,"Franklin County, Maine",23,007,11772,432,76300,2000,0.07259968962957965
993,"Franklin County, Massachusetts",25,011,29492,541,121400,2000,0.04516276355517215
994,"Franklin County, Mississippi",28,037,3228,273,44300,2000,0.08656716417910448
995,"Franklin County, Missouri",29,071,35081,471,93500,2000,0.03489322463692185
996,"Franklin County, Nebraska",31,061,1485,361,38500,2000,0.02485207100591716
997,"Franklin County, New York",36,033,17985,409,59500,2000,0.10585935764737239
998,"Franklin County, North Carolina",37,069,17843,488,85600,2000,0.0473117378368185
999,"Franklin County, Ohio",39,049,438876,595,113700,2000,0.04208483703547796
1000,"Franklin County, Pennsylvania",42,055,50574,455,95100,2000,0.03652989018058172
1001,"Franklin County, Tennessee",47,051,15042,439,80200,2000,0.05002160760587727
1002,"Franklin County, Texas",48,159,3739,404,64300,2000,0.044838630204483865
1003,"Franklin County, Vermont",50,011,16767,539,99900,2000,0.036875
1004,"Franklin County, Virginia",51,067,18954,395,95300,2000,0.038326359832635985
1005,"Franklin County, Washington",53,021,14870,464,95200,2000,0.10797714285714285
1006,"Franklin Parish, Louisiana",22,041,7789,313,42400,2000,0.08319677297365435
1007,"Franklin city, Virginia",51,620,3395,493,93800,2000,0.07002724795640326
1008,"Frederick County, Maryland",24,021,70115,719,161000,2000,0.030695000513294324
1009,"Frederick County, Virginia",51,069,22124,620,114300,2000,0.024852927297322806
1010,"Fredericksburg city, Virginia",51,630,8086,651,134500,2000,0.09490188886851275
1011,"Freeborn County, Minnesota",27,047,13379,368,76000,2000,0.04275137329830427
1012,"Freestone County, Texas",48,161,6588,378,55100,2000,0.04150632215503024
1013,"Fremont County, Colorado",08,043,15254,496,99400,2000,0.04103583328462033
1014,"Fremont County, Idaho",16,043,3892,420,78300,2000,0.05265109380793474
1015,"Fremont County, Iowa",19,071,3208,391,68000,2000,0.027902341803687097
