,Outflow_pc,Inflow_pc,Net_pc
from_2000,0.007954285382177498,0.002296139559672337,0.0028016611722031163
minus_3,0.007972500719121646,0.0023684424810893412,0.002792457076782048
minus_5,0.008169145541626847,0.002358396069106059,0.0026687760566787124
minus_10,0.008058296112771195,0.0023405166332859948,0.0028202000650497084
