,Outflow_pc,Inflow_pc,Net_pc
from_2000,0.041777469769303965,0.026879092717122,0.03173509856971754
minus_3,0.04264924656401576,0.027953757062411676,0.031741088178455244
minus_5,0.0429620304444037,0.027775070321288176,0.030874127296501526
minus_10,0.042397825056453654,0.027460406502840207,0.03187902725110032
