STATE_FIPS,COUNTY_FIPS,Population,Inflow_pc,Inflow_gross,Outflow_pc,Outflow_gross,Total_1_death,Total_2_death,Total_3_death,Total_4_death,Total_5_death,Total_6_death,Total_1_property,Total_2_property,Total_3_property,Total_4_property,Total_5_property,Total_6_property,NAME,median_household_income,start_year,end_year,median_age,median_house_value_USD,median_rent,per_pop_edu_less_than_high_school,per_pop_edu_high_school_grad,per_pop_edu_some_college,per_pop_edu_associates,per_pop_edu_bachelors,per_pop_edu_graduate,per_households_below_poverty_line,per_pop_white_alone,per_pop_female,per_pop_US_born_same_state,per_pop_US_born_other_state,per_pop_foreign_born,per_pop_veterans,rental_units_sub_10_per_income_per_pop,rental_units_10_15_per_income_per_pop,rental_units_15_20_per_income_per_pop,rental_units_20_25_per_income_per_pop,rental_units_25_30_per_income_per_pop,rental_units_30_35_per_income_per_pop,rental_units_35_40_per_income_per_pop,rental_units_40_50_per_income_per_pop,rental_units_above_50_per_income_per_pop,per_homes_renter_occupied,per_homes_vaccant_by_homes,per_homes_family,per_homes_without_plumbing,per_homes_without_kitchen
01,001,3515456.0,0.103116068015074,3625.0,0.1263124387611473,6349.0,257,1,2,0,0,0,174,65,14,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,003,39622794.0,0.028826841438793997,11422.0,0.0210162261172401,8720.0,264,6,0,0,0,0,182,55,28,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,005,1462728.0,0.1087010025103778,1590.0,0.130436544074517,1481.0,149,1,0,0,0,0,121,20,7,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,007,904993.0,0.1703880582501743,1542.0,0.189817639482069,1372.0,172,4,0,0,0,0,134,28,11,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,009,2743872.0,0.0743839362769108,2041.0,0.0848301468362441,2595.0,312,0,0,0,0,0,196,93,12,10,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,011,172431.0,0.1734026944110978,299.0,0.331858407079646,552.0,87,0,0,0,0,0,67,16,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,013,702648.0,0.0950689392128064,668.0,0.11016738334695621,403.0,105,2,0,0,0,0,59,25,21,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,015,14795795.0,0.0412211712854902,6099.0,0.04716414493017689,5850.0,208,1,1,0,0,0,141,54,9,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,017,1290822.0,0.10590151082023701,1367.0,0.1506534669354757,1502.0,134,0,0,0,0,0,95,33,5,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,019,902230.0,0.160712900258249,1450.0,0.11947630044228731,1221.0,206,0,0,0,0,0,126,67,11,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,021,1403232.0,0.0858731841919226,1205.0,0.0900509109464333,1553.0,168,0,1,0,0,0,122,37,8,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,023,302952.0,0.19607066465974807,594.0,0.23068840294487092,674.0,137,2,0,0,0,0,75,43,15,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,025,755776.0,0.0603353374544838,456.0,0.1252979800092007,749.0,215,0,0,0,0,0,121,59,32,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,027,223958.0,0.1674421096812795,375.0,0.2144217623482396,367.0,133,1,0,0,0,0,100,26,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,029,341090.0,0.325427306575977,1110.0,0.3024399294925318,652.0,128,0,0,0,0,0,104,18,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
