,Outflow_pc,Inflow_pc,Net_pc
from_2000,0.06669134926295765,0.010057710666281451,0.07922737306599634
minus_3,0.06755142275712604,0.010481949095753262,0.08295506813441447
minus_10,0.06668682321985117,0.010257763553118415,0.07510557103776004
