,STATE_FIPS,COUNTY_FIPS,Inflow_pc,Inflow_gross,Outflow_pc,Outflow_gross,deaths,property_damage,start_year,end_year,historic_mean_precip,historic_mean_avg_temp,change_mean_daily_mean_temp
0,1,1,0.1020994555452837,3596.0,0.1069696667180944,3536.0,2,16993500,2006,2010,54.63594,64.33289488,2.33421054
1,1,3,0.0424206366085208,14501.0,0.0278538046029561,9090.0,8,2959000,2006,2010,63.79805,67.47974557,1.99949161
2,1,5,0.1223985087185113,2633.0,0.1501931549002678,2171.0,2,1035500,2006,2010,52.12515,65.1710521,2.23578925
3,1,7,0.2080270836117422,934.0,0.2060488489212575,1880.0,2,1891000,2006,2010,55.13253,62.92000025,2.33613621
4,1,9,0.1202123295806191,3168.0,0.0984616467772026,2797.0,0,4669000,2006,2010,55.77709,60.70681823,2.27681811
5,1,11,0.6115641215715345,660.0,0.2328273842460564,547.0,0,4621000,2006,2010,52.60749,64.44390274,2.20073104
6,1,13,0.0954291271577923,471.0,0.170416092497615,1045.0,0,1501000,2006,2010,55.76891,65.22280045,2.3723999
7,1,15,0.0495552047357504,7506.0,0.0468519276014424,6783.0,1,4651000,2006,2010,54.39602,61.19829252,2.32536549
8,1,17,0.126714577725982,1781.0,0.1642879888834206,2043.0,0,655000,2006,2010,53.84086,62.40243252,2.31216276
9,1,19,0.1746324845049455,1464.0,0.1864413503113967,1269.0,0,1494000,2006,2010,55.787,60.61474981,2.35874958
10,1,21,0.0934673704737249,1668.0,0.112393234975954,1972.0,0,1964000,2006,2010,54.53462,62.92571422,2.21071479
11,1,23,0.1890801929980708,444.0,0.2162492987198449,636.0,2,8053000,2006,2010,55.52755,64.72305046,2.21864467
12,1,25,0.1029180867767012,860.0,0.153808977011555,1744.0,0,5407000,2006,2010,57.7674,65.34063276,2.11367055
13,1,27,0.3645609126130004,813.0,0.3090551181102362,1099.0,1,4164500,2006,2010,56.48048,60.59075012,2.42700014
14,1,29,0.34702695288389,1012.0,0.2940866633892829,670.0,0,3505100,2006,2010,55.02623,59.81205873,2.28499973
15,1,31,0.091770049209049,5171.0,0.0985001438739426,4142.0,11,262856250,2006,2010,56.26505,65.72804837,2.18512186
16,1,33,0.1043299586808541,3538.0,0.1163753389413494,2391.0,1,9510750,2006,2010,56.57323,60.54790683,2.44325594
17,1,35,0.1869971732985431,172.0,0.2697742197299491,585.0,2,1960000,2006,2010,59.44161,65.21589252,2.18267877
18,1,37,0.2411019924515053,879.0,0.6141255076315496,989.0,0,1329000,2006,2010,54.70489,62.16304331,2.29913065
19,1,39,0.0775922851736817,1391.0,0.1144670459151355,1686.0,1,15345000,2006,2010,59.27463,65.18619089,2.17619082
20,1,41,0.2367363128948884,752.0,0.351924787193495,831.0,2,3720000,2006,2010,55.45318,64.84416729,2.27666621
21,1,43,0.072915537063513,4384.0,0.0742410054126313,3551.0,2,8090800,2006,2010,57.33938,60.29235271,2.37078439
22,1,45,0.0884890575459618,7281.0,0.125618639881119,5116.0,0,5211000,2006,2010,54.82097,66.12216269,2.21378409
23,1,47,0.0942382662614728,1842.0,0.0905523377822546,1726.0,0,4307500,2006,2010,53.34647,64.78984136,2.36238056
24,1,49,0.0595380712298785,2803.0,0.0699853331432278,3166.0,2,15979300,2006,2010,55.62954,58.52339619,2.33641505
25,1,51,0.0859950250606987,8322.0,0.0985422248767444,5702.0,0,7143500,2006,2010,54.16127,63.63953497,2.26116261
26,1,53,0.1124558676100948,2322.0,0.0976465319932331,1884.0,1,3469000,2006,2010,61.7589,65.74593211,2.10881327
27,1,55,0.0549579032275188,6160.0,0.0641586802129626,4821.0,1,1499500,2006,2010,54.87009,61.04545443,2.30515162
28,1,57,0.2173089847201421,1274.0,0.3561772333498869,1291.0,0,810500,2006,2010,57.21411,61.07833336,2.17904781
29,1,59,0.1343050494534096,1419.0,0.2034338450868509,2065.0,0,448000,2006,2010,58.4267,60.04904756,2.42857134
30,1,61,0.1942442665665125,1986.0,0.1584851254733535,1772.0,0,573500,2006,2010,56.84432,65.99454591,2.14999944
31,1,63,0.2212872910064473,324.0,0.3028009084027252,420.0,5,3625849000,2006,2010,53.18697,63.56317083,2.2060973
32,1,65,0.1991261100572841,1055.0,0.2732702276312824,776.0,0,2767500,2006,2010,53.32431,64.33425016,2.2117507
33,1,67,0.2373817498090369,606.0,0.2646791078743741,1163.0,0,12009000,2006,2010,53.59511,65.9135138,2.31027036
34,1,69,0.0266065493484997,5762.0,0.0626109290736569,5870.0,0,3361050,2006,2010,54.8141,66.3655257,2.33026263
35,1,71,0.0663416523374674,1850.0,0.0846287382624477,2574.0,1,2946700,2006,2010,57.45713,58.45743231,2.27689181
36,1,73,0.0140723652174033,30387.0,0.0149979814918286,33520.0,1,1008093600,2006,2010,56.6767,61.90805562,2.37138849
37,1,75,0.2446134573024835,824.0,0.3192130731397747,503.0,0,1808500,2006,2010,56.56863,61.27214286,2.31595258
38,1,77,0.0749856645053151,6528.0,0.0593261789588436,4580.0,2,4216500,2006,2010,56.57726,60.27382985,2.43191479
39,1,79,0.1384205856255545,1170.0,0.2124501961421899,2143.0,4,936000,2006,2010,56.35184,60.97785714,2.46404775
40,1,81,0.0463664259638235,16186.0,0.0415206977409384,9971.0,0,2919500,2006,2010,53.26641,62.96871802,2.27538465
41,1,83,0.0847955847303001,6267.0,0.0625162760679931,3865.0,0,4996500,2006,2010,56.57424,60.34194427,2.44250012
42,1,85,0.1962058212058212,453.0,0.3954051422405852,601.0,0,810000,2006,2010,52.12024,64.97163282,2.43408172
43,1,87,0.1377349772561027,2188.0,0.2066282832127902,1737.0,0,777500,2006,2010,52.93798,63.88702753,2.17540546
44,1,89,0.0207593832876551,21471.0,0.0203763248312887,17064.0,2,8784600,2006,2010,56.49986,59.87431026,2.46689665
45,1,91,0.190594177347882,1120.0,0.225156754702641,1185.0,0,1499500,2006,2010,54.21583,64.45671898,2.1934374
46,1,93,0.1368320288304521,1458.0,0.1289689014024979,1660.0,0,1322500,2006,2010,57.8883,60.20680854,2.45957468
47,1,95,0.0807457222123784,5350.0,0.0657835273314697,4003.0,2,15584000,2006,2010,53.88204,60.41400003,2.30224972
48,1,97,0.0160007808045058,15240.0,0.0161331074840332,17415.0,1,8044000,2006,2010,64.05863,67.46031895,2.03031889
49,1,99,0.1142191142191142,686.0,0.1053362241888589,909.0,1,1560000,2006,2010,58.37244,65.3072127,2.17114771
50,1,101,0.0305352314216433,16841.0,0.0309191980594623,14315.0,1,5077500,2006,2010,52.50036,64.94333301,2.35824558
51,1,103,0.0541402493584989,5909.0,0.0514854151211796,6172.0,1,7321000,2006,2010,56.28204,60.40899982,2.4897502
52,1,105,0.2651734395821835,985.0,0.3210272873194221,696.0,0,820000,2006,2010,53.35368,63.99452446,2.31976173
53,1,107,0.1435552699347644,621.0,0.1681466953263903,697.0,2,717500,2006,2010,54.238,62.74499979,2.23224133
54,1,109,0.1547841155809923,3730.0,0.1708636077104276,2163.0,0,904000,2006,2010,53.70042,65.29924965,2.18874988
55,1,111,0.2006131763917231,1628.0,0.1759397416358805,882.0,0,2461000,2006,2010,54.55759,60.88235294,2.33235281
56,1,113,0.1355242945786718,4563.0,0.1331519176742215,6086.0,0,1374500,2006,2010,50.16634,64.6519047,2.31976118
57,1,115,0.1172588090314765,5614.0,0.0908861606286087,3978.0,1,3171000,2006,2010,55.3867,61.39690472,2.33571379
58,1,117,0.0515083141100396,15110.0,0.0399215974320318,11018.0,0,4390500,2006,2010,56.06323,62.6470589,2.28607806
59,1,119,0.2124013260194933,321.0,0.2704638723196294,808.0,2,555500,2006,2010,54.49171,63.78474549,2.26474588
60,1,121,0.0631711336040293,5953.0,0.0734332613701046,5012.0,1,2384500,2006,2010,54.71403,62.04666646,2.37377794
61,1,123,0.1361444774309659,2569.0,0.1226685359014994,1932.0,0,1557000,2006,2010,55.49341,62.26075486,2.26301927
62,1,125,0.0394655806706854,15482.0,0.0283506354273694,8844.0,0,3690500,2006,2010,55.1096,62.69223525,2.31964645
63,1,127,0.0824571022218361,3038.0,0.0827618641413326,2703.0,1,4352000,2006,2010,57.62927,61.27903828,2.38096179
64,1,129,0.3945063465625179,1099.0,0.2367257502836796,726.0,0,5396000,2006,2010,59.56447,65.9716412,2.19000062
65,1,131,0.2340158796489762,812.0,0.2728810158511766,476.0,1,2259000,2006,2010,55.28818,65.01300023,2.32733307
66,1,133,0.2890718728083759,1624.0,0.1761001950707275,919.0,0,1586000,2006,2010,58.48376,60.4829999,2.48700027
71,4,1,0.0899238878976138,3297.0,0.0934712750996204,4469.0,2,22000,2006,2010,13.37192,50.25668954,2.66803007
72,4,3,0.0425077153857234,14357.0,0.0493689248122122,10695.0,7,3141000,2006,2010,14.56269,60.73767676,2.5216162
73,4,5,0.0695165141870132,13289.0,0.0540615756052179,11131.0,2,17410000,2006,2010,13.08503,52.45579679,2.58315449
74,4,7,0.1399019025524298,3453.0,0.1466492566300009,3549.0,0,775000,2006,2010,20.5158,58.15412139,2.54667733
75,4,9,0.1700444547823541,3202.0,0.1997916433605548,3429.0,0,282500,2006,2010,15.12539,59.05332176,2.48456762
76,4,11,0.5793126429857671,904.0,0.4297813171533308,578.0,0,157500,2006,2010,17.45088,55.03576547,2.50639639
77,4,12,0.218469242476312,1602.0,0.1932016599015849,1278.0,1,6009500,2006,2010,6.11916,70.41300331,2.37207904
78,4,13,0.0058602066104621,206954.0,0.0038190289317424,162085.0,3,3009422500,2006,2010,9.15102,69.80718112,2.375235
79,4,15,0.0434999779765656,17658.0,0.0323180572338742,12995.0,11,25527200,2006,2010,10.9078,61.09670762,2.50120526
80,4,17,0.0959822406566283,6572.0,0.0823869639019536,8005.0,3,71000,2006,2010,11.30204,52.47411674,2.66913983
81,4,19,0.0113608997889023,61246.0,0.0080259020993912,41785.0,13,145202550,2006,2010,11.93104,68.02798959,2.50006977
82,4,21,0.043083661332879,47892.0,0.0333472277781483,23810.0,3,11012100,2006,2010,12.23546,67.93339242,2.36761071
83,4,23,0.1521729596982853,1735.0,0.1328040357529794,1569.0,38,11127500,2006,2010,18.02725,60.2318182,2.45454558
84,4,25,0.0400827211536736,17735.0,0.0284764698454477,13064.0,4,3804000,2006,2010,16.60865,58.05971371,2.52938923
85,4,27,0.037432770448261,14416.0,0.0295454214131161,9343.0,0,13506500,2006,2010,4.52441,71.7680225,2.44805098
86,5,1,0.1607436139357724,1104.0,0.1913995122821626,1609.0,1,110817000,2006,2010,50.58978,62.63405781,2.38231863
87,5,3,0.1798675538807667,905.0,0.1559445446560956,1321.0,2,62059000,2006,2010,54.61094,63.51177449,2.39032254
88,5,5,0.0858730223239753,3423.0,0.0818156836293687,2358.0,2,74673000,2006,2010,43.74258,58.08236855,2.7026319
89,5,7,0.0372058388228292,18037.0,0.0315301255786776,12395.0,1,73877000,2006,2010,45.05243,57.98813577,2.53559313
90,5,9,0.1132217434522651,2507.0,0.1191513350074309,2232.0,1,2792010,2006,2010,44.06018,57.84238125,2.69976198
91,5,11,0.243933859432594,587.0,0.3347888836802415,907.0,1,20207000,2006,2010,53.83421,63.02487183,2.44897382
92,5,13,0.7064721969006381,310.0,0.5098111131487255,278.0,0,57342000,2006,2010,52.9637,62.88690494,2.50714312
93,5,15,0.1378277403336487,1984.0,0.1074455920847468,1137.0,0,52072000,2006,2010,44.85531,58.20119031,2.75857135
94,5,17,0.1976154600463992,661.0,0.2276821058336565,857.0,1,11856010,2006,2010,53.24056,64.01931841,2.52977224
95,5,19,0.1851388850305426,2999.0,0.1988566956694404,2043.0,0,5804300,2006,2010,52.32603,62.53465501,2.6324138
96,5,21,0.218452935694315,879.0,0.2698371069732203,1389.0,1,26871400,2006,2010,46.50808,59.62608686,2.47652186
97,5,23,0.1812544155742209,2309.0,0.154803902284507,1818.0,1,66521000,2006,2010,49.62265,58.97735326,2.41205889
98,5,25,0.2614832812680782,339.0,0.3051302808444013,343.0,0,40012000,2006,2010,51.09804,62.84026317,2.55289479
99,5,27,0.1273534764739095,1615.0,0.133842664096123,1494.0,4,1643000,2006,2010,51.28792,63.71999985,2.56899978
100,5,29,0.1822773003622796,1282.0,0.1788819875776397,1296.0,5,29254000,2006,2010,48.25989,61.06756767,2.50351303
101,5,31,0.0645036060830215,7590.0,0.0577964797499376,6229.0,3,13747650,2006,2010,48.30523,60.86217416,2.56239136
102,5,33,0.1398066328470993,4948.0,0.1283729787631986,3775.0,0,17361000,2006,2010,48.43412,59.56263191,2.66736833
103,5,35,0.107151593035694,2935.0,0.0961501721185342,2768.0,0,10179340,2006,2010,50.62993,61.78975612,2.56219501
104,5,37,0.1409635541004479,682.0,0.2678004243287343,1290.0,0,17616580,2006,2010,49.93842,61.34066679,2.44777781
105,5,39,0.7207440331222601,947.0,0.3695912079827102,643.0,0,15627000,2006,2010,51.62156,62.26421055,2.64842064
