,Outflow_pc,Inflow_pc,Net_pc
from_2000,0.061556471958469736,0.052471409225037534,0.06712511611273714
minus_3,0.07968935914147995,0.046337662823845834,0.07644624981793502
minus_5,0.07458592069619364,0.04706904721145401,0.06724488024541986
minus_10,0.07026140651456769,0.046852667803397786,0.0825813867176717
