STATE_FIPS,COUNTY_FIPS,Population,Inflow_pc,Inflow_gross,Outflow_pc,Outflow_gross,deaths,property_damage,NAME,median_household_income,start_year,end_year,median_age,median_house_value_USD,median_rent,per_pop_edu_less_than_high_school,per_pop_edu_high_school_grad,per_pop_edu_some_college,per_pop_edu_associates,per_pop_edu_bachelors,per_pop_edu_graduate,per_households_below_poverty_line,per_pop_white_alone,per_pop_female,per_pop_US_born_same_state,per_pop_US_born_other_state,per_pop_foreign_born,per_pop_veterans,rental_units_sub_10_per_income_per_pop,rental_units_10_15_per_income_per_pop,rental_units_15_20_per_income_per_pop,rental_units_20_25_per_income_per_pop,rental_units_25_30_per_income_per_pop,rental_units_30_35_per_income_per_pop,rental_units_35_40_per_income_per_pop,rental_units_40_50_per_income_per_pop,rental_units_above_50_per_income_per_pop,per_homes_renter_occupied,per_homes_vaccant_by_homes,per_homes_family,per_homes_without_plumbing,per_homes_without_kitchen
01,001,3774231.0,0.0962315237196663,3632.0,0.1291223097740253,6050.0,6,2930600,"Autauga County, Alabama",58731,2015,2019,38,154500.0,986,0.0774828457927049,0.2266341639581076,0.1913326110509209,0.1086854460093896,0.0706031058143734,0.4269050198627663,0.1505958829902491,0.7679126038280968,0.5136511375947995,0.6897074756229686,0.2714156735283496,0.0234561213434452,0.0951968219573853,0.0039364391477067,0.0071325388226796,0.0089924160346695,0.0153485012639942,0.0100577825929938,0.0078006500541711,0.0020223907547851,0.0072228241242325,0.026056338028169,0.2432639509641169,0.0892180649555186,0.7045847548721783,0.0043842846805431,0.0111522581194398
01,003,41337968.0,0.028421813089603197,11749.0,0.0207372634432271,8665.0,7,29937600,"Baldwin County, Alabama",58320,2015,2019,43,197900.0,1020,0.0652774514871023,0.1963867875769393,0.2221209415965794,0.1494197246628764,0.0768077808579617,0.3307334492317812,0.1019781045905182,0.8620542216792746,0.5137151717333083,0.5370577456185688,0.4164027627684067,0.0372315932904195,0.0923882911243715,0.0033688859653244,0.0070055913170135,0.0116712869426302,0.0112343184701404,0.0099375088098482,0.0077855565474792,0.0052389230841516,0.0073908753465206,0.0178170370718413,0.1754843908762832,0.2911075295189376,0.6606573582107994,0.0021723135138922,0.004064328509863
01,005,1477950.0,0.0892452383368855,1319.0,0.1412873997411725,1535.0,1,170500,"Barbour County, Alabama",32525,2015,2019,40,90700.0,576,0.1897401522022002,0.2521982571665155,0.184377587634557,0.0539016600291786,0.028114033358306,0.4787271795276211,0.2710855250187295,0.4680020503923346,0.470801624541619,0.6829383699380939,0.2870154962343756,0.0271676984346043,0.0523638657781633,0.006703205709554,0.0110405741098537,0.0138007176373171,0.016797444895706,0.0112771578407791,0.0098576554552265,0.0054808564331059,0.0127360908481526,0.0297701194747841,0.3041704819778573,0.2220927328727212,0.6620652755484217,0.0010821609922583,0.003745941896279
01,007,974204.0,0.1536639143341641,1497.0,0.1872723132969034,1316.0,2,14523750,"Bibb County, Alabama",47542,2015,2019,40,92800.0,734,0.1505357222246921,0.3225892499888854,0.1710754456942159,0.0463699817721068,0.0282310052016182,0.587738407504557,0.1662739518961454,0.7678833414840173,0.4598319477170675,0.8332370070688658,0.1458676032543458,0.0151158138087404,0.0637087093762504,0.0049793269017027,0.0109367358733828,0.0041790779353576,0.0048014937980705,0.0072466989730138,0.0050237851776108,0.0034232872449206,0.0050682434535188,0.0168496865691548,0.191943385955362,0.2497550353837779,0.6949644463793354,0.0031573217201959,0.0141535111594991
01,009,2859550.0,0.060953646552779205,1743.0,0.0783105789079376,2401.0,0,24850500,"Blount County, Alabama",49358,2015,2019,40,127800.0,667,0.1345850453355524,0.2305611899932386,0.234375270886427,0.059499661933739,0.0308247083094953,0.5169986650716873,0.1341689637835682,0.9545951006397254,0.5059898406754391,0.801633120091538,0.1493559404309911,0.0454048993602746,0.0592396109637489,0.0037100605051923,0.0061718763544321,0.0059291621157746,0.0100899776356165,0.0061025294291014,0.0057037846084499,0.0040047849378478,0.0039527747438497,0.0118409875002167,0.1818854582082802,0.1429100028779344,0.713483954525831,0.0041524482999629,0.0089215968424947
01,011,183618.0,0.1263492685902253,232.0,0.3077777777777777,831.0,0,205000,"Bullock County, Alabama",37785,2015,2019,40,70300.0,654,0.1754488680718189,0.2790788446526151,0.1548594847775175,0.0514246682279469,0.032103825136612,0.5686963309914129,0.275663544106167,0.2189695550351288,0.4563817330210772,0.8623145979703357,0.1245120999219359,0.0070257611241217,0.0260538641686182,0.0016588602654176,0.0006830601092896,0.0135636221701795,0.0094652615144418,0.0100507416081186,0.0061475409836065,0.0028298204527712,0.0033177205308352,0.0284933645589383,0.2231731402238314,0.227342549923195,0.7111616018176654,0.0072416063199473,0.0
01,013,529470.0,0.0929231117910363,492.0,0.1435117578931466,741.0,2,1329000,"Butler County, Alabama",40688,2015,2019,40,95900.0,620,0.1041960863425459,0.3149082106112568,0.1653722009279806,0.0677324994956626,0.0447347185797861,0.5841738955013113,0.2217571111559411,0.5184587452087956,0.5420112971555376,0.8621141819648981,0.1271434335283437,0.0077163607020375,0.050988501109542,0.0090276376840831,0.0103389146661287,0.0096832761751059,0.0057998789590478,0.0064050837199919,0.0089267702239257,0.0033286261851926,0.0065059511801492,0.0150796852935243,0.1937753989493507,0.3551392605808306,0.6656932062711344,0.0013876499157498,0.007433838834374
01,015,15827420.0,0.0419461921146971,6639.0,0.0495351188166731,6667.0,9,126086500,"Calhoun County, Alabama",47255,2015,2019,39,118000.0,716,0.1074438569858137,0.2263169833708492,0.228873300877698,0.0725104259365893,0.0550437104119771,0.4697167984086269,0.1742221989565338,0.7366992967945698,0.5189150046240556,0.7198869287546459,0.2407300773002495,0.0266188556771187,0.0842886806609782,0.0079655900469385,0.0113245738016716,0.0158177598631977,0.0108359943464377,0.009867560069099,0.0081575319757804,0.0069360833376956,0.0082186044076846,0.0232075241236106,0.248941843336876,0.1682981857507784,0.6716735791951575,0.0022561578191717,0.0056310715817344
01,017,1433878.0,0.1016822909619925,1458.0,0.11497366440933031,1337.0,0,2109500,"Chambers County, Alabama",42289,2015,2019,42,97100.0,749,0.1298871063576946,0.2596256684491979,0.2232620320855615,0.0671420083184789,0.0268270944741533,0.4941473559120617,0.1696672608437314,0.5770350564468212,0.5220142602495543,0.731729055258467,0.2447712418300653,0.018389780154486,0.062448009506833,0.0101010101010101,0.0208259061200237,0.0200831847890671,0.0077540106951871,0.0106060606060606,0.0060308972073677,0.0091800356506238,0.0065359477124183,0.0193701723113487,0.2575935954791618,0.2083823875676948,0.6360053539559786,0.0070638097480574,0.0060631033670826
01,019,871964.0,0.1420930221889894,1239.0,0.1269652635735389,1000.0,0,19341000,"Cherokee County, Alabama",41919,2015,2019,46,123400.0,620,0.1342701617573254,0.2933250974790565,0.2081226112805466,0.0484113809211288,0.044512218661931,0.3471026522024475,0.1374358182449909,0.9285410956259892,0.5067366714280199,0.5231054318032661,0.4653515036868316,0.0085704358568505,0.0726942825155387,0.0090337026599235,0.0104621086360653,0.0085704358568505,0.0071806354476315,0.0050573292668802,0.0045940624638072,0.0057908350384125,0.0076052966837818,0.0094583638960738,0.1467519150732854,0.3523734845286205,0.6805439135698985,0.0031364979793714,0.0033174497858736
